Gene,sox2,gata1a,foxh1,sall4,nanog,smad2,rad21a,eomesa,ctcf,hif1ab,pou5f1,rnf2,tbxta,zic3,tbx6,sox10,tbx16
acsl1a,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
naa50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cryl1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
lipf,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
arfip2b,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
LOC794598,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
aamp,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
dlgap4a,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
ugt2a4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
myh11b,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
nup54,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
pitx2,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
rad54l2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
pex11a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
papss1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
noto,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
ppp2r2aa,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
myh10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hk1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
aktip,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
mrps22,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
gpr84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ftr82,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ippk,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lim2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f2rl1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rgcc,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
kif4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
blf,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-197h24.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ccdc106b,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
robo3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
slc25a42,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
bahcc1b,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
si:zfos-464b6.2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
wdr27,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
hoxa1a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
noctb,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
fhl2a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-57a22.11,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
adamts3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
adgrf8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ube2h,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
map9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
cacng8a,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
si:ch73-367f21.4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-234p18.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cbwd,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
impg1a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tcp1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
si:ch211-216l23.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
rps25,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
gramd1ba,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
srr,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
nog2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cep350,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sfpq,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
shdb,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kyat1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
rbl2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
anapc11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
l3mbtl2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mfsd3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
celsr2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
atp9a,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ppm1ba,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gchfr,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-234h16.7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
gpc5a,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
nr2f2,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
si:ch211-140m22.7,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
si:ch211-152c8.5,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
si:ch211-243g6.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
gdap2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
sf3b3,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
mark3b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kcna1a,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
sirt4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
hist1h4l,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
rassf3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
napepld,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ncoa1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
bcr,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sema3fb,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
zbtb12.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rin2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
hyal3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ercc2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
rps16,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
cmtr2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
amd1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
lgsn,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
crip2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
anxa11a,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
hps4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-78l4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
chrnb2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
rad54b,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
chtf8,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
surf1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
glsa,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
col5a3b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
trpm5,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
sfxn3,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
tmem44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ldb3a,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
fkbp10a,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
itm2ba,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
rnpep,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
npsn,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
adam19b,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
efemp2a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cnnm2b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cplx2l,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
myh9b,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
nrn1b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
syne2b,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
s1pr1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vdrb,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
gpr186,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
basp1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
esco1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
zc3h15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
eif5a2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
eif2a,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
si:ch211-220f16.2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fam234b,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
smndc1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
recql5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pafah1b3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
wu:fb95e10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
btaf1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hs6st1a,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
zfyve26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
thap1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
si:ch211-160o17.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
p4ha2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
srebf1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cdc34b,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
g6pd,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
jtb,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pdcd4a,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
top2a,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tra2a,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
rnf169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cd99l2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
hnrnpa0a,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lgi2a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
si:ch211-262h13.3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
sycp3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mrpl58,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
si:ch211-137a8.4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
borcs8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
batf,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
cenpf,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-276f18.2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
clec11a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tatdn3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
fbxo11a,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
macf1a,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
tmeff2a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vps54,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
dpp4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
si:ch211-74m13.1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
phc1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
vti1b,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
supt20,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
wdr90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ormdl2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch73-335l21.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rps6ka3a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
zfr,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
bada,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
irf2bp2a,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pitx3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
marcksl1b,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
homeza,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
hmgn3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
dusp14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cant1b,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0
tsnare1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ints6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mrto4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
slc6a8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
iqcd,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
si:ch211-119c20.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
csdc2a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
foxred1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
bmpr1aa,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
eif2ak1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
gk5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ptprua,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
pard6a,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
slc6a2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
nova1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0
p33monox,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
efhc1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
fkbp15a,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
hnrnpr,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
rpn2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tmed1b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acad8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mlh3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tmod4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mrtfaa,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pprc1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
slc25a18,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
irx1b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-174m14.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tle2b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ctnna1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
wnt1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
zc3h18,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
pitpnaa,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
barx2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
paqr3a,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
prkcz,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tomm20a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gga3a,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
npm1b,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ensa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prss16,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
igsf11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
tasp1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
thrab,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mkrn1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
LOC557306,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
rad51ap1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
efr3ba,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
c1qtnf12,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
col8a1a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
psme1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
phtf1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
cwf19l2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
npas3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tbc1d4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
grtp1a,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ciarta,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
nfkbiab,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
fam212ab,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
adam17a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ift88,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
slc35b2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
atrnl1a,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
mrps16,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
rpl17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
zmp:0000000729,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
si:ch211-209a2.2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
nudcd1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
gna11a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ihhb,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
mt-nd2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cog5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cdc5l,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
kbtbd2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ecsit,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
tmem97,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
im:7154787,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
c1galt1c1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
odr4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lmbr1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
arl10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tmem68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nudt9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ttn.2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
slc38a10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tlk2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
trub1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
myod1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
plekha3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mettl15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
apool,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
trpc6b,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
olfml3a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
spry2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ell,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
si:ch211-214e3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
aff2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
sept15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
prph2a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
baxa,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
birc7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
psmb7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
mfsd4ab,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
polr2g,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
prtga,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
rexo4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
slc18a2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nt5c2l1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
dnajc1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
trim54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mitfb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cnn3b,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
sub1a,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
dact2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
hectd2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ndfip1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
phldb1b,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
sergef,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
dnal1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
cirbpa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kmt5c,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tnksa,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g6pc3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ccne1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fxyd6l,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fam160b2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ackr3b,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
cetn3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rtn4b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mbtd1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
prkab1a,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
rgs19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lrrc24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xrn2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rfc4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ppa2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cfap99,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
mlx,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
grxcr1b,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
pcdh7b,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
bbs10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pkp3b,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ubxn6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-7j14.5,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
miga2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
zmp:0000000529,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lgals8a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cep126,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
eps8l1b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rbm28,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
asxl2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
sft2d2b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ubald1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
dpf1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
tmco4,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
spra,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
stpg1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
hepacam2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fkbp14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
csrnp2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
cops4,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ptprea,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
plekhg7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
bambia,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
pax6a,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
hoxa13b,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
spry4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
hcls1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
