,Gene name,Gene stable ID
692,trim35-22,ENSDARG00000102264
693,ARX,ENSDARG00000058011
694,calr3a,ENSDARG00000103979
695,MCHR2,ENSDARG00000007842
696,ccnd3,ENSDARG00000027391
697,ubap1la,ENSDARG00000089217
698,IFT52,ENSDARG00000045025
699,NINJ1,ENSDARG00000103663
700,KCTD3,ENSDARG00000060854
701,zgc:193593,ENSDARG00000096843
702,CARTPT,ENSDARG00000035852
703,znf1026,ENSDARG00000114894
704,SDHA,ENSDARG00000016721
705,si:ch211-119e14.1,ENSDARG00000099518
706,ABCA3,ENSDARG00000100524
707,UBAP2,ENSDARG00000088318
708,si:dkeyp-11e3.1,ENSDARG00000102058
709,SETD6,ENSDARG00000043986
710,UFM1,ENSDARG00000043857
711,zgc:153921,ENSDARG00000038405
712,si:dkey-23a13.19,ENSDARG00000099920
713,RADIL,ENSDARG00000079779
714,si:ch211-255p10.3,ENSDARG00000096616
715,si:ch211-246i5.5,ENSDARG00000097637
716,KIF13B,ENSDARG00000079731
717,ZEB1,ENSDARG00000013207
718,taok2b,ENSDARG00000100620
719,si:dkey-108k21.28,ENSDARG00000114534
720,si:dkey-220a11.9,ENSDARG00000102543
721,zgc:110366,ENSDARG00000004167
722,or93a10p,ENSDARG00000094819
723,slc7a2,ENSDARG00000037097
724,KRR1,ENSDARG00000011246
725,slc26a6,ENSDARG00000097292
726,TAF6,ENSDARG00000102998
727,WDHD1,ENSDARG00000015998
728,thbs2b,ENSDARG00000073810
729,si:ch211-84m6.5,ENSDARG00000097906
730,ACVR1B,ENSDARG00000018968
731,rxfp3,ENSDARG00000057410
732,mfn1b,ENSDARG00000079219
733,OTOL1,ENSDARG00000058960
734,si:ch211-280a10.2,ENSDARG00000100235
735,si:dkey-23c22.5,ENSDARG00000092892
736,si:dkey-57c15.11,ENSDARG00000099295
737,H2AZ2,ENSDARG00000068820
738,rpp21,ENSDARG00000043404
739,DDHD2,ENSDARG00000076765
740,mtnr1aa,ENSDARG00000037545
741,si:dkey-35i13.1,ENSDARG00000097648
742,EP300,ENSDARG00000100666
743,PURB,ENSDARG00000068822
744,tmem123,ENSDARG00000095674
745,CTNND1,ENSDARG00000078233
746,PDE10A,ENSDARG00000003449
747,si:ch211-138g9.3,ENSDARG00000053340
748,si:dkeyp-12a4.1,ENSDARG00000099065
749,si:dkeyp-82a1.5,ENSDARG00000087740
750,si:ch211-241d24.1,ENSDARG00000096913
751,BAMBI,ENSDARG00000055381
752,rpz2,ENSDARG00000091215
753,OLFM1,ENSDARG00000018270
754,si:dkeyp-98a7.7,ENSDARG00000088895
755,DYRK3,ENSDARG00000070600
756,KCNS3,ENSDARG00000006891
757,REV3L,ENSDARG00000058801
758,si:dkey-157e10.6,ENSDARG00000102256
759,SOX10,ENSDARG00000077467
760,ASIC2,ENSDARG00000006849
761,si:dkey-31m5.6,ENSDARG00000113712
762,si:ch211-126j24.1,ENSDARG00000098644
763,RXFP2,ENSDARG00000032820
764,lft1,ENSDARG00000019920
765,si:dkey-82f1.1,ENSDARG00000096850
766,PDHB,ENSDARG00000021346
767,EPHB2,ENSDARG00000037373
768,TCEANC2,ENSDARG00000062919
769,hsf1,ENSDARG00000008818
770,atp8b3,ENSDARG00000042285
771,si:dkey-267i17.3,ENSDARG00000094450
772,tmem176,ENSDARG00000078659
773,olfcq18,ENSDARG00000055920
774,TRMT12,ENSDARG00000060338
775,si:ch211-191j22.8,ENSDARG00000057039
776,TTLL1,ENSDARG00000090778
777,phc1,ENSDARG00000002971
778,si:dkeyp-21h4.4,ENSDARG00000097089
779,ifi27.6,ENSDARG00000074754
780,tmtopsb,ENSDARG00000032246
781,znf1156,ENSDARG00000098800
782,si:dkey-238k10.1,ENSDARG00000099384
783,si:ch211-285c6.5,ENSDARG00000105375
784,gpa33a,ENSDARG00000100223
785,DIMT1,ENSDARG00000005057
786,NLGN1,ENSDARG00000077710
787,MBNL3,ENSDARG00000016085
788,si:dkey-201l21.1,ENSDARG00000092908
789,,ENSDARG00000115889
790,traj23,ENSDARG00000113555
791,P2RY10,ENSDARG00000062811
792,,ENSDARG00000038570
793,traj46,ENSDARG00000102408
794,si:ch211-155i14.1,ENSDARG00000070757
795,TRPC6,ENSDARG00000056625
796,OXGR1,ENSDARG00000040247
797,ENTPD6,ENSDARG00000008757
798,si:ch211-194k22.8,ENSDARG00000096711
799,GPRC5B,ENSDARG00000075141
800,FGF3,ENSDARG00000101540
801,SLCO3A1,ENSDARG00000018726
802,EVI5,ENSDARG00000070839
803,vsnl1b,ENSDARG00000044053
804,LAS1L,ENSDARG00000062457
805,si:dkey-146m20.1,ENSDARG00000098615
806,syt5a,ENSDARG00000037941
807,fam210ab,ENSDARG00000040186
808,si:ch211-209p16.1,ENSDARG00000086296
809,lrrc3ca,ENSDARG00000079371
810,TMEM63C,ENSDARG00000004158
811,CCNE1,ENSDARG00000098622
812,si:ch73-286n19.3,ENSDARG00000103681
813,rfx5,ENSDARG00000063258
814,si:dkey-7j22.4,ENSDARG00000117156
815,KCTD2,ENSDARG00000025875
816,ercc5,ENSDARG00000023678
817,GFM2,ENSDARG00000005561
818,hexd,ENSDARG00000061216
819,DTYMK,ENSDARG00000052103
820,APBA2,ENSDARG00000060639
821,si:zfos-754c12.1,ENSDARG00000096700
822,si:ch73-196i15.4,ENSDARG00000092286
823,si:dkey-33g13.1,ENSDARG00000096761
824,WFDC1,ENSDARG00000058003
825,RGS7,ENSDARG00000016584
826,si:dkey-57b6.5,ENSDARG00000095527
827,NRG1,ENSDARG00000104314
828,si:ch211-117k10.3,ENSDARG00000090914
829,si:dkeyp-72g9.5,ENSDARG00000094924
830,KCNT1,ENSDARG00000079484
831,NCK2,ENSDARG00000018206
832,BCO2,ENSDARG00000055722
833,PACSIN3,ENSDARG00000099339
834,SLC5A1,ENSDARG00000013871
835,ORAI2,ENSDARG00000035148
836,SELENOT,ENSDARG00000058354
837,slco1d1,ENSDARG00000104108
838,kgd4,ENSDARG00000079823
839,si:dkey-94a14.1,ENSDARG00000093060
840,si:ch211-226h7.7p,ENSDARG00000052626
841,PLIN2,ENSDARG00000042332
842,LIAS,ENSDARG00000022845
843,ASAH1,ENSDARG00000037091
844,MTMR12,ENSDARG00000059817
845,ccl44,ENSDARG00000074772
846,IRAK1BP1,ENSDARG00000036903
847,zgc:194007,ENSDARG00000091860
848,OTUD7B,ENSDARG00000017220
849,si:ch211-12h2.5,ENSDARG00000095230
850,ASAP1,ENSDARG00000029463
851,TBC1D24,ENSDARG00000069339
852,lbx1a,ENSDARG00000018321
853,TRIM71,ENSDARG00000075593
854,rprm3,ENSDARG00000092792
855,zgc:171781,ENSDARG00000086247
856,si:dkey-69p21.1,ENSDARG00000096869
857,CPSF6,ENSDARG00000018618
858,CLCN7,ENSDARG00000019556
859,USP9Y,ENSDARG00000013708
860,ubb,ENSDARG00000093313
861,,ENSDARG00000075027
862,ID4,ENSDARG00000045131
863,SINHCAF,ENSDARG00000032653
864,FUCA1,ENSDARG00000035890
865,SDHAF4,ENSDARG00000039390
866,si:dkey-7j14.5,ENSDARG00000097528
867,si:dkey-216e24.5,ENSDARG00000094401
868,HOXB13,ENSDARG00000056015
869,TTC9,ENSDARG00000074363
870,LRPAP1,ENSDARG00000033604
871,si:dkey-197c15.6,ENSDARG00000079401
872,RBMS3,ENSDARG00000044574
873,tcf20,ENSDARG00000078348
874,si:ch211-255g12.8,ENSDARG00000069627
875,CHD2,ENSDARG00000060687
876,si:cabz01021066.1,ENSDARG00000105457
877,ST6GAL2,ENSDARG00000039335
878,ankfn1a,ENSDARG00000096800
879,zgc:85936,ENSDARG00000087529
880,si:dkey-52d15.1p,ENSDARG00000077872
881,CNOT9,ENSDARG00000033855
882,ALAS1,ENSDARG00000021059
883,POLR1B,ENSDARG00000077469
884,si:dkey-108k21.19,ENSDARG00000113800
885,PARVA,ENSDARG00000035629
886,si:ch211-195e3.7,ENSDARG00000097384
887,si:ch73-7i4.3,ENSDARG00000093465
888,lectin,ENSDARG00000055833
889,ifi30a,ENSDARG00000056378
890,amy2a,ENSDARG00000013856
891,si:dkey-80c24.5,ENSDARG00000092501
892,RGS8,ENSDARG00000070037
893,SLC35E3,ENSDARG00000045493
894,zgc:172065,ENSDARG00000078093
895,zgc:174259,ENSDARG00000091136
896,il10rb,ENSDARG00000078042
897,SMC4,ENSDARG00000038882
898,linc-mir30e-2,ENSDARG00000102040
899,sdcbp,ENSDARG00000030097
900,si:ch211-278b7.9,ENSDARG00000097755
901,SYT6,ENSDARG00000031463
902,tas1r2.1,ENSDARG00000053135
903,chaf1a,ENSDARG00000062152
904,ddt,ENSDARG00000044751
905,si:dkey-151p11.2,ENSDARG00000102807
906,LYRM9,ENSDARG00000075528
907,HMGCR,ENSDARG00000105206
908,si:ch211-236l6.2,ENSDARG00000093516
909,si:ch73-100l22.2,ENSDARG00000098082
910,odad3,ENSDARG00000062978
911,acbd3,ENSDARG00000042623
912,zgc:152968,ENSDARG00000037002
913,si:dkey-78a14.4,ENSDARG00000036066
914,si:dkey-172k15.10,ENSDARG00000104678
915,qdprb.4,ENSDARG00000090822
916,si:dkey-27b3.8,ENSDARG00000095015
917,si:ch1073-249f22.1,ENSDARG00000093463
918,ALOX5,ENSDARG00000057273
919,EPHA4,ENSDARG00000054454
920,si:dkey-16p6.1,ENSDARG00000088836
921,MTAP,ENSDARG00000037261
922,trim 35-44,ENSDARG00000095913
923,olfcq11,ENSDARG00000092523
924,si:ch73-196i15.3,ENSDARG00000094281
925,TMEM51,ENSDARG00000061916
926,CDCA4,ENSDARG00000042319
927,NTN1,ENSDARG00000105112
928,si:dkey-201g16.1,ENSDARG00000101292
929,si:dkey-197c15.4,ENSDARG00000078297
930,MYH9,ENSDARG00000001014
931,PAN3,ENSDARG00000031637
932,fam8a1a,ENSDARG00000017111
933,LYSMD4,ENSDARG00000068702
934,etv5a,ENSDARG00000069763
935,si:dkey-193b18.1,ENSDARG00000096951
936,eef2a.2,ENSDARG00000042065
937,PDC,ENSDARG00000011886
938,si:ch73-223f1.5,ENSDARG00000099520
939,E2F8,ENSDARG00000057323
940,CYP26A1,ENSDARG00000033999
941,si:dkey-248g15.3,ENSDARG00000097959
942,LRRC10,ENSDARG00000045612
943,ELP2,ENSDARG00000017199
944,il7r,ENSDARG00000078970
945,si:ch211-161c3.6,ENSDARG00000078781
946,RBM39,ENSDARG00000011613
947,SNX9,ENSDARG00000000837
948,si:dkey-83f18.7,ENSDARG00000088252
949,zgc:153151,ENSDARG00000069563
950,LIG1,ENSDARG00000060041
951,cnsta,ENSDARG00000086283
952,SLC22A2,ENSDARG00000030530
953,,ENSDARG00000105567
954,pimr21,ENSDARG00000091845
955,pimr41,ENSDARG00000116830
956,ZNF385B,ENSDARG00000006065
957,cyp2k22,ENSDARG00000040433
958,chmp4c,ENSDARG00000007418
959,cldn3c,ENSDARG00000069503
960,csmd1a,ENSDARG00000044414
961,nol4la,ENSDARG00000074902
962,si:ch211-9n13.3,ENSDARG00000093432
963,si:dkeyp-53d3.6,ENSDARG00000102448
964,SLC38A3,ENSDARG00000027065
965,mhc1lca,ENSDARG00000055813
966,si:dkey-34e4.1,ENSDARG00000022085
967,SLC5A5,ENSDARG00000005392
968,DIPK1A,ENSDARG00000062955
969,mhc2d18ap,ENSDARG00000093885
970,si:ch73-40a17.4,ENSDARG00000097928
971,SLC30A5,ENSDARG00000051921
972,si:ch211-207c7.6,ENSDARG00000095824
973,LRRC75A,ENSDARG00000076834
974,si:ch211-195b11.3,ENSDARG00000100582
975,KIF3B,ENSDARG00000101120
976,ARMC8,ENSDARG00000062258
977,si:rp71-1i20.2,ENSDARG00000043198
978,si:ch73-27j14.1,ENSDARG00000054882
979,si:ch211-133l11.11,ENSDARG00000100085
980,GPR108,ENSDARG00000096651
981,TMCC2,ENSDARG00000046007
982,si:ch211-32p8.1,ENSDARG00000093244
983,MORN4,ENSDARG00000039062
984,si:ch211-209j12.5,ENSDARG00000100995
985,CDK7,ENSDARG00000051916
986,ZDHHC13,ENSDARG00000101144
987,mfap4.11,ENSDARG00000094408
988,gnai1,ENSDARG00000021647
989,si:ch211-80m8.4,ENSDARG00000096957
990,TBCEL,ENSDARG00000002682
991,buc,ENSDARG00000096095
992,gna11a,ENSDARG00000010002
993,calm3a,ENSDARG00000100825
994,si:ch211-269k10.5,ENSDARG00000090473
995,SMYD2,ENSDARG00000055151
996,si:dkey-4i23.5,ENSDARG00000092137
997,PPP4R3A,ENSDARG00000042187
998,PCNX4,ENSDARG00000060785
999,pimr173,ENSDARG00000070015
1000,PNPLA4,ENSDARG00000069834
1001,gnsb,ENSDARG00000098296
1002,PTPRN,ENSDARG00000077047
1003,WDFY3,ENSDARG00000078890
1004,si:ch211-80n22.8,ENSDARG00000097915
1005,si:dkey-65b13.1,ENSDARG00000095565
1006,si:ch211-51i16.4,ENSDARG00000101263
1007,ANK3,ENSDARG00000061736
1008,si:dkey-65j4.2,ENSDARG00000101476
1009,wu:fi42h12,ENSDARG00000058566
1010,si:dkey-223p19.2,ENSDARG00000102926
1011,cntrl,ENSDARG00000088492
1012,arl14ep,ENSDARG00000001210
1013,si:ch211-234f20.8,ENSDARG00000094593
1014,mfap4.10,ENSDARG00000096586
1015,,ENSDARG00000115670
1016,nrxn2a,ENSDARG00000061454
1017,znf1148,ENSDARG00000103689
1018,RAB11A,ENSDARG00000041450
1019,si:dkey-242k1.4,ENSDARG00000104899
1020,gb:ai877918,ENSDARG00000100179
1021,or90b2,ENSDARG00000070344
1022,styxl1,ENSDARG00000026338
1023,rbp3,ENSDARG00000059163
1024,CNR1,ENSDARG00000009020
1025,ftr51,ENSDARG00000029105
1026,tmt1a.2,ENSDARG00000028478
1027,si:ch73-376g11.3,ENSDARG00000097878
1028,DNAI4,ENSDARG00000044400
1029,GDPD5,ENSDARG00000076962
1030,malb,ENSDARG00000030094
1031,PRTG,ENSDARG00000040442
1032,CHCHD2,ENSDARG00000059304
1033,itih3b.2,ENSDARG00000100406
1034,crygs3,ENSDARG00000025943
1035,si:ch211-173b8.3,ENSDARG00000103112
1036,si:ch211-66o10.5,ENSDARG00000097206
1037,si:ch211-12e13.1,ENSDARG00000091930
1038,sult1st4,ENSDARG00000003181
1039,TMEM30B,ENSDARG00000054122
1040,si:ch211-163c2.2,ENSDARG00000070065
1041,si:dkey-63j12.4,ENSDARG00000089556
1042,si:ch211-51e12.7,ENSDARG00000045914
1043,RAD21,ENSDARG00000035655
1044,IFITM5,ENSDARG00000105153
1045,si:dkey-84o3.7,ENSDARG00000095687
1046,acot22,ENSDARG00000058945
1047,MRPS33,ENSDARG00000020015
1048,ABHD8,ENSDARG00000076620
1049,si:zfos-632h11.5,ENSDARG00000098912
1050,si:ch211-14p21.3,ENSDARG00000111218
1051,cables1,ENSDARG00000099395
1052,ank3b,ENSDARG00000077582
1053,si:ch211-268b14.1,ENSDARG00000102357
1054,MBTPS2,ENSDARG00000057577
1055,gpr137,ENSDARG00000037244
1056,si:dkeyp-13d12.18,ENSDARG00000103890
1057,pimr200,ENSDARG00000092697
1058,MED22,ENSDARG00000014148
1059,CENPF,ENSDARG00000055133
1060,VDAC2,ENSDARG00000013623
1061,si:ch211-132f21.1,ENSDARG00000096974
1062,DNPEP,ENSDARG00000022599
1063,si:ch73-368j24.12,ENSDARG00000105502
1064,ABCA1,ENSDARG00000074635
1065,si:dkey-21h14.17,ENSDARG00000096218
1066,PARP2,ENSDARG00000079202
1067,RNF19B,ENSDARG00000060926
1068,cep170ab,ENSDARG00000058892
1069,si:dkey-73p2.1,ENSDARG00000095739
1070,rac1l,ENSDARG00000054649
1071,si:dkeyp-35f11.2,ENSDARG00000093565
1072,TSPAN11,ENSDARG00000001781
1073,si:dkey-11n14.2,ENSDARG00000099699
1074,ADIPOR2,ENSDARG00000101849
1075,fxyd3,ENSDARG00000099014
1076,si:dkey-13n15.10,ENSDARG00000092793
1077,DDI2,ENSDARG00000006477
1078,PRKRA,ENSDARG00000076718
1079,HES4,ENSDARG00000056438
1080,KCNK1,ENSDARG00000017254
1081,CORIN,ENSDARG00000101281
1082,anxa5b,ENSDARG00000016470
1083,zgc:162608,ENSDARG00000069375
1084,KSR2,ENSDARG00000094526
1085,RYR2,ENSDARG00000003706
1086,si:dkey-184n3.2,ENSDARG00000090863
1087,FZD3,ENSDARG00000021664
1088,haus8,ENSDARG00000109646
1089,HAO1,ENSDARG00000024160
1090,CPSF1,ENSDARG00000034178
1091,MARK3,ENSDARG00000026630
1092,mlh3,ENSDARG00000056334
1093,arhgap29a,ENSDARG00000026329
1094,si:ch211-149m3.4,ENSDARG00000104957
1095,si:dkey-51d8.8,ENSDARG00000096074
1096,gltpd2a,ENSDARG00000054218
1097,si:ch211-60j9.3,ENSDARG00000097058
1098,WDR6,ENSDARG00000078571
1099,,ENSDARG00000113889
1100,MED25,ENSDARG00000038005
1101,BTAF1,ENSDARG00000060089
1102,MPPE1,ENSDARG00000045416
1103,si:dkey-14d8.6,ENSDARG00000045835
1104,cdh31,ENSDARG00000035796
1105,ELP1,ENSDARG00000094204
1106,CCDC28A,ENSDARG00000022983
1107,si:ch211-197c20.3,ENSDARG00000097179
1108,snap23.2,ENSDARG00000055252
1109,PAXIP1,ENSDARG00000005606
1110,mcf2l2,ENSDARG00000079742
1111,PAQR3,ENSDARG00000044253
1112,BARX2,ENSDARG00000041098
1113,MTHFR,ENSDARG00000053087
1114,gramd1a,ENSDARG00000076689
1115,MRPS11,ENSDARG00000075129
1116,si:ch211-241e1.3,ENSDARG00000022615
1117,MRPL37,ENSDARG00000062916
1118,si:dkey-238c7.13,ENSDARG00000092191
1119,si:ch211-129n18.2,ENSDARG00000098842
1120,NRROS,ENSDARG00000071491
1121,RASSF2,ENSDARG00000029865
1122,cmah,ENSDARG00000057714
1123,COPZ2,ENSDARG00000006786
1124,SERP1,ENSDARG00000076223
1125,sult6b1,ENSDARG00000086826
1126,ankrd10b,ENSDARG00000004771
1127,pimr189,ENSDARG00000030634
1128,si:ch211-285c6.2,ENSDARG00000079234
1129,UBXN1,ENSDARG00000090309
1130,si:ch1073-411k23.1,ENSDARG00000096573
1131,noxa1,ENSDARG00000056047
1132,bora,ENSDARG00000042688
1133,znf451,ENSDARG00000076939
1134,si:dkeyp-91b5.1,ENSDARG00000099780
1135,trim25,ENSDARG00000104396
1136,si:ch211-141o18.2,ENSDARG00000100695
1137,PPIH,ENSDARG00000041530
1138,paox1,ENSDARG00000043403
1139,rpain,ENSDARG00000063021
1140,flot1b,ENSDARG00000037998
1141,si:dkeyp-84g1.2,ENSDARG00000091978
1142,vgll4l,ENSDARG00000068409
1143,SGF29,ENSDARG00000002339
1144,si:dkey-117a16.1,ENSDARG00000101275
1145,terb2,ENSDARG00000039477
1146,plscr3b,ENSDARG00000069432
1147,HNRNPU,ENSDARG00000004735
1148,lnc.420,ENSDARG00000097409
1149,EXOSC1,ENSDARG00000059841
1150,fut9b.6,ENSDARG00000102554
1151,si:ch211-145d10.7,ENSDARG00000097585
1152,si:dkeyp-47f9.3,ENSDARG00000097923
1153,si:dkeyp-47f9.4,ENSDARG00000096961
1154,SMIM29,ENSDARG00000090634
1155,cd248b,ENSDARG00000077938
1156,znf654,ENSDARG00000079350
1157,GALNT2,ENSDARG00000003829
1158,si:ch211-278j3.3,ENSDARG00000020284
1159,si:ch73-1m18.2,ENSDARG00000096842
1160,CASP7,ENSDARG00000091836
1161,CD151,ENSDARG00000068629
1162,si:ch211-285c6.4,ENSDARG00000095410
1163,DDX56,ENSDARG00000020913
1164,prrc2a,ENSDARG00000031494
1165,si:dkey-201l21.5p,ENSDARG00000094270
1166,PRELP,ENSDARG00000070597
1167,PSMB8,ENSDARG00000001303
1168,si:dkeyp-4c4.1,ENSDARG00000099493
1169,si:ch211-207c6.15,ENSDARG00000095587
1170,ACOT9,ENSDARG00000058390
1171,SZRD1,ENSDARG00000056338
1172,si:ch211-12h2.8,ENSDARG00000088923
1173,RGL1,ENSDARG00000005989
1174,brd3b,ENSDARG00000100129
1175,si:ch73-24k9.2,ENSDARG00000078912
1176,si:dkeyp-99c4.2,ENSDARG00000094315
1177,DESI1,ENSDARG00000089529
1178,si:zfos-1011f11.2,ENSDARG00000101073
1179,DCP1B,ENSDARG00000045484
1180,traj42,ENSDARG00000102246
1181,,ENSDARG00000114580
1182,THOC5,ENSDARG00000038290
1183,CNOT6,ENSDARG00000008255
1184,PTF1A,ENSDARG00000014479
1185,EPB41L4B,ENSDARG00000061398
1186,PTPRA,ENSDARG00000001769
1187,si:ch1073-235m9.1,ENSDARG00000099725
1188,BRINP3,ENSDARG00000061051
1189,cremb,ENSDARG00000102899
1190,bglap,ENSDARG00000058414
1191,RAP2C,ENSDARG00000015649
1192,xpr1b,ENSDARG00000029671
1193,CYP11A1,ENSDARG00000002347
1194,TMEM104,ENSDARG00000088560
1195,si:ch211-149f21.3,ENSDARG00000103351
1196,si:ch1073-109g21.1,ENSDARG00000091948
1197,PTEN,ENSDARG00000056623
1198,si:dkeyp-77c4.2,ENSDARG00000097393
1199,SFXN5,ENSDARG00000026137
1200,si:dkey-119g10.6,ENSDARG00000095803
1201,si:ch211-286m4.1,ENSDARG00000103870
1202,si:dkey-7j22.1,ENSDARG00000092471
1203,RBFOX3,ENSDARG00000010083
1204,si:dkey-61p9.7,ENSDARG00000068865
1205,pimr159,ENSDARG00000115311
1206,pcsk5a,ENSDARG00000067537
1207,c1qa,ENSDARG00000044613
1208,CAPN3,ENSDARG00000043035
1209,CYP2U1,ENSDARG00000026548
1210,rgs12b,ENSDARG00000036774
1211,IMPDH2,ENSDARG00000006900
1212,PDIA4,ENSDARG00000018491
1213,ZIC1,ENSDARG00000015567
1214,si:ch211-14c7.2,ENSDARG00000094522
1215,eps8b,ENSDARG00000069011
1216,LMNA,ENSDARG00000013415
1217,RPL9,ENSDARG00000037350
1218,ccdc137,ENSDARG00000104024
1219,DBX1,ENSDARG00000086393
1220,NFATC3,ENSDARG00000076297
1221,pimr120,ENSDARG00000109993
1222,RBBP5,ENSDARG00000042147
1223,RASSF9,ENSDARG00000074721
1224,si:dkey-187j14.2,ENSDARG00000097745
1225,METTL21C,ENSDARG00000078878
1226,si:dkey-23k6.2,ENSDARG00000096695
1227,GFPT2,ENSDARG00000044094
1228,tcof1,ENSDARG00000087555
1229,POLE4,ENSDARG00000013016
1230,DENND5B,ENSDARG00000003789
1231,MORC2,ENSDARG00000028539
1232,atxn2l,ENSDARG00000011597
1233,si:ch211-106k21.5,ENSDARG00000086052
1234,ifi27.3,ENSDARG00000074217
1235,,ENSDARG00000093707
1236,RERGL,ENSDARG00000019396
1237,col5a3b,ENSDARG00000101816
1238,MCM3,ENSDARG00000024204
1239,RBM8A,ENSDARG00000016516
1240,si:dkeyp-86h10.3,ENSDARG00000095615
1241,aebp1b,ENSDARG00000006901
1242,si:ch73-281i18.3,ENSDARG00000089402
1243,EMC10,ENSDARG00000054793
1244,ARIH2,ENSDARG00000012848
1245,SCAMP3,ENSDARG00000016765
1246,si:ch211-107e6.6,ENSDARG00000096915
1247,p3h4,ENSDARG00000104089
1248,si:ch211-226o13.3,ENSDARG00000094305
1249,FBXL15,ENSDARG00000005284
1250,si:dkey-172k15.3,ENSDARG00000097215
1251,SOAT1,ENSDARG00000062297
1252,gabpb2a,ENSDARG00000007943
1253,RPL22,ENSDARG00000070437
1254,PANX1,ENSDARG00000014910
1255,si:zfos-1169d6.1,ENSDARG00000097359
1256,wbp2nl,ENSDARG00000044852
1257,senp3b,ENSDARG00000056741
1258,pimr16,ENSDARG00000110797
1259,si:ch211-246b8.9,ENSDARG00000114938
1260,b3gnt7l,ENSDARG00000053133
1261,si:ch211-186e20.2,ENSDARG00000074712
1262,get1,ENSDARG00000074271
1263,F2R,ENSDARG00000086262
1264,si:dkey-171n3.6,ENSDARG00000105361
1265,TEAD3,ENSDARG00000063649
1266,PENK,ENSDARG00000036045
1267,atp2b1b,ENSDARG00000007788
1268,atp5mc1,ENSDARG00000056008
1269,rgs16,ENSDARG00000040177
1270,RAPGEF4,ENSDARG00000075924
1271,ZBTB17,ENSDARG00000074548
1272,PATJ,ENSDARG00000024964
1273,abcb11a,ENSDARG00000011573
1274,ctss1,ENSDARG00000036940
1275,SNAPC5,ENSDARG00000062476
1276,tchp,ENSDARG00000035605
1277,si:ch211-147a11.3,ENSDARG00000069009
1278,SUV39H1,ENSDARG00000026799
1279,HOXD4,ENSDARG00000059276
1280,si:dkey-240n22.1,ENSDARG00000095696
1281,si:dkey-203o14.2,ENSDARG00000091938
1282,ambn,ENSDARG00000075598
1283,si:dkey-172k15.17,ENSDARG00000099076
1284,tgm5l,ENSDARG00000098837
1285,SPCS3,ENSDARG00000089976
1286,gsdmea,ENSDARG00000086762
1287,arpc4l,ENSDARG00000058225
1288,MTMR9,ENSDARG00000015860
1289,si:ch211-183d21.2,ENSDARG00000095214
1290,CHMP7,ENSDARG00000041362
1291,ABCC5,ENSDARG00000061233
1292,TRAPPC3,ENSDARG00000045364
1293,GALNT16,ENSDARG00000053190
1294,si:dkey-201g16.2,ENSDARG00000100049
1295,si:ch73-365k7.1,ENSDARG00000097618
1296,vtg1,ENSDARG00000092233
1297,ifi44c2,ENSDARG00000060322
1298,cdc34a,ENSDARG00000069708
1299,SMARCB1,ENSDARG00000011594
1300,HACL1,ENSDARG00000020529
1301,zgc:66483,ENSDARG00000099612
1302,abcc13,ENSDARG00000062519
1303,si:dkey-65b13.11,ENSDARG00000096433
1304,WDR31,ENSDARG00000073808
1305,zgc:153372,ENSDARG00000068967
1306,exd3,ENSDARG00000063140
1307,PABPN1,ENSDARG00000045373
1308,TXNIP,ENSDARG00000070000
1309,fhdc3,ENSDARG00000069129
1310,RTKN,ENSDARG00000052903
1311,CLASRP,ENSDARG00000061742
1312,SLC18B1,ENSDARG00000044047
1313,si:dkey-219f18.2,ENSDARG00000096911
1314,si:dkey-12j5.1,ENSDARG00000089480
1315,IL1RAPL1,ENSDARG00000062045
1316,MGAT3,ENSDARG00000038069
1317,CSAD,ENSDARG00000026348
1318,ano11,ENSDARG00000077327
1319,CFAP52,ENSDARG00000101679
1320,si:ch211-222e20.4,ENSDARG00000092578
1321,si:dkey-157l19.2,ENSDARG00000060340
1322,si:ch211-271e10.2,ENSDARG00000092667
1323,dhrs13a.3,ENSDARG00000041137
1324,olfcq4,ENSDARG00000109991
1325,si:ch1073-382c16.2,ENSDARG00000100430
1326,si:ch211-255f4.3,ENSDARG00000098898
1327,si:dkey-114c15.6,ENSDARG00000093383
1328,mhc1laa,ENSDARG00000016056
1329,epn1a,ENSDARG00000010411
1330,znf1053,ENSDARG00000098270
1331,ftr79,ENSDARG00000093972
1332,npm1b,ENSDARG00000037675
1333,GABBR2,ENSDARG00000061042
1334,ftr43,ENSDARG00000076106
1335,ALDH1L2,ENSDARG00000070230
1336,znf1042,ENSDARG00000089814
1337,si:ch211-196c10.14,ENSDARG00000097883
1338,BCAT2,ENSDARG00000054849
1339,MLLT3,ENSDARG00000006754
1340,adgre7,ENSDARG00000041399
1341,GFM1,ENSDARG00000063624
1342,TMEM120B,ENSDARG00000042929
1343,TLX3,ENSDARG00000017615
1344,SH3GL1,ENSDARG00000002642
1345,si:dkeyp-91h6.3,ENSDARG00000097392
1346,NR2F2,ENSDARG00000040926
1347,si:ch211-284d12.3,ENSDARG00000078489
1348,si:ch1073-224n8.1,ENSDARG00000104485
1349,COQ8B,ENSDARG00000101130
1350,EDIL3,ENSDARG00000093413
1351,si:ch211-149m17.5,ENSDARG00000097151
1352,si:ch211-284o19.8,ENSDARG00000053836
1353,NUDCD3,ENSDARG00000098361
1354,plvapb,ENSDARG00000045003
1355,gpr61l,ENSDARG00000003900
1356,TP63,ENSDARG00000044356
