,Gene name,Gene stable ID
4181,gjb9a,ENSDARG00000003925
4182,cd44a,ENSDARG00000087863
4183,B3GAT1,ENSDARG00000040547
4184,DSCC1,ENSDARG00000019907
4185,APTX,ENSDARG00000027143
4186,MDGA2,ENSDARG00000024017
4187,AMPD1,ENSDARG00000033832
4188,si:ch211-284d12.1,ENSDARG00000093854
4189,TMEM53,ENSDARG00000038789
4190,si:dkey-32e6.3,ENSDARG00000092934
4191,ATP6V0A1,ENSDARG00000015174
4192,si:ch211-135n15.2,ENSDARG00000096933
4193,IFRD1,ENSDARG00000068708
4194,numbl,ENSDARG00000101949
4195,ciz1a,ENSDARG00000089781
4196,gfra3,ENSDARG00000087704
4197,LRRC4B,ENSDARG00000014792
4198,KMT5B,ENSDARG00000041081
4199,si:dkey-21o19.3,ENSDARG00000092130
4200,si:ch211-11n16.2,ENSDARG00000099779
4201,si:ch211-129p6.4,ENSDARG00000101447
4202,MDN1,ENSDARG00000008976
4203,STX12,ENSDARG00000098813
4204,TENT5D,ENSDARG00000062830
4205,EPN3,ENSDARG00000004633
4206,BNIP3L,ENSDARG00000028067
4207,irf9,ENSDARG00000016457
4208,FLOT1,ENSDARG00000001710
4209,si:dkey-238j22.1,ENSDARG00000093512
4210,atf7ip2,ENSDARG00000089698
4211,tle5,ENSDARG00000021805
4212,trim35-27,ENSDARG00000035009
4213,si:ch211-235m3.5,ENSDARG00000079385
4214,SMARCB1,ENSDARG00000033647
4215,cdcp1a,ENSDARG00000058943
4216,ANO8,ENSDARG00000077229
4217,,ENSDARG00000097601
4218,spi2,ENSDARG00000087438
4219,AKAP6,ENSDARG00000077295
4220,MAN2B1,ENSDARG00000001897
4221,KLHL3,ENSDARG00000056647
4222,lmcd1,ENSDARG00000002002
4223,TMEM91,ENSDARG00000068456
4224,ADO,ENSDARG00000042827
4225,NSMF,ENSDARG00000101234
4226,si:dkey-151m15.6,ENSDARG00000097308
4227,ZHX3,ENSDARG00000019774
4228,sox12,ENSDARG00000025847
4229,TM9SF4,ENSDARG00000002536
4230,si:ch73-61d6.3,ENSDARG00000057826
4231,si:dkey-72l17.1,ENSDARG00000100632
4232,irbpl,ENSDARG00000096519
4233,RIMBP2,ENSDARG00000104101
4234,si:dkeyp-77c8.1,ENSDARG00000093940
4235,si:ch73-365i12.5,ENSDARG00000097570
4236,pbx2,ENSDARG00000019717
4237,si:ch211-133n4.12,ENSDARG00000092749
4238,LYSMD2,ENSDARG00000091771
4239,si:dkey-184p18.2,ENSDARG00000077407
4240,ppm1na,ENSDARG00000010231
4241,si:ch73-60g14.2,ENSDARG00000092226
4242,tpst1l,ENSDARG00000044513
4243,si:ch211-235m3.10,ENSDARG00000097665
4244,cd40lg,ENSDARG00000079333
4245,tuba7l,ENSDARG00000104643
4246,GRIK5,ENSDARG00000101449
4247,si:dkey-238i5.3,ENSDARG00000098881
4248,TSKU,ENSDARG00000040815
4249,SLC5A11,ENSDARG00000019932
4250,illr1,ENSDARG00000059254
4251,si:ch211-14p21.2,ENSDARG00000112109
4252,SNX7,ENSDARG00000105185
4253,zgc:152891,ENSDARG00000016789
4254,PLPPR5,ENSDARG00000101348
4255,trgv5,ENSDARG00000103544
4256,DPF1,ENSDARG00000099927
4257,INSM1,ENSDARG00000053301
4258,rad9a,ENSDARG00000056984
4259,si:dkey-23a13.1,ENSDARG00000100259
4260,P2RX3,ENSDARG00000029718
4261,si:dkey-15j16.6,ENSDARG00000042698
4262,agfg2,ENSDARG00000069334
4263,znf1094,ENSDARG00000102370
4264,ptger4c,ENSDARG00000079907
4265,zgc:136439,ENSDARG00000009267
4266,camk2g2,ENSDARG00000056206
4267,pon3.1,ENSDARG00000040290
4268,TYRP1,ENSDARG00000056151
4269,si:dkey-86p22.2p,ENSDARG00000086015
4270,si:dkey-93m18.3,ENSDARG00000092664
4271,si:ch211-243c14.6,ENSDARG00000105339
4272,SCML4,ENSDARG00000017266
4273,zgc:158445,ENSDARG00000071223
4274,xaf1,ENSDARG00000068939
4275,zgc:173726,ENSDARG00000077078
4276,DCLK3,ENSDARG00000078997
4277,TRIM33,ENSDARG00000016181
4278,NEXN,ENSDARG00000057317
4279,STRIP1,ENSDARG00000074084
4280,ppp4r2a,ENSDARG00000026540
4281,si:ch1073-381j11.2,ENSDARG00000098717
4282,ube2r2,ENSDARG00000058740
4283,,ENSDARG00000114309
4284,pstpip2,ENSDARG00000089569
4285,igl3c3,ENSDARG00000071461
4286,si:dkey-92i15.4,ENSDARG00000078387
4287,iqcb1,ENSDARG00000093431
4288,GREM1,ENSDARG00000104618
4289,zgc:173709,ENSDARG00000090160
4290,NUDT2,ENSDARG00000058728
4291,ATP8A2,ENSDARG00000077492
4292,MFAP4,ENSDARG00000088745
4293,crygm2d6,ENSDARG00000073874
4294,NR2F6,ENSDARG00000003607
4295,,ENSDARG00000105513
4296,STARD3,ENSDARG00000017809
4297,GTF2IRD1,ENSDARG00000022203
4298,diablob,ENSDARG00000014956
4299,zgc:171704,ENSDARG00000018048
4300,zgc:77752,ENSDARG00000042387
4301,or113-4,ENSDARG00000105751
4302,si:ch73-144l3.1,ENSDARG00000103154
4303,si:ch73-208g21.1,ENSDARG00000097649
4304,nxf1b,ENSDARG00000055076
4305,nfu1,ENSDARG00000068125
4306,si:ch73-127m5.2,ENSDARG00000096797
4307,TAB2,ENSDARG00000021509
4308,mazb,ENSDARG00000063555
4309,hoatz,ENSDARG00000075714
4310,znf569l,ENSDARG00000093254
4311,HS6ST3,ENSDARG00000071217
4312,si:ch211-15j1.3,ENSDARG00000092070
4313,CRADD,ENSDARG00000028192
4314,TMTC1,ENSDARG00000063149
4315,CBX7,ENSDARG00000087181
4316,si:dkey-21e13.3,ENSDARG00000096701
4317,si:dkey-224j12.6,ENSDARG00000098608
4318,krt1-19d,ENSDARG00000023082
4319,ADAM22,ENSDARG00000060532
4320,ECT2L,ENSDARG00000091471
4321,SLC20A2,ENSDARG00000060796
4322,NR5A1,ENSDARG00000023362
4323,pcdh2ab5,ENSDARG00000090348
4324,TMEM59,ENSDARG00000019033
4325,si:dkey-31m5.8p,ENSDARG00000095089
4326,AKAP1,ENSDARG00000006062
4327,TRPC4,ENSDARG00000102017
4328,NUP43,ENSDARG00000043884
4329,EBNA1BP2,ENSDARG00000054980
4330,HTT,ENSDARG00000052866
4331,sema6ca,ENSDARG00000002748
4332,si:dkey-199l17.5,ENSDARG00000097042
4333,HTATSF1,ENSDARG00000056649
4334,si:dkey-51e6.1,ENSDARG00000042133
4335,si:dkey-188g12.2,ENSDARG00000091989
4336,DHX15,ENSDARG00000015392
4337,si:ch211-281g2.4,ENSDARG00000094942
4338,hoxa9b,ENSDARG00000056819
4339,usp6nl,ENSDARG00000022187
4340,dbf4,ENSDARG00000074796
4341,CTNS,ENSDARG00000008890
4342,LRRC38,ENSDARG00000075147
4343,PRMT9,ENSDARG00000036755
4344,PTCD1,ENSDARG00000076176
4345,parp9,ENSDARG00000006848
4346,si:ch211-229d2.5,ENSDARG00000079119
4347,,ENSDARG00000101518
4348,carhsp1,ENSDARG00000053129
4349,gnrh2,ENSDARG00000044754
4350,si:ch211-122l14.5,ENSDARG00000093703
4351,mthfsd,ENSDARG00000062042
4352,DGKA,ENSDARG00000060626
4353,si:ch211-203l7.3,ENSDARG00000092282
4354,FOXF1,ENSDARG00000015399
4355,map1lc3cl,ENSDARG00000075727
4356,SORD,ENSDARG00000053405
4357,mpdu1a,ENSDARG00000035562
4358,si:dkey-261m5.1,ENSDARG00000094142
4359,ENTREP1,ENSDARG00000099946
4360,traj37,ENSDARG00000100765
4361,ATL2,ENSDARG00000057719
4362,si:dkey-221l4.10,ENSDARG00000097934
4363,zgc:110540,ENSDARG00000054929
4364,ETFB,ENSDARG00000009250
4365,TMTC3,ENSDARG00000062846
4366,si:dkey-161l11.29,ENSDARG00000116599
4367,frem1b,ENSDARG00000062402
4368,PCDH17,ENSDARG00000027041
4369,aplf,ENSDARG00000096566
4370,RHCG,ENSDARG00000003203
4371,osm,ENSDARG00000100948
4372,FAIM2,ENSDARG00000105362
4373,NAB1,ENSDARG00000040700
4374,si:ch211-113a14.17,ENSDARG00000115054
4375,si:dkey-31m5.3,ENSDARG00000110121
4376,si:ch211-220e11.3,ENSDARG00000105498
4377,si:dkeyp-8f4.7,ENSDARG00000096710
4378,traj13,ENSDARG00000112754
4379,pimr15,ENSDARG00000112602
4380,FLT4,ENSDARG00000104453
4381,lrp11,ENSDARG00000034076
4382,slc25a40,ENSDARG00000015856
4383,zgc:101583,ENSDARG00000026682
4384,TPGS1,ENSDARG00000027547
4385,zgc:153018,ENSDARG00000060977
4386,VPS4B,ENSDARG00000069175
4387,si:dkey-161l11.60p,ENSDARG00000103217
4388,sult3st5,ENSDARG00000071495
4389,spata13,ENSDARG00000062837
4390,DLG2,ENSDARG00000099323
4391,ccdc61,ENSDARG00000062307
4392,FAM131B,ENSDARG00000070575
4393,rnf215,ENSDARG00000059424
4394,LRIG1,ENSDARG00000075625
4395,si:ch1073-470i20.2,ENSDARG00000092110
4396,DUSP19,ENSDARG00000040490
4397,kiaa0319,ENSDARG00000103001
4398,si:ch211-42a2.2,ENSDARG00000093919
4399,si:dkey-229d2.6,ENSDARG00000095684
4400,kifl,ENSDARG00000092460
4401,krt95,ENSDARG00000014356
4402,smcr8b,ENSDARG00000015803
4403,PPP2R1B,ENSDARG00000007791
4404,NAIF1,ENSDARG00000062753
4405,EMC6,ENSDARG00000035282
4406,si:ch211-126i22.5,ENSDARG00000060911
4407,mad1l1,ENSDARG00000033852
4408,cipca,ENSDARG00000075397
4409,si:ch211-152p11.4,ENSDARG00000079705
4410,TFG,ENSDARG00000003641
4411,BCL2,ENSDARG00000089109
4412,BCKDK,ENSDARG00000016904
4413,GLRX5,ENSDARG00000043665
4414,si:dkey-21c1.4,ENSDARG00000087461
4415,pimr176,ENSDARG00000111806
4416,SRP54,ENSDARG00000098367
4417,DNPH1,ENSDARG00000075730
4418,si:zfos-986b4.1,ENSDARG00000096763
4419,si:ch211-157b11.6,ENSDARG00000096835
4420,rgs18,ENSDARG00000036106
4421,mdm2,ENSDARG00000033443
4422,KRTCAP2,ENSDARG00000070386
4423,hoxb10a,ENSDARG00000011579
4424,plekhs1.1,ENSDARG00000079227
4425,si:ch211-241j12.3,ENSDARG00000043963
4426,si:dkey-14a7.7,ENSDARG00000096812
4427,CCR7,ENSDARG00000044561
4428,ADRB1,ENSDARG00000007490
4429,ZNRF1,ENSDARG00000020475
4430,si:dkey-286h2.8,ENSDARG00000105703
4431,INPP4B,ENSDARG00000075201
4432,GDAP1,ENSDARG00000058601
4433,snpha,ENSDARG00000078485
4434,emilin1a,ENSDARG00000024537
4435,CLUAP1,ENSDARG00000079110
4436,chrm4b,ENSDARG00000017722
4437,CYP27A1,ENSDARG00000069186
4438,SLC50A1,ENSDARG00000015158
4439,NIPBL,ENSDARG00000098272
4440,zgc:162999,ENSDARG00000097560
4441,NAA30,ENSDARG00000079686
4442,si:dkey-29b22.4,ENSDARG00000093118
4443,cdh12a,ENSDARG00000078226
4444,baxb,ENSDARG00000030881
4445,DAPK1,ENSDARG00000060093
4446,si:dkey-22l11.6,ENSDARG00000070126
4447,KCNK10,ENSDARG00000062849
4448,si:dkey-108k21.11,ENSDARG00000112561
4449,MIER3,ENSDARG00000021288
4450,ATP10D,ENSDARG00000078887
4451,lyrm2,ENSDARG00000033138
4452,sytl2b,ENSDARG00000075436
4453,si:dkey-245m3.1,ENSDARG00000097376
4454,ABCB6,ENSDARG00000063297
4455,tcap,ENSDARG00000007344
4456,si:dkey-80c24.4,ENSDARG00000093579
4457,LIPA,ENSDARG00000018529
4458,si:dkey-119f1.1,ENSDARG00000058719
4459,F2R,ENSDARG00000077638
4460,zgc:64002,ENSDARG00000086998
4461,SLC7A10,ENSDARG00000051730
4462,moxd1l,ENSDARG00000069296
4463,KCNH4,ENSDARG00000061990
4464,F2RL1,ENSDARG00000077540
4465,shisa7b,ENSDARG00000063144
4466,BCL9L,ENSDARG00000055054
4467,si:ch211-93g21.2,ENSDARG00000092842
4468,si:ch211-114l13.12,ENSDARG00000088019
4469,si:dkey-29p23.1,ENSDARG00000113896
4470,UBE2J2,ENSDARG00000061161
4471,serpina7,ENSDARG00000087143
4472,LARP6,ENSDARG00000005355
4473,QPCT,ENSDARG00000089717
4474,akap8l,ENSDARG00000099635
4475,il12ba,ENSDARG00000033727
4476,si:ch211-241c24.1,ENSDARG00000098977
4477,si:ch73-322f21.2,ENSDARG00000097075
4478,CHST14,ENSDARG00000043011
4479,fam234b,ENSDARG00000006758
4480,RIMS1,ENSDARG00000074680
4481,linc-ntf4/5,ENSDARG00000097575
4482,CACNG8,ENSDARG00000020450
4483,ARFIP2,ENSDARG00000056664
4484,P4HTM,ENSDARG00000075209
4485,CNOT2,ENSDARG00000061802
4486,si:ch211-63o20.10,ENSDARG00000096810
4487,ntrnl4,ENSDARG00000105405
4488,si:ch211-23l10.3,ENSDARG00000073998
4489,SH3TC2,ENSDARG00000089917
4490,CALB2,ENSDARG00000041062
4491,gabra2a,ENSDARG00000091459
4492,ccl27a,ENSDARG00000058570
4493,ABITRAM,ENSDARG00000070407
4494,cyp2k19,ENSDARG00000101861
4495,si:dkey-8o15.2,ENSDARG00000104692
4496,fgfbp2a,ENSDARG00000039964
4497,si:ch211-266o15.1,ENSDARG00000057681
4498,asb2b,ENSDARG00000102490
4499,si:ch211-147m20.1p,ENSDARG00000091941
4500,rhogc,ENSDARG00000028401
4501,GOLGA2,ENSDARG00000063197
4502,pimr42,ENSDARG00000097037
4503,si:dkey-61o18.3,ENSDARG00000104562
4504,TMEM181,ENSDARG00000045910
4505,si:dkey-83f18.10,ENSDARG00000086460
4506,cirop,ENSDARG00000098915
4507,si:dkey-257k3.3,ENSDARG00000052296
4508,si:ch211-226h8.8,ENSDARG00000094199
4509,dab2ipb,ENSDARG00000075110
4510,sst7,ENSDARG00000031649
4511,si:dkey-281i15.9,ENSDARG00000095954
4512,si:ch211-158d24.4,ENSDARG00000093048
4513,COX7C,ENSDARG00000104537
4514,CCDC77,ENSDARG00000102145
4515,BCO1,ENSDARG00000104256
4516,si:dkey-11o15.8,ENSDARG00000092303
4517,SLC38A3,ENSDARG00000091061
4518,si:ch211-158d24.2,ENSDARG00000078536
4519,SLITRK2,ENSDARG00000006636
4520,si:dkey-50e6.5p,ENSDARG00000105606
4521,si:dkeyp-53d3.5,ENSDARG00000101542
4522,USP19,ENSDARG00000004132
4523,si:ch211-157d2.1,ENSDARG00000093575
4524,si:dkey-20f20.3,ENSDARG00000093824
4525,TTC36,ENSDARG00000011693
4526,ARL15,ENSDARG00000076040
4527,THRAP3,ENSDARG00000101989
4528,MAL2,ENSDARG00000077637
4529,acot17,ENSDARG00000088524
4530,TENM2,ENSDARG00000011171
4531,bicdl2l,ENSDARG00000091669
4532,EXOC3,ENSDARG00000014582
4533,si:ch211-284d12.2,ENSDARG00000095343
4534,si:dkeyp-84f3.10,ENSDARG00000097396
4535,RFX7,ENSDARG00000077237
4536,zgc:171699,ENSDARG00000095966
4537,TNC,ENSDARG00000021948
4538,si:ch211-226h8.6,ENSDARG00000077097
4539,slc27a2a,ENSDARG00000036237
4540,LYPD6B,ENSDARG00000077643
4541,CHRNA1,ENSDARG00000009021
4542,si:dkey-11o1.3,ENSDARG00000093279
4543,ms4a17c.1,ENSDARG00000094643
4544,CNTN5,ENSDARG00000021584
4545,zdhhc3a,ENSDARG00000010981
4546,olfck3,ENSDARG00000061903
4547,aplnrb,ENSDARG00000036670
4548,TCEA1,ENSDARG00000003531
4549,dzip1l,ENSDARG00000074265
4550,si:dkey-163f12.11,ENSDARG00000094861
4551,si:ch211-51i16.3,ENSDARG00000105044
4552,ephb4b,ENSDARG00000027112
4553,atp6ap1a,ENSDARG00000041417
4554,MRPS5,ENSDARG00000062209
4555,CACNB3,ENSDARG00000001881
4556,,ENSDARG00000105325
4557,si:ch211-214o2.3,ENSDARG00000097219
4558,CGAS,ENSDARG00000021572
4559,ubl3b,ENSDARG00000021556
4560,pimr86,ENSDARG00000114139
4561,si:ch211-273l18.4,ENSDARG00000097517
4562,GOLT1B,ENSDARG00000059308
4563,CXXC1,ENSDARG00000101996
4564,si:ch211-63b16.4,ENSDARG00000086305
4565,BLTP3A,ENSDARG00000077011
4566,PGP,ENSDARG00000029695
4567,MAF,ENSDARG00000015890
4568,lpcat4,ENSDARG00000035028
4569,MLST8,ENSDARG00000003167
4570,zgc:174696,ENSDARG00000110658
4571,si:ch211-269k10.2,ENSDARG00000086950
4572,si:dkeyp-3f10.16,ENSDARG00000094030
4573,ACADM,ENSDARG00000038900
4574,TAB3,ENSDARG00000062063
4575,si:dkey-25g12.4,ENSDARG00000103264
4576,si:ch73-256j6.5,ENSDARG00000093574
4577,sh3bp2,ENSDARG00000021982
4578,DHX35,ENSDARG00000063419
4579,STAT4,ENSDARG00000028731
4580,pkd1l2a,ENSDARG00000105344
4581,zgc:123305,ENSDARG00000015563
4582,NTMT2,ENSDARG00000042033
4583,RPL24,ENSDARG00000099104
4584,syne2b,ENSDARG00000093000
4585,syne2b,ENSDARG00000095514
4586,gdf6a,ENSDARG00000053479
4587,grna,ENSDARG00000004954
4588,si:dkey-85k7.12,ENSDARG00000078731
4589,tnk2b,ENSDARG00000104409
4590,GDF10,ENSDARG00000073891
4591,CCDC18,ENSDARG00000078822
4592,si:ch211-236g6.1,ENSDARG00000071590
4593,tsg101a,ENSDARG00000040854
4594,UBE2M,ENSDARG00000101521
4595,si:ch211-198d23.2,ENSDARG00000093834
4596,TFE3,ENSDARG00000098903
4597,si:ch211-170p16.1,ENSDARG00000091590
4598,usp54a,ENSDARG00000077948
4599,tmc6b,ENSDARG00000004875
4600,nub1,ENSDARG00000061417
4601,si:ch73-303b9.1,ENSDARG00000073787
4602,IP6K1,ENSDARG00000073744
4603,si:dkeyp-13d12.24,ENSDARG00000102001
4604,SLIT2,ENSDARG00000004246
4605,GTPBP6,ENSDARG00000061091
4606,PTGFR,ENSDARG00000074016
4607,si:cabz01070527.3,ENSDARG00000104600
4608,si:ch211-117l17.4,ENSDARG00000103534
4609,znf1010,ENSDARG00000093143
4610,ST3GAL3,ENSDARG00000015252
4611,si:dkeyp-120h9.1,ENSDARG00000020278
4612,SFXN2,ENSDARG00000017960
4613,DENND2B,ENSDARG00000037363
4614,ppp1r13l,ENSDARG00000013777
4615,NFX1,ENSDARG00000105669
4616,PPP1R11,ENSDARG00000036063
4617,rhoub,ENSDARG00000012968
4618,DEAF1,ENSDARG00000088844
4619,trgv7,ENSDARG00000101672
4620,FIBP,ENSDARG00000087666
4621,si:dkey-16i5.8,ENSDARG00000096722
4622,BBS2,ENSDARG00000041621
4623,si:dkey-170g11.2,ENSDARG00000093016
4624,si:dkey-237m9.2,ENSDARG00000102316
4625,FNTB,ENSDARG00000027916
4626,si:dkey-23a13.10,ENSDARG00000098970
4627,olfcv2,ENSDARG00000094862
4628,MARCKS,ENSDARG00000008803
4629,si:ch211-215j19.5p,ENSDARG00000104577
4630,cnga4,ENSDARG00000069383
4631,si:ch211-147k9.3,ENSDARG00000096460
4632,si:ch1073-159d7.3,ENSDARG00000105484
4633,si:ch211-286b5.9,ENSDARG00000086166
4634,NAA40,ENSDARG00000024109
4635,si:dkey-73p2.5,ENSDARG00000096831
4636,SGSM1,ENSDARG00000075376
4637,si:ch73-368j24.17,ENSDARG00000058564
4638,tenm1,ENSDARG00000003403
4639,TMEM168,ENSDARG00000062168
4640,crygm2d5,ENSDARG00000069792
4641,gabrp,ENSDARG00000020901
4642,PIF1,ENSDARG00000020289
4643,HTRA2,ENSDARG00000092202
4644,si:dkey-27j5.10,ENSDARG00000094157
4645,si:dkeyp-26a9.7,ENSDARG00000094046
4646,si:dkey-33c12.15,ENSDARG00000069901
4647,si:ch73-124g13.5,ENSDARG00000105248
4648,si:dkey-174c12.3,ENSDARG00000097654
4649,si:dkey-175d9.2,ENSDARG00000093476
4650,si:dkey-23f9.6,ENSDARG00000116002
4651,rps6kb1a,ENSDARG00000018399
4652,TWF2,ENSDARG00000094792
4653,STK24,ENSDARG00000023878
4654,HSPA9,ENSDARG00000003035
4655,vars2,ENSDARG00000056717
4656,si:ch211-103d13.3,ENSDARG00000095811
4657,MED21,ENSDARG00000026839
4658,pimr82,ENSDARG00000114586
4659,si:dkeyp-55h4.3,ENSDARG00000101336
4660,KLHL2,ENSDARG00000061786
4661,PEX1,ENSDARG00000098904
4662,si:ch211-190k17.31,ENSDARG00000092477
4663,BUB3,ENSDARG00000075883
4664,GNAO1,ENSDARG00000016676
4665,si:ch211-198n5.11,ENSDARG00000054400
4666,si:dkey-266f7.9,ENSDARG00000075958
4667,si:dkey-9p24.5,ENSDARG00000094330
4668,selenot1b,ENSDARG00000027595
4669,dnajb6b,ENSDARG00000020953
4670,SUB1,ENSDARG00000053446
4671,elovl8a,ENSDARG00000068551
4672,si:ch73-234i15.5,ENSDARG00000099688
4673,PHF24,ENSDARG00000077596
4674,si:dkey-178j11.2p,ENSDARG00000101202
4675,vwa1,ENSDARG00000075468
4676,SLC10A3,ENSDARG00000103220
4677,LIPT2,ENSDARG00000069852
4678,mtmr3,ENSDARG00000093364
4679,fastkd2,ENSDARG00000074031
4680,si:dkey-157o17.2,ENSDARG00000092245
4681,ptprc,ENSDARG00000071437
4682,si:ch211-237b12.4,ENSDARG00000105408
4683,SET,ENSDARG00000003920
4684,LOXL3,ENSDARG00000039563
4685,cox5aa,ENSDARG00000088383
4686,snap23.1,ENSDARG00000012874
4687,POSTN,ENSDARG00000104267
4688,DAAM1,ENSDARG00000009689
4689,CIR1,ENSDARG00000099733
4690,ITSN2,ENSDARG00000054973
4691,BICDL1,ENSDARG00000074761
4692,s100v1,ENSDARG00000070427
4693,snai3,ENSDARG00000031243
4694,RCAN3,ENSDARG00000032623
4695,ACOT9,ENSDARG00000058352
4696,lrrc74b,ENSDARG00000098365
4697,si:dkey-31b16.11,ENSDARG00000094535
4698,RNASEH2A,ENSDARG00000018891
4699,nt5dc2,ENSDARG00000059646
4700,PAOX,ENSDARG00000003380
4701,WDR24,ENSDARG00000025507
4702,si:ch73-59c19.2,ENSDARG00000097192
4703,syn1,ENSDARG00000060368
4704,CDCP2,ENSDARG00000075866
4705,etfbkmt,ENSDARG00000079080
4706,ZMYM2,ENSDARG00000027353
4707,DYNLT1,ENSDARG00000094627
4708,si:dkey-257e4.2,ENSDARG00000101997
4709,si:ch73-46n24.3p,ENSDARG00000099426
4710,,ENSDARG00000111046
4711,si:ch73-158e15.1,ENSDARG00000104445
4712,samd1b,ENSDARG00000079062
4713,RPL13A,ENSDARG00000044093
4714,DAW1,ENSDARG00000021462
4715,RFLNB,ENSDARG00000093931
4716,loxl5a,ENSDARG00000071680
4717,fam49al,ENSDARG00000035907
4718,si:dkey-216e24.9,ENSDARG00000093418
4719,parp14rs1,ENSDARG00000040445
4720,SCX,ENSDARG00000035695
4721,HYOU1,ENSDARG00000013670
4722,NOC3L,ENSDARG00000002487
4723,KCTD9,ENSDARG00000021209
4724,rbm4.2,ENSDARG00000055080
4725,si:ch211-207d6.2,ENSDARG00000031658
4726,emb,ENSDARG00000059485
4727,LAMA5,ENSDARG00000058543
4728,si:ch211-285c6.1,ENSDARG00000076257
4729,ELOVL2,ENSDARG00000045414
4730,onecut3a,ENSDARG00000056395
4731,SNTG2,ENSDARG00000101660
4732,znf831,ENSDARG00000074906
4733,si:dkey-31m5.4,ENSDARG00000114861
4734,kif1cb,ENSDARG00000054448
4735,si:ch211-134o20.2,ENSDARG00000102579
4736,flnb,ENSDARG00000092281
4737,STT3A,ENSDARG00000104953
4738,XRCC6,ENSDARG00000071551
4739,UTP11,ENSDARG00000039958
4740,wdr93,ENSDARG00000087191
4741,hoxa13b,ENSDARG00000036254
4742,AP4M1,ENSDARG00000056871
4743,TMEM184C,ENSDARG00000078789
4744,SLC43A3,ENSDARG00000059682
4745,si:ch211-278j3.1,ENSDARG00000094026
4746,si:dkeyp-82a1.2,ENSDARG00000094192
4747,si:zfos-2131b9.2,ENSDARG00000100669
4748,icn,ENSDARG00000009978
4749,TMEM69,ENSDARG00000076017
4750,psmb13a,ENSDARG00000001656
4751,si:dkey-146n1.4,ENSDARG00000096147
4752,PAPSS2,ENSDARG00000056600
4753,ZPLD1,ENSDARG00000063372
4754,PHIP,ENSDARG00000015970
4755,MAPRE3,ENSDARG00000020231
4756,EI24,ENSDARG00000053840
4757,si:dkey-27d5.14,ENSDARG00000110939
4758,NEMP2,ENSDARG00000061062
4759,BLTP3B,ENSDARG00000004055
4760,COX5B,ENSDARG00000015978
4761,si:dkeyp-55f12.3,ENSDARG00000042345
4762,scn1laa,ENSDARG00000086819
4763,LYSET,ENSDARG00000042341
4764,traj45,ENSDARG00000104194
4765,C7H16orf87,ENSDARG00000002506
4766,plekhs1.3,ENSDARG00000090526
4767,si:dkey-160o24.4p,ENSDARG00000103386
4768,ATP6V0B,ENSDARG00000031681
4769,YWHAH,ENSDARG00000005560
4770,SPRING1,ENSDARG00000078315
4771,MYO1C,ENSDARG00000061579
4772,PHACTR3,ENSDARG00000058243
4773,MCHR1,ENSDARG00000022525
4774,AGBL5,ENSDARG00000045900
4775,si:dkey-193d10.10,ENSDARG00000097623
4776,si:ch73-22a13.3,ENSDARG00000053488
4777,si:ch73-22a13.4,ENSDARG00000099852
4778,si:ch211-238g23.1,ENSDARG00000055746
4779,si:dkey-193d10.4,ENSDARG00000097945
4780,PXDC1,ENSDARG00000040309
4781,ano10b,ENSDARG00000018159
4782,tamalin,ENSDARG00000000588
4783,si:ch211-173b16.4,ENSDARG00000096889
4784,tmprss4b,ENSDARG00000012860
4785,GCDH,ENSDARG00000037057
4786,si:dkey-199l17.7,ENSDARG00000097049
4787,ADRM1,ENSDARG00000058560
4788,NUBP2,ENSDARG00000055653
4789,commd5,ENSDARG00000029660
4790,slmapb,ENSDARG00000020764
4791,fbxo7,ENSDARG00000099833
4792,HOXB6,ENSDARG00000010630
4793,RPN1,ENSDARG00000059323
4794,ATCAY,ENSDARG00000071678
4795,PDE1A,ENSDARG00000060875
4796,znf1159,ENSDARG00000101955
4797,si:ch73-212j7.3,ENSDARG00000096613
4798,si:ch211-218p2.3,ENSDARG00000097946
4799,PRKAG2,ENSDARG00000012625
4800,nefla,ENSDARG00000057568
4801,CETP,ENSDARG00000030872
4802,ESPN,ENSDARG00000076414
4803,senp6b,ENSDARG00000079992
4804,pimr174,ENSDARG00000112941
4805,MSI2,ENSDARG00000032614
4806,ASH1L,ENSDARG00000070981
4807,AVPR1A,ENSDARG00000045788
4808,sertad3,ENSDARG00000097473
4809,MAP1S,ENSDARG00000060805
4810,si:dkey-221l4.9,ENSDARG00000097490
4811,ADISSP,ENSDARG00000076239
4812,PCIF1,ENSDARG00000099084
4813,ahnak,ENSDARG00000061764
4814,cnot3b,ENSDARG00000019842
4815,ENPP7,ENSDARG00000053526
4816,FAM171A2,ENSDARG00000075249
4817,CHCHD7,ENSDARG00000068156
4818,si:ch211-69b22.5,ENSDARG00000099621
4819,MTCL2,ENSDARG00000063075
4820,AEBP1,ENSDARG00000091726
4821,cd4-1,ENSDARG00000070668
4822,CYP27A1,ENSDARG00000088013
4823,WNT1,ENSDARG00000055554
4824,RFNG,ENSDARG00000019746
4825,si:dkey-273g18.1,ENSDARG00000097405
4826,ACAP3,ENSDARG00000075990
4827,fut9d,ENSDARG00000028098
4828,fam217ba,ENSDARG00000088505
4829,AMPD2,ENSDARG00000029952
4830,cxxc5b,ENSDARG00000075735
4831,si:dkey-146m20.14,ENSDARG00000103992
4832,RTN4R,ENSDARG00000090035
4833,bud13,ENSDARG00000006666
4834,ACBD7,ENSDARG00000094730
