Unnamed: 0,Gene,sox2,gata1a,foxh1,sall4,nanog,smad2,rad21a,eomesa,ctcf,hif1ab,pou5f1,rnf2,tbxta,zic3,tbx6,sox10,tbx16,ensembl_id
9024,aurkb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000037640
9025,phactr4a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000015552
9026,gins4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000016044
9027,gcat,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000005643
9028,arl3l1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000111106
9029,si:ch211-168b3.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,MISSING
9030,cpb2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,ENSDARG00000037144
9031,fibina,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MISSING
9032,abtb2a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000059751
9033,crk,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ENSDARG00000055635
9034,mrps2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000103198
9035,tmem176l.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000074390
9036,rnf34b,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000054036
9037,rpl10a,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ENSDARG00000042905
9038,cpdp,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000099519
9039,kcnmb2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSDARG00000001712
9040,ccnb3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000034855
9041,nsrp1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000015221
9042,gnb5b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000055377
9043,DKEY-10N19.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
9044,gal3st1a,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000062711
9045,cpne8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000025189
9046,arg2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000039269
9047,lemd1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000040161
9048,got1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000039093
9049,timp2b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000075261
9050,si:dkey-238d18.15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000101197
9051,si:cabz01074946.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000090396
9052,mettl14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000070278
9053,hcar1-4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000087084
9054,trmt5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000069278
9055,si:ch211-152p11.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000079705
9056,homer1b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000101759
9057,golt1ba,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000022795
9058,maf1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000036489
9059,acot11b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000042122
9060,mysm1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000034693
9061,si:ch73-274k23.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000095296
9062,smim19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000037423
9063,dnajb9a,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000052072
9064,hpgd,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000012016
9065,shmt1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000052816
9066,e2f8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000057323
9067,cops8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000024846
9068,LOC571446,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
9069,sostdc1b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000056021
9070,castor1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000079588
9071,si:dkey-285b23.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000099796
9072,rpl7a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000019230
9073,rnaseh2b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000005128
9074,grp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000043074
9075,hif1aa,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000006181
9076,r3hcc1l,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000089243
9077,usp14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000025889
9078,mrps10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000045913
9079,raver2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000075034
9080,chic1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000053166
9081,grik4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000026753
9082,sigmar1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000011418
9083,rwdd1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000015930
9084,sc:d0202,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000078180
9085,si:dkey-1h6.8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000096703
9086,nprl3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000010918
9087,phyhipl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000003998
9088,u2af2a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000012505
9089,pttg1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000075421
9090,riok2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000035264
9091,LOC100331077,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MISSING
9092,maptb,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000087616
9093,pltp,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000104495
9094,slc20a1a,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000020114
9095,srrt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000017762
9096,plekho1a,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000061191
9097,sccpdha.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000075053
9098,gabrr2a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000052982
9099,sema3h,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000042616
9100,cfap206,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000021997
9101,calca,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000056590
9102,si:dkey-38l22.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
9103,mylk2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000031698
9104,slc30a2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000021305
9105,si:ch211-153b23.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000058206
9106,pcyt2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000043003
9107,pop1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000102087
9108,ppp1r1b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000076280
9109,slc15a1b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000044528
9110,sec61al1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,MISSING
9111,pxmp4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000114885
9112,twf1a,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000115712
9113,ube2ka,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000089055
9114,si:dkey-7j14.6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000090552
9115,ogfod2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000056211
9116,rps19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000030602
9117,fgfr1op2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000009657
9118,cog1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000105131
9119,ttc13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000063242
9120,cdr2a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000035952
9121,bccip,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000004948
9122,si:dkey-221h15.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000041873
9123,nhsb,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,MISSING
9124,slc39a6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000068143
9125,cyp4v8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
9126,ccdc136b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000057921
9127,znhit2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000030805
9128,isy1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000063466
9129,reep3a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000017569
9130,gtpbp3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000018650
9131,adgrb2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000025667
9132,pea15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000079771
9133,pax1a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000008203
9134,ephx1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000042854
9135,magoh,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000038635
9136,lrrc8ab,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000052155
9137,aipl1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000075067
9138,irgq1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000086847
9139,plxnb3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000032990
9140,si:ch211-13k12.2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000038121
9141,robo2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000014891
9142,ranbp2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSDARG00000093125
9143,ogt.1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000105243
9144,pip5k1ba,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000044295
9145,dscaml1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000098057
9146,rbsn,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000078215
9147,nme9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000098944
9148,dnai1.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
9149,prkcea,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000003008
9150,ccng2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000017602
9151,fam161b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000089467
9152,mbnl2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000018460
9153,zdhhc20a,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000055066
9154,grid2ipa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000076103
9155,sdr42e1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000098838
9156,scnm1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000003027
9157,fzd9a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000035185
9158,noc2l,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000001754
9159,nutf2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000056531
9160,pgbd4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000079328
9161,hoxb5a,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,ENSDARG00000013057
9162,LOC100332770,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
9163,emp1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000069632
9164,znf593,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000044102
9165,cdc25d,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000075599
9166,eipr1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000043417
9167,setd5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000078576
9168,cox4i1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000032970
9169,nudt4a,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,ENSDARG00000057767
9170,si:dkeyp-113d7.1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000059109
9171,drd3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000032131
9172,stxbp4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000076997
9173,tepsin,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000071406
9174,lrrn3a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000077569
9175,fam126a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
9176,tspan17,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000114067
9177,si:dkey-16p21.8,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,ENSDARG00000096849
9178,tbx6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000011785
9179,atp13a2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000061890
9180,ranbp1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000014817
9181,znf319b,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000062401
9182,emid1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000076119
9183,dhx33,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000051785
9184,fgf18b,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000043962
9185,tmem175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000076376
9186,flcn,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000062385
9187,LOC560627,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
9188,si:ch211-168d1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MISSING
9189,med14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000009953
9190,arfgap2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000067601
9191,kctd17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000056050
9192,crybg1b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000006060
9193,camlg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000100409
9194,rps6ka1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000033437
9195,mtmr1a,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000056690
9196,fynb,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000025319
9197,si:dkeyp-75h12.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000105583
9198,grin3bb,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
9199,slc12a10.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000055253
9200,plxna1a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000105452
9201,rnf44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000068582
9202,si:dkey-78a14.4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000036066
9203,fbxw7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000060994
9204,ncanb,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000005783
9205,chdh,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000100304
9206,si:ch211-62a1.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000098440
9207,bsdc1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000052623
9208,slc17a6a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000001127
9209,si:ch211-133l11.10,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MISSING
9210,acvr1c,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000086172
9211,atf7a,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000011298
9212,ankrd49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000023508
9213,fancl,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000007885
9214,msh6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000104541
9215,si:ch73-105m5.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MISSING
9216,col9a2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000024492
9217,LOC100535636,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
9218,yy1a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000042796
9219,stxbp1a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000001994
9220,vps45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ENSDARG00000061180
9221,ppa1a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000099933
9222,prickle1a,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000040649
9223,ptgs2b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000010276
9224,aopep,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000068461
9225,znf654,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000079350
9226,sesn3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000015822
9227,srsf3b,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000059360
9228,pcbp2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000099039
9229,myd88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000010169
9230,plxnb2a,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
9231,ndufa7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000036684
9232,drll.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000095635
9233,furinb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000070971
9234,figla,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,ENSDARG00000087166
9235,nck1b,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000075369
9236,mtmr9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000015860
9237,ampd3b,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000032469
9238,ccdc92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000041750
9239,aasdhppt,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000037501
9240,tada2a,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000031562
9241,cldnd1b,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000052386
9242,hic1l,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000045660
9243,ddi2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000006477
9244,ek1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000020080
9245,fam117bb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000009839
9246,mthfd1l,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000042221
9247,ap5z1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000078111
9248,zfand5b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000002271
9249,ogna,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000044132
9250,fbrs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000074688
9251,bace2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000044781
9252,prkacaa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000100349
9253,mrps33,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000020015
9254,si:ch73-267c23.10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000111669
9255,tmtopsb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000032246
9256,tcf7l1a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000038159
9257,si:dkey-89b17.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000075545
9258,gas2l3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000045880
9259,mffb,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000039203
9260,si:dkey-81e3.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
9261,paxip1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000005606
9262,tspan35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
9263,trappc13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000033768
9264,gpr137c,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000045289
9265,si:ch211-191i18.2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000070141
9266,atp5l,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000011841
9267,kif15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000012073
9268,cnnm4b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
9269,fgf20b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000086070
9270,iscub,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000026582
9271,pvalb5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000032836
9272,mrpl46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000016307
9273,tln2b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000110973
9274,sla1a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000054340
9275,kdm3b,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000062267
9276,pum2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000061040
9277,rnf103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000100850
9278,btbd2b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000104653
9279,bnip4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000022832
9280,arhgef18a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000011157
9281,pdzd2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000059801
9282,apela,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000094729
