Unnamed: 0,Gene,sox2,gata1a,foxh1,sall4,nanog,smad2,rad21a,eomesa,ctcf,hif1ab,pou5f1,rnf2,tbxta,zic3,tbx6,sox10,tbx16,ensembl_id
3798,arid5b,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000037196
3799,fhl1b,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000056653
3800,mcamb,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,ENSDARG00000005368
3801,ephb4a,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000100725
3802,smim29,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000090634
3803,si:dkey-238i5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000101613
3804,gja1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSDARG00000041799
3805,b3galnt2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000046133
3806,cdh10a,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000055843
3807,taok3a,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000060751
3808,tfdp2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000042835
3809,timm8a,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000023672
3810,si:dkey-44g17.6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
3811,LOC108179097,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
3812,csmd3a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000077905
3813,cacng7b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000070624
3814,ktn1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000032802
3815,osgn1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000052279
3816,dbr1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000056923
3817,tmem198b,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000034685
3818,aqp8a.1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000045141
3819,arvcfb,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000061688
3820,nrg1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000104314
3821,plag1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000051926
3822,slc25a28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000052994
3823,otx5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,ENSDARG00000043483
3824,nvl,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000025605
3825,ical1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000057688
3826,nrarpa,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000091419
3827,cyb5r3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000005891
3828,usp22,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000040407
3829,smo,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000002952
3830,si:dkey-112e17.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000093201
3831,trub2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000028379
3832,ncs1a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000055229
3833,bod1l1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000089505
3834,hspb1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000041065
3835,lfng,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000037879
3836,stard8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000014003
3837,scg3,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000086288
3838,kdm1a,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000060679
3839,mcrip1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000078383
3840,wdr48,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000038543
3841,eif2d,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000012929
3842,si:dkeyp-66d1.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
3843,tyk2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000020326
3844,orc1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000039217
3845,fech,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000003462
3846,rps6kb1b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000058230
3847,pwwp2b,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000101080
3848,myg1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000069977
3849,ccnd2a,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,ENSDARG00000051748
3850,tlcd3ba,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000026875
3851,tmem237a,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000041735
3852,nolc1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000024561
3853,hnrnpul1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000040564
3854,map6a,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000074521
3855,dnajb12b,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000087473
3856,txnrd2.1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,MISSING
3857,ddx19,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
3858,strbp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000021455
3859,crhr2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000092918
3860,fam221a,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000027599
3861,fam133,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,MISSING
3862,bivm,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000061409
3863,mpv17l,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000104457
3864,scp2a,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000012194
3865,si:dkey-7i4.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000112960
3866,tppp3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000030463
3867,nudt7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000070387
3868,xkrx,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000044011
3869,cc2d1a,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,ENSDARG00000036281
3870,ifi27.7,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000075151
3871,si:dkey-23o4.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000034577
3872,pik3ap1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,ENSDARG00000078285
3873,ssna1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000101300
3874,hipk2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000042518
3875,si:ch211-202a12.4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000002369
3876,tnfrsf19,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000041869
3877,chl1a,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000077881
3878,aoc2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000014646
3879,sox19a,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000010770
3880,psmb6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000002240
3881,rtn1a,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000006497
3882,scaf4a,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000077093
3883,meaf6,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,ENSDARG00000101216
3884,pld3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000068199
3885,cyp20a1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000006040
3886,prickle1b,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,ENSDARG00000045694
3887,pgap4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000061553
3888,gpatch3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000052747
3889,fbxo9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000011055
3890,rpusd4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000012674
3891,ptgdsb.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000027088
3892,idh3g,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000023648
3893,nup50,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000017454
3894,si:ch211-114l13.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000092894
3895,scara5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000010425
3896,plaa,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000042728
3897,tmx3a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000038894
3898,fgf8a,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000003399
3899,gpx8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000013302
3900,phf14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000061458
3901,zfand3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000052833
3902,chchd6b,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000045978
3903,rrp9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000041991
3904,cx44.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
3905,stxbp6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000088862
3906,polr2c,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000033596
3907,eef2kmt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000054950
3908,pip5k1bb,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,ENSDARG00000006508
3909,afp4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000095863
3910,ssr2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000005230
3911,sox10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000077467
3912,si:ch73-211l13.2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000095974
3913,slc25a44b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000035905
3914,si:dkey-56m15.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000104270
3915,mnat1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000002077
3916,LOC100329294,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
3917,pofut2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000045175
3918,nfe2l2b,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000089697
3919,taf15,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000070019
3920,cntnap2a,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000058969
3921,rnf4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000090993
3922,gpr155a,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000090804
3923,schip1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000035175
3924,si:ch73-335l21.1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000036414
3925,eif4e1c,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000012274
3926,r3hdml,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,ENSDARG00000030650
3927,si:dkey-77f5.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000097394
3928,rce1a,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000077909
3929,cbx1a,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,ENSDARG00000004189
3930,gabra6b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000058736
3931,hdlbpa,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000009830
3932,taf5l,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000025808
3933,slc30a5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000051921
3934,fgfr2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,ENSDARG00000058115
3935,pkd2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000014098
3936,si:dkey-84k17.2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MISSING
3937,acin1a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000054290
3938,si:ch211-191j22.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000095459
3939,poc1a,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000078533
3940,mau2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,ENSDARG00000042056
3941,dhrs13a.3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000041137
3942,rtn4rl2b,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000037495
3943,dusp28,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000059695
3944,gadd45bb,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000013576
3945,paplna,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSDARG00000027867
3946,clns1a,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,ENSDARG00000103027
3947,gnai2b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000017294
3948,btk,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000004433
3949,col4a2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000104110
3950,cln3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000037865
3951,lsm14aa,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000006600
3952,si:ch211-199g17.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000092310
3953,slc13a4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000059053
3954,cd40lg,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000079333
3955,hdx,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000079382
3956,fkrp,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000100467
3957,pdgfra,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,ENSDARG00000070494
3958,smad3a,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000036096
3959,si:dkey-42i9.6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
3960,chrna9a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
3961,march6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MISSING
3962,txnl4b,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000058962
3963,ndufaf1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000025549
3964,mgat5,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000071506
3965,eif3hb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000036116
3966,plcd4a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000057975
3967,actba,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MISSING
3968,vars2,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000056717
3969,kcng3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000061622
3970,cela1.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000017314
3971,rbm17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000031346
3972,fryl,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000040001
3973,si:ch73-315f9.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000098937
3974,cuzd1.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000025311
3975,si:dkey-194g4.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000109597
3976,coq10b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000056141
3977,card19,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000091304
3978,acbd6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000039456
3979,slc11a2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,ENSDARG00000024295
3980,grk5l,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000078815
3981,lmnb2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000101624
3982,paox1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000043403
3983,msi2a,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000033901
3984,dtnba,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000077694
3985,exoc3l4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000058180
3986,crb2a,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000060106
3987,dchs1b,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000079850
3988,il2rb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000075720
3989,tcp11l1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000031890
3990,mettl1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000076518
3991,mcmbp,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000055314
3992,hells,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000057738
3993,clcn3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000003269
3994,si:dkeyp-82a1.6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000094336
3995,kpnb3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000040245
3996,ankrd33aa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
3997,mccc2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000017571
3998,aldh1a3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000076933
3999,nasp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000039208
4000,fgf6a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000009351
4001,ntm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000018065
4002,gcgra,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000104022
4003,slc39a10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000005823
4004,snrpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000099667
4005,iws1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
4006,ube2j2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000061161
4007,acbd7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000094730
4008,atf4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,MISSING
4009,lrit3a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000055463
4010,si:dkey-230p4.1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,ENSDARG00000020834
4011,tmem120a,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000042379
4012,sbf1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000062968
4013,arfip2a,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000059244
4014,fam107b,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000026865
4015,nfia,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000062420
4016,lrp12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000098845
4017,sox4b,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000098834
4018,rgl2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000007727
4019,tnfsf13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000091556
4020,cenpi,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000052565
4021,znf703,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000035563
4022,si:dkey-246i14.3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
4023,ube2q2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000013990
4024,si:dkey-253d23.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000071589
4025,mn1b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000079248
4026,llgl1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000009693
4027,ppp2caa,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000030224
4028,eif4g2b,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000057167
4029,atf3,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000007823
4030,sesn1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000020693
4031,osbp2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000022772
4032,ier3ip1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000039601
4033,crot,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000040352
4034,cecr2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000078310
4035,ved,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000102389
4036,ptgesl,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000068415
4037,si:dkey-20i20.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000110106
4038,plppr2b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
4039,cep290,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000062727
4040,ammecr1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000012892
4041,btbd6b,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,ENSDARG00000032369
4042,mt-cyb,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ENSDARG00000063924
4043,ngrn,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000061314
4044,adoa,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000042827
4045,nacc1a,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
4046,cep63,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000056862
4047,cers5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000002365
4048,mad1l1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000033852
4049,si:dkey-220k22.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000094693
4050,rreb1a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000063701
4051,hnrnpaba,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000007960
4052,rims2a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000101606
4053,top1mt,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000104809
4054,cldn12,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000003927
4055,rcor1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000031434
4056,spock2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000075393
