Gene ID,Median log RPKM,Z-score
ENSDARG00000000966,-0.2763958663070979,0.2773874856826428
ENSDARG00000001014,-0.0936544389684381,0.606354335409879
ENSDARG00000001015,0.073865299847853,0.9079194569485038
ENSDARG00000001057,0.4183661378779624,1.5280818200515012
ENSDARG00000001127,-0.98624095202104,-1.0004590598021983
ENSDARG00000001129,0.0084285838374259,0.7901218090043807
ENSDARG00000001154,-0.9693138985993957,-0.9699873735492315
ENSDARG00000001162,0.5444217193630738,1.7550041339220313
ENSDARG00000001169,-0.0867615188981114,0.6187628091423008
ENSDARG00000001210,0.245605605806821,1.217082344889684
ENSDARG00000001220,-0.2948082906433228,0.24424186939879974
ENSDARG00000001234,-0.4119636528037538,0.03334152249964276
ENSDARG00000001241,0.7485471024218558,2.12246588133286
ENSDARG00000001244,1.0378454409471745,2.643253994033915
ENSDARG00000001249,-0.3853659274373337,0.0812221265374244
ENSDARG00000001259,-0.979680298231601,-0.9886487240688392
ENSDARG00000001303,-0.4193015880978428,0.020131942754349416
ENSDARG00000001313,-0.5521446711542979,-0.21900907292869096
ENSDARG00000001354,-0.3812059955844615,0.0887107387073582
ENSDARG00000001414,-0.9797755733596004,-0.9888202361291957
ENSDARG00000001431,-0.7102912194697967,-0.5037007958305383
ENSDARG00000001437,-0.7779970987535438,-0.6255833385049485
ENSDARG00000001442,-0.6548427872894622,-0.40388382316962684
ENSDARG00000001447,-0.123839014615694,0.5520167672643196
ENSDARG00000001452,-0.0658090191545341,0.6564810098531977
ENSDARG00000001463,-0.2443910303613397,0.3350018439069628
ENSDARG00000001470,0.4136497730809163,1.5195915302904752
ENSDARG00000001498,-0.7625825704939576,-0.5978344647250031
ENSDARG00000001549,-0.6820753851490777,-0.45290730984276145
ENSDARG00000001557,0.2906660094507833,1.2981990311828309
ENSDARG00000001558,-0.1810356724387208,0.4490526796297297
ENSDARG00000001559,-0.9970799153160366,-1.0199711083912477
ENSDARG00000001578,1.2780833293916358,3.0757246302637458
ENSDARG00000001621,-0.2164735150941085,0.38525830290163415
ENSDARG00000001634,-0.4976417279929223,-0.12089414751863183
ENSDARG00000001656,-0.493220606523964,-0.11293534790167724
ENSDARG00000001676,-0.7006430485248418,-0.4863323838201096
ENSDARG00000001686,-0.9588947979768933,-0.9512311519376768
ENSDARG00000001710,-0.1372934416416817,0.5277964219486311
ENSDARG00000001712,-0.7867861619306947,-0.6414052047754946
ENSDARG00000001721,-0.8291555683944929,-0.7176776207908192
ENSDARG00000001729,0.1466320621538137,1.0389124830469616
ENSDARG00000001733,-0.6525300558962815,-0.3997204981274623
ENSDARG00000001734,0.0741250508343888,0.9083870546082061
ENSDARG00000001754,-0.2549699667969626,0.31595788959745574
ENSDARG00000001760,-0.9329884149908404,-0.9045950863073295
ENSDARG00000001767,0.1127884860456883,0.9779880677245326
ENSDARG00000001769,-0.4512097410470395,-0.03730836899750821
ENSDARG00000001771,-0.9788716572488544,-0.9871930274568088
ENSDARG00000001776,-0.8945282472806104,-0.8353599905992919
ENSDARG00000001777,-0.3511672782477472,0.14278573612867523
ENSDARG00000001781,-0.4946782552927482,-0.11555937317311765
ENSDARG00000001782,-0.5380726454096578,-0.19367694082316772
ENSDARG00000001785,-0.4696829199258996,-0.07056335419013346
ENSDARG00000001788,1.6561014325922974,3.7562239913600624
ENSDARG00000001803,-0.7024128534217071,-0.48951834526318544
ENSDARG00000001804,-0.3115308456817994,0.21413831635932884
ENSDARG00000001807,-0.113749192703727,0.5701802290311875
ENSDARG00000001817,-0.8744757227603019,-0.7992619042671814
ENSDARG00000001818,-0.6985096672120928,-0.4824919206041724
ENSDARG00000001825,-0.8249151542363548,-0.7100441262545403
ENSDARG00000001829,0.7474418948332976,2.120476312443104
ENSDARG00000001835,-0.9656730326164225,-0.9634331716359559
ENSDARG00000001857,-0.5218622173204607,-0.16449530675750815
ENSDARG00000001859,-0.9600441304896278,-0.9533001534854358
ENSDARG00000001870,-0.5250304772571326,-0.17019873430353716
ENSDARG00000001873,-0.5797909386380683,-0.2687772379983333
ENSDARG00000001879,-0.2651846028821733,0.2975697402708414
ENSDARG00000001880,-0.296448027366951,0.24129005364355582
ENSDARG00000001881,-0.9963814618765108,-1.0187137688211887
ENSDARG00000001882,-0.0462145829411782,0.6917544563133879
ENSDARG00000001888,-0.1353633179122476,0.5312709856099896
ENSDARG00000001889,0.2371861619406551,1.201925858670634
ENSDARG00000001890,-0.0055753725892111,0.7649122136954265
ENSDARG00000001891,-0.9076871900428316,-0.8590484120441272
ENSDARG00000001897,0.3070127677501529,1.3276260837089686
ENSDARG00000001898,0.0167967409296008,0.8051859699706502
ENSDARG00000001906,-0.961880043294022,-0.9566051208397522
ENSDARG00000001909,-0.9619796195212382,-0.9567843756384703
ENSDARG00000001910,-0.2546694128719735,0.3164989397540444
ENSDARG00000001912,-0.9254265050685152,-0.890982312667019
ENSDARG00000001913,-0.7765601582352466,-0.6229965917424115
ENSDARG00000001929,0.3268543237829205,1.3633443894967945
ENSDARG00000001930,-0.0108798892785002,0.7553631466337629
ENSDARG00000001933,-0.8738518591954619,-0.7981388396475498
ENSDARG00000001937,-0.880614856413207,-0.8103134292949898
ENSDARG00000001939,0.0518828379305608,0.8683471423863601
ENSDARG00000001940,0.8312767341406223,2.271393832274061
ENSDARG00000001950,0.2570152112131504,1.2376216500807022
ENSDARG00000001953,0.3084727118940103,1.3302542410610094
ENSDARG00000001968,-0.9727735077504268,-0.9762152811467413
ENSDARG00000001969,0.1395067555410199,1.026085672487977
ENSDARG00000001971,-0.9388308219698676,-0.9151124509066176
ENSDARG00000001975,1.0424459280149068,2.651535683412854
ENSDARG00000001976,-0.9861197499582398,-1.0002408746793146
ENSDARG00000001993,-0.4614516979280293,-0.05574570058263057
ENSDARG00000001994,-0.8973318844397754,-0.8404070327367021
ENSDARG00000001999,-0.9139612531856468,-0.8703428339885104
ENSDARG00000002002,-0.4279261390381433,0.004606227570540562
ENSDARG00000002006,0.0224543332420984,0.8153706355234381
ENSDARG00000002013,-0.7025292725635812,-0.4897279202835189
ENSDARG00000002016,-0.5359552768197245,-0.18986530333688004
ENSDARG00000002020,-0.2299416524779871,0.36101327651986387
ENSDARG00000002021,0.1876035484647859,1.1126683958503838
ENSDARG00000002026,-0.9840398707589276,-0.9964967247184907
ENSDARG00000002031,-0.1328807592093355,0.5357400298089628
ENSDARG00000002037,-0.0708640418612355,0.6473810760322725
ENSDARG00000002060,-0.7231389278081222,-0.526828940334087
ENSDARG00000002071,-0.4237974697923027,0.012038561525407148
ENSDARG00000002077,-0.6904828724563807,-0.4680422721437814
ENSDARG00000002082,0.7288700067283106,2.0870436332068736
ENSDARG00000002084,-0.8028722644468018,-0.6703630308479935
ENSDARG00000002097,-0.9137419557225644,-0.869948059816972
ENSDARG00000002127,0.4500960973478172,1.5852013520634018
ENSDARG00000002128,-0.0497848573396822,0.6853273317218685
ENSDARG00000002131,-0.6968214032375912,-0.479452747225218
ENSDARG00000002165,0.5351728564671953,1.738354546936056
ENSDARG00000002167,-0.8597505509461811,-0.7727539938610398
ENSDARG00000002168,0.157870317816287,1.059143328430815
ENSDARG00000002172,0.1611502159830995,1.0650477245115288
ENSDARG00000002174,-0.3303673146708207,0.18022934479471742
ENSDARG00000002184,0.6363770033970961,1.920539888704034
ENSDARG00000002190,0.5660316231674801,1.7939057780701297
ENSDARG00000002192,-0.7749164904850512,-0.620037699444947
ENSDARG00000002193,-1.0,-1.025227776643269
ENSDARG00000002194,-0.7620854346799497,-0.5969395324428026
ENSDARG00000002196,0.0471208566158459,0.8597747348355611
ENSDARG00000002197,-0.1338302136517107,0.5340308440954856
ENSDARG00000002204,0.3556830706128988,1.4152412262696992
ENSDARG00000002210,-0.6136949197986405,-0.32981039308546933
ENSDARG00000002213,-0.7504265971722951,-0.5759515654435786
ENSDARG00000002215,0.4467476134585348,1.579173489566858
ENSDARG00000002216,-0.5452020846684472,-0.20651119087495912
ENSDARG00000002217,0.2996825215897298,1.3144303457625277
ENSDARG00000002219,-0.9401241238236612,-0.9174406226998718
ENSDARG00000002220,0.7842319415399083,2.1867048953246555
ENSDARG00000002230,-0.8813386694349346,-0.8116164205926774
ENSDARG00000002231,-0.9501004916999364,-0.9353998471613082
ENSDARG00000002235,-0.2834974417905563,0.2646033953484679
ENSDARG00000002240,0.2606773046246889,1.2442140651151328
ENSDARG00000002241,-1.0,-1.025227776643269
ENSDARG00000002249,-0.5991594615492334,-0.3036440006079293
ENSDARG00000002255,-0.8380290757738234,-0.7336515015420078
ENSDARG00000002259,-0.95050872826914,-0.9361347450991769
ENSDARG00000002264,0.5970734559832442,1.8497865605499388
ENSDARG00000002267,-0.0902423750890628,0.6124966531197327
ENSDARG00000002271,0.7376328925292523,2.1028183755761174
ENSDARG00000002285,-0.1446815961240586,0.5144964387934073
ENSDARG00000002293,-0.6951247801199082,-0.476398525911929
ENSDARG00000002295,-0.9903930538527024,-1.0079335765508135
ENSDARG00000002298,0.126377693401496,1.0024510414422854
ENSDARG00000002299,-0.6392866533889121,-0.37588003422189536
ENSDARG00000002300,-0.7599357822739469,-0.593069778384787
ENSDARG00000002304,-0.8780457774133549,-0.8056886332780717
ENSDARG00000002305,0.7362923044655223,2.1004050802520644
ENSDARG00000002311,-1.0,-1.025227776643269
ENSDARG00000002330,-0.5249488419447366,-0.17005177632068388
ENSDARG00000002332,-0.1614803925556815,0.4842556377785463
ENSDARG00000002333,-0.644702350378424,-0.38562924546350047
ENSDARG00000002336,0.5890132556529626,1.835276776154366
ENSDARG00000002339,0.2197331973408413,1.1705074393969268
ENSDARG00000002344,1.930072674160917,4.2494206220707476
ENSDARG00000002347,-0.8043953084702457,-0.6731047791296226
ENSDARG00000002353,-0.233742189938705,0.3541716377413414
ENSDARG00000002355,-0.6643006667990584,-0.42090967698221454
ENSDARG00000002362,-0.2716286340724638,0.28596934581684974
ENSDARG00000002365,-0.5178828874862929,-0.15733181012384223
ENSDARG00000002369,1.6495876941934555,3.7444981116171876
ENSDARG00000002377,0.319703718502503,1.3504720368671823
ENSDARG00000002385,-0.6804533690200566,-0.44998739428808
ENSDARG00000002391,-0.8117006073313294,-0.6862556075304156
ENSDARG00000002394,-1.0,-1.025227776643269
ENSDARG00000002396,-0.0025913687935884,0.7702839476394814
ENSDARG00000002401,-0.0834672902723688,0.6246930025805052
ENSDARG00000002402,-0.2755004114908849,0.2789994625302175
ENSDARG00000002403,0.1752256295219195,1.0903859552450157
ENSDARG00000002405,-0.13301896893846,0.5354912278823616
ENSDARG00000002406,-0.9779630424152108,-0.9855573602531964
ENSDARG00000002411,-0.9312137178998364,-0.9014003180506183
ENSDARG00000002445,-0.7379560221807061,-0.5535023275832021
ENSDARG00000002463,-0.7064919380362141,-0.49686141812273144
ENSDARG00000002467,0.106430111566629,0.966541870481661
ENSDARG00000002479,-0.4676243903835655,-0.06685763738319882
ENSDARG00000002483,-1.0,-1.025227776643269
ENSDARG00000002487,-0.1045651068483597,0.5867132059016461
ENSDARG00000002494,-0.6977128758321262,-0.4810575553703292
ENSDARG00000002506,0.6268626729097392,1.9034124131596453
ENSDARG00000002507,-0.8427215186348398,-0.7420987275924692
ENSDARG00000002508,-1.0,-1.025227776643269
ENSDARG00000002509,0.0696838855303839,0.9003921725475069
ENSDARG00000002510,-1.0,-1.025227776643269
ENSDARG00000002523,0.3911851282615286,1.4791512013289434
ENSDARG00000002533,-0.9435906670193994,-0.9236810128027247
ENSDARG00000002536,0.0652877644672875,0.8924783780773222
ENSDARG00000002538,0.11504664856343,0.9820531591515409
ENSDARG00000002546,-0.7797194526891723,-0.6286838798357819
ENSDARG00000002549,-0.5042031486025962,-0.13270586366386927
ENSDARG00000002552,0.0661552690402984,0.8940400395498381
ENSDARG00000002564,-0.7578810718504588,-0.5893709366664069
ENSDARG00000002571,-0.6756002785364129,-0.4412509741391511
ENSDARG00000002576,-0.9765918135327064,-0.9830889060427753
ENSDARG00000002582,-0.811927586456222,-0.6866642100501462
ENSDARG00000002587,-0.0543194241812648,0.6771643103945341
ENSDARG00000002589,-0.8801148125607867,-0.8094132620299541
ENSDARG00000002591,0.2989108015931332,1.3130411134475068
ENSDARG00000002593,-0.9929093096464549,-1.0124632814657513
ENSDARG00000002597,-0.7662157141986117,-0.6043747651731957
ENSDARG00000002600,-0.970446131004284,-0.9720255918822039
ENSDARG00000002601,-0.8321755802803118,-0.7231141756579076
ENSDARG00000002607,-0.6772849550833527,-0.44428368951478997
ENSDARG00000002609,-0.4531957799254375,-0.040883589804181865
ENSDARG00000002613,0.4086966777872601,1.5106750838180873
ENSDARG00000002632,0.597406696708512,1.850386452721017
ENSDARG00000002634,-0.7811832168297681,-0.6313189138567383
ENSDARG00000002635,-0.8097244779069649,-0.6826982254914663
ENSDARG00000002642,-0.2967285120203803,0.24078513172092858
ENSDARG00000002644,0.1141779119363974,0.9804892797641485
ENSDARG00000002656,-0.8680354301795506,-0.7876682399707702
ENSDARG00000002659,0.8553992863063801,2.3148186873215373
ENSDARG00000002663,0.5742469018633145,1.8086947309176498
ENSDARG00000002666,-0.709169874043731,-0.5016821759825864
ENSDARG00000002670,0.043967161199969,0.8540975259997255
ENSDARG00000002682,0.3582479066749694,1.419858384249113
ENSDARG00000002685,-0.861034275000458,-0.7750649239232853
ENSDARG00000002690,0.6323656889488786,1.9133188141151287
ENSDARG00000002696,-0.988157279881506,-1.0039087884624311
ENSDARG00000002701,-0.4171605793861677,0.023986136635702156
ENSDARG00000002707,-0.8801920556035403,-0.8095523131515747
ENSDARG00000002710,1.2918779819763024,3.100557441684495
ENSDARG00000002720,-0.2818537427260235,0.26756234401727136
ENSDARG00000002728,-1.0,-1.025227776643269
ENSDARG00000002731,-0.1980519539516881,0.41842036705060814
ENSDARG00000002732,-0.5772601847915463,-0.26422143402738935
ENSDARG00000002745,1.2102693309607926,2.9536474540257625
ENSDARG00000002748,-0.4582726999334333,-0.0500229426355046
ENSDARG00000002750,-0.2998427492924983,0.23517895451397694
ENSDARG00000002754,-0.3074804422407532,0.22142975804023463
ENSDARG00000002758,0.6913059502315698,2.0194216959774574
ENSDARG00000002760,-0.9761242732841308,-0.9822472510062872
ENSDARG00000002764,-0.8373796540796036,-0.7324824277747547
ENSDARG00000002768,-0.0689489224179854,0.6508286293280549
ENSDARG00000002771,-0.9183558653893674,-0.878253912245285
ENSDARG00000002779,-0.7957043455299867,-0.6574595106144834
ENSDARG00000002787,-0.2150077926977137,0.38789686212894653
ENSDARG00000002790,0.4284147868867136,1.5461711633195576
ENSDARG00000002791,0.5219844651014849,1.714613112802966
ENSDARG00000002792,0.426583452330324,1.542874437620378
ENSDARG00000002795,-0.8617207816200184,-0.7763007571070502
ENSDARG00000002797,-0.664002448467691,-0.42037283130671776
ENSDARG00000002798,0.1051558668424211,0.9642480048880242
ENSDARG00000002816,-0.9958858030084784,-1.0178214953026405
ENSDARG00000002826,-0.3154549127183321,0.20707430252335088
ENSDARG00000002830,-0.1562692397482837,0.49363663336046176
ENSDARG00000002831,-0.8977259177575682,-0.8411163623130857
ENSDARG00000002840,-0.1736510111724531,0.4623463743788946
ENSDARG00000002847,-0.7553844270919067,-0.584876535079038
ENSDARG00000002872,-0.3202352872258802,0.1984687839763706
ENSDARG00000002877,0.1356267624982311,1.019100999626227
ENSDARG00000002880,-0.8453342977038054,-0.746802191453228
ENSDARG00000002894,-0.3126323628213002,0.21215539092977861
ENSDARG00000002897,0.0460297990544078,0.857810638494165
ENSDARG00000002909,-0.3435547935347898,0.1564895533259515
ENSDARG00000002912,0.4113897291868977,1.5155230520538314
ENSDARG00000002916,-0.3443835508343513,0.15499764379019007
ENSDARG00000002917,-0.5472213372253657,-0.21014620217002855
ENSDARG00000002933,-0.7726412143638224,-0.6159418005086148
ENSDARG00000002937,-0.7915502624359784,-0.6499814272436636
ENSDARG00000002945,-0.2687044783066651,0.2912333427353143
ENSDARG00000002947,-0.0133706172818926,0.750879396250852
ENSDARG00000002949,0.7012840631240578,2.0373840617763266
ENSDARG00000002952,0.188171139062769,1.1136901591892858
ENSDARG00000002956,0.0065207789954303,0.7866874232829505
ENSDARG00000002959,-0.8540825377273124,-0.7625505688359737
ENSDARG00000002967,0.4954370304042894,1.6668230408534277
ENSDARG00000002968,-0.3713683951163208,0.10642015732146347
ENSDARG00000002970,0.2128345113673049,1.1580885860202048
ENSDARG00000002971,-0.0595520656916119,0.6677446313514193
ENSDARG00000002986,-0.3138798703127196,0.2099096570781828
ENSDARG00000002988,-0.7865292621280224,-0.6409427397503964
ENSDARG00000002991,-0.2888656406653104,0.25493968910377257
ENSDARG00000002994,0.1808447759594959,1.100501411431641
ENSDARG00000003008,-0.6962314945876743,-0.4783908074504434
ENSDARG00000003017,1.1722348754805858,2.8851787155320716
ENSDARG00000003020,-0.7780379616870925,-0.6256568990036044
ENSDARG00000003021,-0.5500961900205702,-0.2153214450322577
ENSDARG00000003022,-0.5730549423893271,-0.2566512548647098
ENSDARG00000003027,0.0794607248563742,0.9179922103725371
ENSDARG00000003032,1.5807538715155969,3.6205850715868397
ENSDARG00000003035,1.015724605159439,2.603432582061801
ENSDARG00000003041,-0.8969346475503006,-0.8396919361653933
ENSDARG00000003046,-0.794607868620079,-0.6554856584885365
ENSDARG00000003054,-0.4901777572443373,-0.10745768169160375
ENSDARG00000003058,-0.2179967815183447,0.38251615425929264
ENSDARG00000003061,-0.74687944391496,-0.5695660629904171
ENSDARG00000003068,0.3209128884413958,1.3526487563520602
ENSDARG00000003069,-0.8461950270786156,-0.748351656372172
ENSDARG00000003077,-0.9875185679016956,-1.0027589940729418
ENSDARG00000003081,-0.799485490354075,-0.6642662392214435
ENSDARG00000003084,-0.8853849455402913,-0.8189004323402654
ENSDARG00000003085,-0.6016465652506173,-0.308121226607007
ENSDARG00000003087,-0.0124681898758862,0.7525039249917339
ENSDARG00000003091,-0.1704155279163968,0.4681708157745369
ENSDARG00000003098,0.1150149102209033,0.9819960245285456
ENSDARG00000003109,0.4160488230959795,1.523910244099856
ENSDARG00000003113,0.055538196814813,0.874927434082049
ENSDARG00000003127,0.6960410300751808,2.027945676128236
ENSDARG00000003132,0.1751654740803988,1.0902776648240684
ENSDARG00000003142,-0.7451357719086897,-0.5664271453666795
ENSDARG00000003144,0.0911232318817059,0.938986783151785
ENSDARG00000003146,-0.9480564680929732,-0.9317202436004546
ENSDARG00000003151,1.225313357001225,2.9807293583635452
ENSDARG00000003153,0.034172666232236,0.8364657049007626
ENSDARG00000003157,-0.2612216677771656,0.304703723495958
ENSDARG00000003165,-0.1945594817275112,0.42470743398490635
ENSDARG00000003167,-0.0707130773220104,0.6476528388701395
ENSDARG00000003169,-0.7059471809217531,-0.4958807590876095
ENSDARG00000003175,0.0977396744601244,0.9508975485601661
ENSDARG00000003181,-0.7220311628258302,-0.5248347676838572
ENSDARG00000003189,-0.0658940516443682,0.6563279363508584
ENSDARG00000003193,-0.5921826050793407,-0.29108442652927086
ENSDARG00000003197,-0.063744210985835,0.6601980292966827
ENSDARG00000003200,-0.4990037827083153,-0.12334608660767372
ENSDARG00000003203,-0.7426478504381189,-0.5619484472386098
ENSDARG00000003205,0.1014290110106006,0.9575390060570723
ENSDARG00000003206,-0.7413851553725447,-0.5596753730707131
ENSDARG00000003207,-0.0528687974271795,0.6797756947991066
ENSDARG00000003208,0.0609473384225207,0.8846648444784253
ENSDARG00000003210,-0.9859350425187005,-0.9999083686603382
ENSDARG00000003213,0.0572531924054646,0.8780147290921029
ENSDARG00000003216,0.6034259467936083,1.8612221661498332
ENSDARG00000003217,-0.3407800990621687,0.16148449351497687
ENSDARG00000003219,-0.8411836673434893,-0.7393303236129654
ENSDARG00000003229,-0.8613627562469098,-0.7756562481917527
ENSDARG00000003235,-0.096433961510648,0.6013507038427353
ENSDARG00000003244,-0.3519499264508453,0.1413768311115292
ENSDARG00000003250,-0.4783322020120893,-0.08613358980519753
ENSDARG00000003251,-0.0387923259735207,0.7051158299661797
ENSDARG00000003257,0.1106080484276935,0.974062894846851
ENSDARG00000003259,-0.6659295804850662,-0.42384200935789695
ENSDARG00000003269,-0.3758100415100188,0.09842440921433433
ENSDARG00000003270,0.2583983034621646,1.2401114604464556
ENSDARG00000003281,0.4788642582468231,1.6369891234583018
ENSDARG00000003287,-0.0701232738682497,0.6487145892732504
ENSDARG00000003290,-1.0,-1.025227776643269
ENSDARG00000003293,-0.2585444061089565,0.30952326742593966
ENSDARG00000003303,-0.960865437406733,-0.9547786510166967
ENSDARG00000003307,0.2787744724554438,1.2767921640003714
ENSDARG00000003308,-0.3293118942024603,0.1821292880734285
ENSDARG00000003311,0.0916147392984968,0.9398715833247617
ENSDARG00000003313,-0.9161300984177652,-0.8742471385238673
ENSDARG00000003320,-0.276442757932331,0.27730307247401154
ENSDARG00000003326,-0.9759259173402112,-0.9818901752684744
ENSDARG00000003328,-0.4807616533911489,-0.09050703144004706
ENSDARG00000003344,-0.9845943031536222,-0.9974948009671313
ENSDARG00000003373,-0.0186714595014026,0.7413369438838707
ENSDARG00000003375,-0.3181382600211581,0.20224380337605657
ENSDARG00000003380,-0.3276538919116157,0.18511398507619897
ENSDARG00000003381,-0.6453665638549886,-0.38682494705188125
ENSDARG00000003382,0.1923328261737039,1.1211819311337916
ENSDARG00000003383,0.2464204308557689,1.2185491739132666
ENSDARG00000003395,-0.9650203614811188,-0.9622582483007516
ENSDARG00000003398,0.3382393358010998,1.3838394222448223
ENSDARG00000003399,-0.8149536545326695,-0.6921116671301671
ENSDARG00000003403,-0.8030938165647004,-0.6707618637964766
ENSDARG00000003411,-0.5157516593275123,-0.15349522296539397
ENSDARG00000003414,-0.6601177774372452,-0.4133797372408379
ENSDARG00000003420,-0.9154030600180436,-0.872938340976041
ENSDARG00000003421,-0.8824740553366623,-0.8136603157770129
ENSDARG00000003429,1.2195553098046046,2.9703638562743966
ENSDARG00000003444,0.2810563726389899,1.280899987418988
ENSDARG00000003446,-0.244917213298306,0.334054621672383
ENSDARG00000003449,-0.8931808951970436,-0.8329345188446963
ENSDARG00000003462,-0.8153586010413891,-0.692840642377989
ENSDARG00000003469,-1.0,-1.025227776643269
ENSDARG00000003475,-0.136630247643978,0.5289902882949755
ENSDARG00000003486,0.5938923567476827,1.8440600199978991
ENSDARG00000003487,-0.1552688284439925,0.4954375504267069
ENSDARG00000003495,-0.2831935482000345,0.2651504574929536
ENSDARG00000003512,-0.826766488273992,-0.7133768545527913
ENSDARG00000003517,0.1612017108904803,1.0651404244411768
ENSDARG00000003519,0.3122748539938478,1.3370987684734
ENSDARG00000003520,0.1680079288269658,1.077392819017111
ENSDARG00000003523,-0.7919821871603474,-0.6507589680452448
ENSDARG00000003526,0.7185106858679815,2.0683950257270785
ENSDARG00000003527,-0.0032903519120341,0.769025654553801
ENSDARG00000003531,0.4882590324347986,1.6539013765446782
ENSDARG00000003533,-0.6899710076379244,-0.467120825051756
ENSDARG00000003544,-0.9902323102368172,-1.007644209647525
ENSDARG00000003553,-0.9788554715595876,-0.9871638903569936
ENSDARG00000003564,0.5837467299502738,1.825796099579534
ENSDARG00000003570,1.2627797925610127,3.048175560662111
ENSDARG00000003573,0.6422890237256166,1.9311825696293203
ENSDARG00000003576,-0.7072171299587109,-0.4981668916853806
ENSDARG00000003584,0.4077618058045889,1.5089921491080085
ENSDARG00000003592,0.6161253585260956,1.8840833505668908
ENSDARG00000003599,2.438196244826337,5.164132807196573
ENSDARG00000003607,0.0963981833156976,0.9484826275313331
ENSDARG00000003615,-0.9329816118334098,-0.9045828394222049
ENSDARG00000003616,-0.0051783844211452,0.7656268625242638
ENSDARG00000003631,-0.3401393738390859,0.16263791209798775
ENSDARG00000003632,-0.6873305921643207,-0.4623676107807919
ENSDARG00000003635,-0.5017218845265004,-0.1282391500218558
ENSDARG00000003641,0.4256480270026156,1.541190506791486
ENSDARG00000003642,-0.2048774179160388,0.40613332622478543
