Gene ID,Median RPKM,Mean RPKM,Sample variance RPKM,Difference RPKM,Median log RPKM,Mean log RPKM,Sample variance log RPKM,Difference log RPKM
ENSDARG00000009477,0.0216218607850537,0.17027929129421654,0.17618537560914255,2.2496601144458155,-0.9149883562719848,-0.7643401836995402,0.11435352916953227,1.3710050447839504
ENSDARG00000009480,3.860049305240488,4.996507352387145,14.299279705658254,11.117039913992603,0.5977005932135349,0.5119309788685759,0.24518073382966699,1.6941105794701925
ENSDARG00000009482,0.0,0.0039030898571263115,9.661320560844156e-05,0.0404232826939998,-1.0,-0.9849857430213514,0.0013347856453184562,0.14743912137794635
ENSDARG00000009484,3.4988425311147764,7.025957062414787,50.53625432525544,23.23897745067617,0.5561628443289123,0.6247616861000357,0.2305513025340704,1.9149350667152505
ENSDARG00000009488,0.3877357482212237,0.9787709537683063,1.3102644338750968,4.281374605295922,-0.3118154119576534,-0.20726110253416435,0.2164680550610032,1.5208730132913448
ENSDARG00000009494,0.5466430273053128,1.3793213557980102,7.613638683818525,15.547935518554763,-0.189335401024248,-0.1286445592643542,0.21414302808206753,2.1392504933512075
ENSDARG00000009505,6.716322099574183,8.47009044616256,61.58499486321912,31.75040029391,0.8335501044644154,0.5977669753438208,0.5215961654316724,2.5031148948925246
ENSDARG00000009511,0.0143973919312646,0.09557968374402302,0.12260345870851945,2.08320762689548,-0.9415838766161728,-0.8540609173551702,0.06305337384187497,1.3390950398443409
ENSDARG00000009524,0.7183994867098813,1.4239954374697983,3.5993396740878545,8.028566511661293,-0.0870346516799823,-0.013829044010885073,0.14919856459485942,1.5132565329625574
ENSDARG00000009525,7.526610545600218,8.739168240907002,31.428809682125554,24.975435538021333,0.8823315696199667,0.8553807564892706,0.09695715824887763,1.5434696996037829
ENSDARG00000009534,1.0040309685248765,1.4480686394452613,1.5951954035928206,5.127683035459749,0.0429812557037175,0.033018378356671624,0.16556815439632058,1.6110796029135326
ENSDARG00000009550,0.0290896628779731,3.6684706115034675,233.09107661815088,82.72112233439101,-0.88910853337105,-0.6434443397940811,0.46779936045527365,2.918141111463754
ENSDARG00000009553,0.2480305634920724,5.868300306466644,171.76096630112443,44.90245456820947,-0.4583826153261019,-0.2052098443132745,0.7608033315247963,2.6532362021388267
ENSDARG00000009557,0.161329977712727,0.3920969533744103,0.5316494377029,3.3989374757214503,-0.5828107685793659,-0.5377335097994784,0.15394363908933165,1.543936181925098
ENSDARG00000009568,0.0099898192142899,0.07041557751801414,0.01973919197004068,0.4638465145691331,-0.9586475117842902,-0.8551622742316564,0.05855834522560467,0.7511609001759475
ENSDARG00000009585,2.6526256513035475,3.030351445495372,3.8210522386132357,7.065535310406647,0.439747152683667,0.385781442865937,0.1306246666622756,1.7710558957644422
ENSDARG00000009594,18.06400835397877,23.66383333042289,404.04572743409443,73.98554130102417,1.2592116929694075,1.1597232721541406,0.33054546696522696,2.8151149346819886
ENSDARG00000009607,3.075966689223894,3.7447751892442485,12.259636770252005,20.22650720967702,0.5018759387292033,0.4513703196390273,0.13040825648987817,1.7892902763828655
ENSDARG00000009610,0.0687062961654569,0.13146064757436027,0.032954804305781696,0.7751154990726731,-0.772868709118697,-0.7205059202749419,0.06332958570271431,0.936746013634669
ENSDARG00000009626,0.1927815881677443,0.27052911990245987,0.14279101222100188,1.9103890117771936,-0.5334562377521972,-0.5697868795287296,0.11016536098093906,1.3032801018591056
ENSDARG00000009629,2.6868934092960157,3.9339267778677733,16.80738993858921,15.642045444530027,0.4451203585088495,0.31740369059300627,0.3438287405785146,2.0692982112018856
ENSDARG00000009637,0.0254560530798461,5.548457021459052,1028.1568350612345,189.82364718619047,-0.9015083797399148,-0.6635095871899883,0.34280556369958576,3.2785790416359384
ENSDARG00000009640,4.904022533815165,4.716799178684716,16.419273231612173,15.187648881043536,0.6993192567147372,0.34252405876209807,0.51770981811519,2.1843406995063743
ENSDARG00000009653,0.1760247062803332,0.5192902686262024,0.5324453974029019,2.5064508893897406,-0.5590520435833187,-0.4717103953856781,0.23153799757528754,1.416049546386394
ENSDARG00000009657,3.3499708009155023,3.0517983517857337,1.627849586620961,4.802907437626871,0.5378154194051764,0.44684823928998674,0.05922157064260862,1.0481474151220715
ENSDARG00000009677,0.1010933687172326,0.31840302354297856,0.2745403871391459,2.117403708326371,-0.6966022505220931,-0.5698062628765814,0.1278353739843618,1.2809683609484128
ENSDARG00000009681,0.0629561476444155,0.10416955379547277,0.016900388879493983,0.5492796532747889,-0.7879292508006537,-0.7507778434062615,0.04704529072647409,0.7995092067910856
ENSDARG00000009685,1.1944770153860078,1.6962204077256384,2.1098119441421073,6.071358693929262,0.1120943435467537,0.11528253422080344,0.14622340114109522,1.7903807893680352
ENSDARG00000009689,0.1062293720069533,0.15406634988923665,0.023982962965033303,0.48746556335593344,-0.6856494807008443,-0.6662695911303002,0.061576318137229115,0.765869409789166
ENSDARG00000009693,0.2330060192185144,0.5963085253787045,2.256424196074074,8.964564764143514,-0.4775479163742793,-0.4386058621940723,0.17559104706076034,1.8914986312308575
ENSDARG00000009702,0.8143445625204107,1.1999008173918673,1.5784390500704997,5.558351376724893,-0.0388901134541366,-0.10437240061921185,0.22470252195973064,1.752689913116452
ENSDARG00000009724,0.910057483669374,1.2161967173149388,1.0266259865223932,3.65896812353058,0.0043460907430431,-0.06852591394181418,0.22468441789756372,1.5750686428637273
ENSDARG00000009727,0.0480387855609907,0.5160602803412163,1.6006703867233238,5.680203385568584,-0.8296244863054024,-0.6458209356125407,0.24208349709931798,1.7619431200253932
ENSDARG00000009735,0.7709610346652311,0.9686474475672424,1.1587607322969626,5.206753296139327,-0.0600012741638758,-0.18784655916681503,0.22587949771799898,1.7248288983292608
ENSDARG00000009738,0.0047179843055462,0.06875702144429396,0.015031093373917262,0.4529094408997038,-0.9799787260199786,-0.8490150720858195,0.055673562340692505,0.7426540055575472
ENSDARG00000009743,0.0089232347721533,0.28867887224732297,1.6909312725080041,7.631749481622934,-0.9628794695829374,-0.8270731839807471,0.14291624047384138,1.8882777738987602
ENSDARG00000009748,0.7608542420473163,0.9660578707711558,0.43592889486107966,2.58323481237844,-0.0650703761111639,-0.05846804775321948,0.0848980904192727,1.2125915378601773
ENSDARG00000009753,7.966717818714127,8.435774481352711,39.232053409260494,29.378700771954037,0.9066968651840972,0.8180274464017626,0.11743682538201101,1.641782083792088
ENSDARG00000009754,11.824148436123536,11.52791507545458,33.51645655250029,20.77887259480213,1.0764273736494328,0.9873763205004313,0.09065097112705163,1.2559390394738066
ENSDARG00000009764,0.3206096463458228,0.434760334230724,0.16437234306749585,1.6027138801727838,-0.3761207713389006,-0.37438473595140437,0.09018958017231858,1.1851991132084159
ENSDARG00000009779,11.903487949846962,34.45087878646969,6661.473812454481,480.33504989706296,1.079307460819871,0.9086367579353843,0.7888649260142264,3.470479685400865
ENSDARG00000009782,0.609229478079713,1.7901140924597638,7.904499560075603,11.118537221709303,-0.149213221884852,-0.09381422623345827,0.3297857148555345,2.019295493741698
