Gene ID,Majority detection flag
ENSSSCG00000036237,present
ENSSSCG00000036239,absent
ENSSSCG00000036241,present
ENSSSCG00000036244,absent
ENSSSCG00000036246,present
ENSSSCG00000036247,present
ENSSSCG00000036248,absent
ENSSSCG00000036250,absent
ENSSSCG00000036255,absent
ENSSSCG00000036256,present
ENSSSCG00000036257,present
ENSSSCG00000036261,absent
ENSSSCG00000036270,absent
ENSSSCG00000036272,absent
ENSSSCG00000036274,present
ENSSSCG00000036275,present
ENSSSCG00000036276,absent
ENSSSCG00000036280,present
ENSSSCG00000036284,present
ENSSSCG00000036285,absent
ENSSSCG00000036286,present
ENSSSCG00000036291,present
ENSSSCG00000036293,present
ENSSSCG00000036294,present
ENSSSCG00000036295,absent
ENSSSCG00000036296,present
ENSSSCG00000036297,present
ENSSSCG00000036298,absent
ENSSSCG00000036302,absent
ENSSSCG00000036305,absent
ENSSSCG00000036306,present
ENSSSCG00000036307,present
ENSSSCG00000036308,present
ENSSSCG00000036309,present
ENSSSCG00000036310,present
ENSSSCG00000036311,present
ENSSSCG00000036314,present
ENSSSCG00000036316,absent
ENSSSCG00000036317,present
ENSSSCG00000036319,present
ENSSSCG00000036320,present
ENSSSCG00000036321,present
ENSSSCG00000036322,absent
ENSSSCG00000036326,present
ENSSSCG00000036328,present
ENSSSCG00000036329,absent
ENSSSCG00000036330,present
ENSSSCG00000036331,absent
ENSSSCG00000036336,absent
ENSSSCG00000036339,present
ENSSSCG00000036340,present
ENSSSCG00000036341,absent
ENSSSCG00000036342,absent
ENSSSCG00000036343,present
ENSSSCG00000036346,present
ENSSSCG00000036347,absent
ENSSSCG00000036348,present
ENSSSCG00000036349,absent
ENSSSCG00000036350,present
ENSSSCG00000036351,absent
ENSSSCG00000036352,present
ENSSSCG00000036354,absent
ENSSSCG00000036356,present
ENSSSCG00000036358,absent
ENSSSCG00000036359,absent
ENSSSCG00000036360,present
ENSSSCG00000036361,absent
ENSSSCG00000036362,absent
ENSSSCG00000036363,present
ENSSSCG00000036364,absent
ENSSSCG00000036367,absent
ENSSSCG00000036370,present
ENSSSCG00000036376,absent
ENSSSCG00000036377,absent
ENSSSCG00000036378,absent
ENSSSCG00000036379,present
ENSSSCG00000036381,present
ENSSSCG00000036383,present
ENSSSCG00000036385,present
ENSSSCG00000036387,present
ENSSSCG00000036391,absent
ENSSSCG00000036392,absent
ENSSSCG00000036395,absent
ENSSSCG00000036398,absent
ENSSSCG00000036400,absent
ENSSSCG00000036402,present
ENSSSCG00000036403,absent
ENSSSCG00000036405,absent
ENSSSCG00000036407,absent
ENSSSCG00000036408,absent
ENSSSCG00000036409,absent
ENSSSCG00000036411,present
ENSSSCG00000036412,absent
ENSSSCG00000036413,absent
ENSSSCG00000036416,absent
ENSSSCG00000036417,absent
ENSSSCG00000036418,present
ENSSSCG00000036419,absent
ENSSSCG00000036420,present
ENSSSCG00000036421,present
ENSSSCG00000036423,present
ENSSSCG00000036425,present
ENSSSCG00000036427,absent
ENSSSCG00000036429,absent
ENSSSCG00000036431,present
ENSSSCG00000036434,present
ENSSSCG00000036435,absent
ENSSSCG00000036436,present
ENSSSCG00000036437,absent
ENSSSCG00000036438,present
ENSSSCG00000036439,absent
ENSSSCG00000036441,absent
ENSSSCG00000036442,absent
ENSSSCG00000036443,absent
ENSSSCG00000036444,absent
ENSSSCG00000036445,present
ENSSSCG00000036446,absent
ENSSSCG00000036449,absent
ENSSSCG00000036451,present
ENSSSCG00000036452,present
ENSSSCG00000036453,absent
ENSSSCG00000036454,present
ENSSSCG00000036457,present
ENSSSCG00000036460,absent
ENSSSCG00000036461,absent
ENSSSCG00000036462,present
ENSSSCG00000036463,absent
ENSSSCG00000036465,present
ENSSSCG00000036466,present
ENSSSCG00000036469,present
ENSSSCG00000036470,absent
ENSSSCG00000036472,absent
ENSSSCG00000036474,absent
ENSSSCG00000036475,absent
ENSSSCG00000036476,present
ENSSSCG00000036480,present
ENSSSCG00000036482,present
ENSSSCG00000036483,present
ENSSSCG00000036485,absent
ENSSSCG00000036487,absent
ENSSSCG00000036488,present
ENSSSCG00000036491,present
ENSSSCG00000036492,absent
ENSSSCG00000036494,present
ENSSSCG00000036495,absent
ENSSSCG00000036499,present
ENSSSCG00000036500,absent
ENSSSCG00000036501,present
ENSSSCG00000036503,absent
ENSSSCG00000036504,absent
ENSSSCG00000036505,present
ENSSSCG00000036508,absent
ENSSSCG00000036509,present
ENSSSCG00000036510,absent
ENSSSCG00000036511,present
ENSSSCG00000036512,absent
ENSSSCG00000036513,absent
ENSSSCG00000036515,absent
ENSSSCG00000036516,present
ENSSSCG00000036518,absent
ENSSSCG00000036520,present
ENSSSCG00000036521,present
ENSSSCG00000036522,present
ENSSSCG00000036523,absent
ENSSSCG00000036524,present
ENSSSCG00000036527,present
ENSSSCG00000036528,absent
ENSSSCG00000036529,present
ENSSSCG00000036532,absent
ENSSSCG00000036534,absent
ENSSSCG00000036536,present
ENSSSCG00000036537,present
ENSSSCG00000036538,present
ENSSSCG00000036539,absent
ENSSSCG00000036541,absent
ENSSSCG00000036542,absent
ENSSSCG00000036544,absent
ENSSSCG00000036545,absent
ENSSSCG00000036546,present
ENSSSCG00000036547,absent
ENSSSCG00000036548,present
ENSSSCG00000036549,present
ENSSSCG00000036551,absent
ENSSSCG00000036552,absent
ENSSSCG00000036553,present
ENSSSCG00000036554,present
ENSSSCG00000036555,absent
ENSSSCG00000036556,present
ENSSSCG00000036557,absent
ENSSSCG00000036558,present
ENSSSCG00000036560,present
ENSSSCG00000036564,present
ENSSSCG00000036566,absent
ENSSSCG00000036568,present
ENSSSCG00000036569,present
ENSSSCG00000036570,present
ENSSSCG00000036572,absent
ENSSSCG00000036573,absent
ENSSSCG00000036575,absent
ENSSSCG00000036576,absent
ENSSSCG00000036577,present
ENSSSCG00000036580,absent
ENSSSCG00000036581,present
ENSSSCG00000036584,present
ENSSSCG00000036589,absent
ENSSSCG00000036592,present
ENSSSCG00000036595,present
ENSSSCG00000036596,absent
ENSSSCG00000036597,present
ENSSSCG00000036600,present
ENSSSCG00000036603,present
ENSSSCG00000036606,absent
ENSSSCG00000036607,absent
ENSSSCG00000036608,absent
ENSSSCG00000036609,absent
ENSSSCG00000036610,present
ENSSSCG00000036611,absent
ENSSSCG00000036612,present
ENSSSCG00000036613,absent
ENSSSCG00000036614,present
ENSSSCG00000036618,present
ENSSSCG00000036619,absent
ENSSSCG00000036620,present
ENSSSCG00000036621,absent
ENSSSCG00000036622,absent
ENSSSCG00000036626,absent
ENSSSCG00000036627,absent
ENSSSCG00000036630,absent
ENSSSCG00000036632,absent
ENSSSCG00000036634,present
ENSSSCG00000036635,absent
ENSSSCG00000036636,present
ENSSSCG00000036637,absent
ENSSSCG00000036639,present
ENSSSCG00000036640,absent
ENSSSCG00000036641,absent
ENSSSCG00000036643,present
ENSSSCG00000036645,absent
ENSSSCG00000036647,absent
ENSSSCG00000036649,absent
ENSSSCG00000036652,present
ENSSSCG00000036656,present
ENSSSCG00000036658,present
ENSSSCG00000036659,present
ENSSSCG00000036662,absent
ENSSSCG00000036665,present
ENSSSCG00000036666,present
ENSSSCG00000036669,present
ENSSSCG00000036673,present
ENSSSCG00000036674,absent
ENSSSCG00000036676,present
ENSSSCG00000036677,present
ENSSSCG00000036678,absent
ENSSSCG00000036679,present
ENSSSCG00000036680,absent
ENSSSCG00000036683,absent
ENSSSCG00000036684,present
ENSSSCG00000036685,absent
ENSSSCG00000036686,present
ENSSSCG00000036691,absent
ENSSSCG00000036692,absent
ENSSSCG00000036693,present
ENSSSCG00000036695,present
ENSSSCG00000036696,absent
ENSSSCG00000036699,absent
ENSSSCG00000036700,present
ENSSSCG00000036702,present
ENSSSCG00000036703,absent
ENSSSCG00000036704,absent
ENSSSCG00000036705,present
ENSSSCG00000036706,absent
ENSSSCG00000036709,present
ENSSSCG00000036711,present
ENSSSCG00000036712,present
ENSSSCG00000036715,absent
ENSSSCG00000036716,present
ENSSSCG00000036720,present
ENSSSCG00000036721,absent
ENSSSCG00000036722,present
ENSSSCG00000036723,present
ENSSSCG00000036724,present
ENSSSCG00000036726,absent
ENSSSCG00000036727,present
ENSSSCG00000036729,present
ENSSSCG00000036731,present
ENSSSCG00000036734,absent
ENSSSCG00000036735,present
ENSSSCG00000036736,present
ENSSSCG00000036738,absent
ENSSSCG00000036739,present
ENSSSCG00000036741,absent
ENSSSCG00000036742,present
ENSSSCG00000036743,absent
ENSSSCG00000036744,absent
ENSSSCG00000036746,present
ENSSSCG00000036747,present
ENSSSCG00000036748,present
ENSSSCG00000036749,absent
ENSSSCG00000036751,present
ENSSSCG00000036755,absent
ENSSSCG00000036756,present
ENSSSCG00000036758,present
ENSSSCG00000036760,absent
ENSSSCG00000036766,present
ENSSSCG00000036767,absent
ENSSSCG00000036770,absent
ENSSSCG00000036772,present
ENSSSCG00000036775,present
ENSSSCG00000036776,present
ENSSSCG00000036777,absent
ENSSSCG00000036779,present
ENSSSCG00000036780,present
ENSSSCG00000036781,absent
ENSSSCG00000036783,present
ENSSSCG00000036785,present
ENSSSCG00000036787,present
ENSSSCG00000036789,present
ENSSSCG00000036790,present
ENSSSCG00000036791,absent
ENSSSCG00000036792,present
ENSSSCG00000036794,absent
ENSSSCG00000036796,absent
ENSSSCG00000036798,absent
ENSSSCG00000036800,absent
ENSSSCG00000036801,absent
ENSSSCG00000036804,present
ENSSSCG00000036808,absent
ENSSSCG00000036810,absent
ENSSSCG00000036812,present
ENSSSCG00000036813,absent
ENSSSCG00000036814,absent
ENSSSCG00000036817,present
ENSSSCG00000036820,present
ENSSSCG00000036822,present
ENSSSCG00000036824,present
ENSSSCG00000036825,absent
ENSSSCG00000036827,absent
ENSSSCG00000036828,present
ENSSSCG00000036829,present
ENSSSCG00000036831,absent
ENSSSCG00000036832,present
ENSSSCG00000036833,absent
ENSSSCG00000036835,present
ENSSSCG00000036837,absent
ENSSSCG00000036838,absent
ENSSSCG00000036844,present
ENSSSCG00000036846,present
ENSSSCG00000036849,absent
ENSSSCG00000036851,absent
ENSSSCG00000036852,present
ENSSSCG00000036853,present
ENSSSCG00000036855,present
ENSSSCG00000036856,absent
ENSSSCG00000036861,absent
ENSSSCG00000036863,absent
ENSSSCG00000036865,present
ENSSSCG00000036867,absent
ENSSSCG00000036868,present
ENSSSCG00000036870,present
ENSSSCG00000036871,absent
ENSSSCG00000036874,absent
ENSSSCG00000036876,present
ENSSSCG00000036877,present
ENSSSCG00000036878,absent
ENSSSCG00000036880,present
ENSSSCG00000036881,present
ENSSSCG00000036883,present
ENSSSCG00000036885,present
ENSSSCG00000036886,present
ENSSSCG00000036887,present
ENSSSCG00000036892,absent
ENSSSCG00000036893,absent
ENSSSCG00000036898,present
ENSSSCG00000036899,absent
ENSSSCG00000036901,absent
ENSSSCG00000036907,absent
ENSSSCG00000036909,present
ENSSSCG00000036910,absent
ENSSSCG00000036914,absent
ENSSSCG00000036915,absent
ENSSSCG00000036918,absent
ENSSSCG00000036920,present
ENSSSCG00000036924,present
ENSSSCG00000036925,absent
ENSSSCG00000036926,present
ENSSSCG00000036928,absent
ENSSSCG00000036929,absent
ENSSSCG00000036932,absent
ENSSSCG00000036933,present
ENSSSCG00000036934,absent
ENSSSCG00000036938,present
ENSSSCG00000036939,present
ENSSSCG00000036940,absent
ENSSSCG00000036941,present
ENSSSCG00000036942,absent
ENSSSCG00000036943,present
ENSSSCG00000036944,present
ENSSSCG00000036947,present
ENSSSCG00000036948,absent
ENSSSCG00000036949,present
ENSSSCG00000036952,present
ENSSSCG00000036953,absent
ENSSSCG00000036954,present
ENSSSCG00000036956,present
ENSSSCG00000036958,absent
ENSSSCG00000036960,present
ENSSSCG00000036961,absent
ENSSSCG00000036962,present
ENSSSCG00000036963,present
ENSSSCG00000036964,absent
ENSSSCG00000036965,absent
ENSSSCG00000036967,present
ENSSSCG00000036968,absent
ENSSSCG00000036970,present
ENSSSCG00000036971,absent
ENSSSCG00000036973,present
ENSSSCG00000036974,absent
ENSSSCG00000036975,present
ENSSSCG00000036978,absent
ENSSSCG00000036980,absent
ENSSSCG00000036981,absent
ENSSSCG00000036983,present
ENSSSCG00000036984,absent
ENSSSCG00000036987,absent
ENSSSCG00000036988,present
ENSSSCG00000036990,absent
ENSSSCG00000036992,present
ENSSSCG00000036996,absent
ENSSSCG00000036997,absent
ENSSSCG00000037000,present
ENSSSCG00000037001,absent
ENSSSCG00000037002,present
ENSSSCG00000037003,present
ENSSSCG00000037008,present
ENSSSCG00000037012,absent
ENSSSCG00000037013,absent
ENSSSCG00000037015,present
ENSSSCG00000037016,present
ENSSSCG00000037018,absent
ENSSSCG00000037019,present
ENSSSCG00000037023,absent
ENSSSCG00000037024,present
ENSSSCG00000037025,present
ENSSSCG00000037026,present
ENSSSCG00000037028,absent
ENSSSCG00000037029,present
ENSSSCG00000037030,present
ENSSSCG00000037032,present
ENSSSCG00000037035,present
ENSSSCG00000037038,absent
ENSSSCG00000037039,absent
ENSSSCG00000037043,absent
ENSSSCG00000037044,absent
ENSSSCG00000037045,present
ENSSSCG00000037046,present
ENSSSCG00000037048,present
ENSSSCG00000037051,present
ENSSSCG00000037053,present
ENSSSCG00000037056,present
ENSSSCG00000037061,present
ENSSSCG00000037063,absent
ENSSSCG00000037065,present
ENSSSCG00000037066,present
ENSSSCG00000037070,absent
ENSSSCG00000037071,present
ENSSSCG00000037072,absent
ENSSSCG00000037075,present
ENSSSCG00000037076,present
ENSSSCG00000037077,present
ENSSSCG00000037079,absent
ENSSSCG00000037083,absent
ENSSSCG00000037087,absent
ENSSSCG00000037088,absent
ENSSSCG00000037090,absent
ENSSSCG00000037096,present
ENSSSCG00000037097,absent
ENSSSCG00000037098,absent
ENSSSCG00000037099,absent
ENSSSCG00000037101,present
ENSSSCG00000037102,present
ENSSSCG00000037105,present
ENSSSCG00000037106,absent
ENSSSCG00000037108,absent
ENSSSCG00000037110,present
ENSSSCG00000037111,absent
ENSSSCG00000037112,absent
ENSSSCG00000037116,present
ENSSSCG00000037120,present
ENSSSCG00000037121,present
ENSSSCG00000037125,absent
ENSSSCG00000037126,absent
ENSSSCG00000037127,present
ENSSSCG00000037128,absent
ENSSSCG00000037131,present
ENSSSCG00000037132,present
ENSSSCG00000037136,absent
ENSSSCG00000037140,absent
ENSSSCG00000037142,present
ENSSSCG00000037143,present
ENSSSCG00000037144,present
ENSSSCG00000037146,present
ENSSSCG00000037147,absent
ENSSSCG00000037148,absent
ENSSSCG00000037151,absent
ENSSSCG00000037153,present
ENSSSCG00000037154,absent
ENSSSCG00000037156,absent
ENSSSCG00000037158,present
ENSSSCG00000037159,present
ENSSSCG00000037168,absent
ENSSSCG00000037170,present
ENSSSCG00000037174,present
ENSSSCG00000037176,absent
ENSSSCG00000037177,absent
ENSSSCG00000037179,absent
ENSSSCG00000037183,absent
ENSSSCG00000037184,absent
ENSSSCG00000037185,present
ENSSSCG00000037188,absent
ENSSSCG00000037190,present
ENSSSCG00000037193,absent
ENSSSCG00000037195,absent
ENSSSCG00000037197,present
ENSSSCG00000037200,present
ENSSSCG00000037201,present
ENSSSCG00000037202,absent
ENSSSCG00000037204,present
ENSSSCG00000037205,absent
ENSSSCG00000037207,absent
ENSSSCG00000037209,present
ENSSSCG00000037212,absent
ENSSSCG00000037213,present
ENSSSCG00000037214,absent
ENSSSCG00000037215,present
ENSSSCG00000037216,present
ENSSSCG00000037222,absent
ENSSSCG00000037225,present
ENSSSCG00000037228,present
ENSSSCG00000037232,present
ENSSSCG00000037233,absent
ENSSSCG00000037234,absent
ENSSSCG00000037236,present
ENSSSCG00000037237,present
ENSSSCG00000037238,absent
ENSSSCG00000037241,present
ENSSSCG00000037242,absent
ENSSSCG00000037243,absent
ENSSSCG00000037245,present
ENSSSCG00000037246,absent
ENSSSCG00000037247,absent
ENSSSCG00000037251,present
ENSSSCG00000037252,present
ENSSSCG00000037254,present
ENSSSCG00000037256,absent
ENSSSCG00000037257,present
ENSSSCG00000037259,absent
ENSSSCG00000037260,absent
ENSSSCG00000037261,absent
ENSSSCG00000037262,present
ENSSSCG00000037263,present
ENSSSCG00000037264,present
ENSSSCG00000037267,present
ENSSSCG00000037268,absent
ENSSSCG00000037269,absent
ENSSSCG00000037270,absent
ENSSSCG00000037271,present
ENSSSCG00000037272,absent
ENSSSCG00000037274,present
ENSSSCG00000037275,present
ENSSSCG00000037277,present
ENSSSCG00000037284,present
ENSSSCG00000037286,absent
ENSSSCG00000037288,present
ENSSSCG00000037289,present
ENSSSCG00000037291,absent
ENSSSCG00000037292,absent
ENSSSCG00000037296,absent
ENSSSCG00000037298,absent
ENSSSCG00000037299,present
ENSSSCG00000037300,absent
ENSSSCG00000037304,absent
ENSSSCG00000037305,present
ENSSSCG00000037307,present
ENSSSCG00000037309,present
ENSSSCG00000037310,present
ENSSSCG00000037311,absent
ENSSSCG00000037312,present
ENSSSCG00000037313,present
ENSSSCG00000037314,present
ENSSSCG00000037318,absent
ENSSSCG00000037319,absent
ENSSSCG00000037320,absent
ENSSSCG00000037323,present
ENSSSCG00000037324,present
ENSSSCG00000037325,present
ENSSSCG00000037328,present
ENSSSCG00000037332,absent
ENSSSCG00000037334,present
ENSSSCG00000037336,present
ENSSSCG00000037337,absent
ENSSSCG00000037341,present
ENSSSCG00000037343,present
ENSSSCG00000037344,absent
ENSSSCG00000037347,absent
ENSSSCG00000037349,absent
ENSSSCG00000037351,absent
ENSSSCG00000037354,present
ENSSSCG00000037355,present
ENSSSCG00000037358,present
ENSSSCG00000037359,present
ENSSSCG00000037360,present
ENSSSCG00000037362,present
ENSSSCG00000037364,absent
ENSSSCG00000037368,absent
ENSSSCG00000037369,present
ENSSSCG00000037370,absent
ENSSSCG00000037371,present
ENSSSCG00000037372,present
ENSSSCG00000037373,absent
ENSSSCG00000037376,present
ENSSSCG00000037377,absent
ENSSSCG00000037379,present
ENSSSCG00000037381,present
ENSSSCG00000037384,present
ENSSSCG00000037390,present
ENSSSCG00000037391,absent
ENSSSCG00000037395,absent
ENSSSCG00000037396,present
ENSSSCG00000037398,present
ENSSSCG00000037399,present
ENSSSCG00000037400,absent
ENSSSCG00000037401,absent
ENSSSCG00000037404,absent
ENSSSCG00000037405,present
ENSSSCG00000037406,present
ENSSSCG00000037407,absent
ENSSSCG00000037410,absent
ENSSSCG00000037411,absent
ENSSSCG00000037413,present
ENSSSCG00000037416,present
ENSSSCG00000037420,present
ENSSSCG00000037421,present
ENSSSCG00000037422,absent
ENSSSCG00000037423,present
ENSSSCG00000037424,present
ENSSSCG00000037425,absent
ENSSSCG00000037426,absent
ENSSSCG00000037427,present
ENSSSCG00000037428,absent
ENSSSCG00000037429,absent
ENSSSCG00000037430,absent
ENSSSCG00000037431,present
ENSSSCG00000037432,absent
ENSSSCG00000037433,present
ENSSSCG00000037437,absent
ENSSSCG00000037439,present
ENSSSCG00000037443,absent
ENSSSCG00000037444,absent
ENSSSCG00000037445,present
ENSSSCG00000037446,absent
ENSSSCG00000037449,present
ENSSSCG00000037450,absent
ENSSSCG00000037451,present
ENSSSCG00000037452,absent
ENSSSCG00000037454,absent
ENSSSCG00000037455,present
ENSSSCG00000037456,absent
ENSSSCG00000037459,present
ENSSSCG00000037462,absent
ENSSSCG00000037463,present
ENSSSCG00000037465,present
ENSSSCG00000037466,present
ENSSSCG00000037468,present
ENSSSCG00000037470,present
ENSSSCG00000037471,absent
ENSSSCG00000037472,present
ENSSSCG00000037473,absent
ENSSSCG00000037475,absent
ENSSSCG00000037476,absent
ENSSSCG00000037477,present
ENSSSCG00000037478,absent
ENSSSCG00000037479,present
ENSSSCG00000037481,present
ENSSSCG00000037483,present
ENSSSCG00000037484,absent
ENSSSCG00000037487,present
ENSSSCG00000037488,present
ENSSSCG00000037490,absent
ENSSSCG00000037491,absent
ENSSSCG00000037492,absent
ENSSSCG00000037494,absent
ENSSSCG00000037497,absent
ENSSSCG00000037498,present
ENSSSCG00000037499,present
ENSSSCG00000037500,present
ENSSSCG00000037501,present
ENSSSCG00000037502,present
ENSSSCG00000037503,absent
ENSSSCG00000037504,absent
ENSSSCG00000037505,present
ENSSSCG00000037507,present
ENSSSCG00000037508,present
ENSSSCG00000037509,present
ENSSSCG00000037510,present
ENSSSCG00000037512,present
ENSSSCG00000037513,present
ENSSSCG00000037514,absent
ENSSSCG00000037515,absent
ENSSSCG00000037516,present
ENSSSCG00000037517,absent
ENSSSCG00000037519,absent
ENSSSCG00000037520,present
ENSSSCG00000037521,absent
ENSSSCG00000037522,absent
ENSSSCG00000037524,absent
ENSSSCG00000037525,present
ENSSSCG00000037526,absent
ENSSSCG00000037527,absent
ENSSSCG00000037528,absent
ENSSSCG00000037530,present
ENSSSCG00000037531,present
ENSSSCG00000037532,present
ENSSSCG00000037533,present
ENSSSCG00000037534,absent
ENSSSCG00000037535,absent
ENSSSCG00000037536,present
ENSSSCG00000037537,absent
ENSSSCG00000037539,absent
ENSSSCG00000037541,absent
ENSSSCG00000037542,absent
ENSSSCG00000037544,present
ENSSSCG00000037546,absent
ENSSSCG00000037547,absent
ENSSSCG00000037549,present
ENSSSCG00000037551,absent
ENSSSCG00000037554,absent
ENSSSCG00000037556,present
ENSSSCG00000037557,present
ENSSSCG00000037558,present
ENSSSCG00000037559,present
ENSSSCG00000037561,present
ENSSSCG00000037562,present
ENSSSCG00000037563,present
ENSSSCG00000037564,absent
ENSSSCG00000037565,present
ENSSSCG00000037566,present
ENSSSCG00000037567,absent
ENSSSCG00000037568,present
ENSSSCG00000037569,absent
ENSSSCG00000037572,present
ENSSSCG00000037573,absent
ENSSSCG00000037575,present
ENSSSCG00000037577,present
ENSSSCG00000037579,present
ENSSSCG00000037580,present
ENSSSCG00000037581,absent
ENSSSCG00000037582,present
ENSSSCG00000037583,present
ENSSSCG00000037586,absent
ENSSSCG00000037588,absent
ENSSSCG00000037590,absent
ENSSSCG00000037591,present
ENSSSCG00000037592,present
ENSSSCG00000037594,present
ENSSSCG00000037595,present
ENSSSCG00000037597,present
ENSSSCG00000037598,present
ENSSSCG00000037600,present
ENSSSCG00000037601,absent
ENSSSCG00000037602,present
ENSSSCG00000037605,present
ENSSSCG00000037606,present
ENSSSCG00000037608,present
ENSSSCG00000037609,present
ENSSSCG00000037610,absent
ENSSSCG00000037612,absent
ENSSSCG00000037615,absent
ENSSSCG00000037616,absent
ENSSSCG00000037617,present
ENSSSCG00000037619,present
ENSSSCG00000037620,present
ENSSSCG00000037621,present
ENSSSCG00000037630,present
ENSSSCG00000037632,absent
ENSSSCG00000037634,absent
ENSSSCG00000037635,absent
ENSSSCG00000037637,present
ENSSSCG00000037639,present
ENSSSCG00000037642,present
ENSSSCG00000037645,present
ENSSSCG00000037646,present
ENSSSCG00000037647,present
ENSSSCG00000037648,absent
ENSSSCG00000037653,present
ENSSSCG00000037655,present
ENSSSCG00000037656,absent
ENSSSCG00000037660,absent
ENSSSCG00000037663,present
ENSSSCG00000037664,absent
ENSSSCG00000037666,absent
ENSSSCG00000037669,absent
ENSSSCG00000037670,present
ENSSSCG00000037671,present
ENSSSCG00000037673,present
ENSSSCG00000037674,present
ENSSSCG00000037675,absent
ENSSSCG00000037676,present
ENSSSCG00000037677,present
ENSSSCG00000037680,present
ENSSSCG00000037681,absent
ENSSSCG00000037682,present
ENSSSCG00000037684,absent
ENSSSCG00000037685,absent
ENSSSCG00000037686,present
ENSSSCG00000037687,absent
ENSSSCG00000037690,present
ENSSSCG00000037692,absent
ENSSSCG00000037695,absent
ENSSSCG00000037697,present
ENSSSCG00000037698,absent
ENSSSCG00000037699,absent
ENSSSCG00000037701,present
ENSSSCG00000037703,absent
ENSSSCG00000037704,present
ENSSSCG00000037705,absent
ENSSSCG00000037706,present
ENSSSCG00000037709,present
ENSSSCG00000037710,present
ENSSSCG00000037714,absent
ENSSSCG00000037715,present
ENSSSCG00000037717,present
ENSSSCG00000037718,absent
ENSSSCG00000037719,present
ENSSSCG00000037720,absent
ENSSSCG00000037723,present
ENSSSCG00000037724,absent
ENSSSCG00000037728,present
ENSSSCG00000037731,absent
ENSSSCG00000037732,present
ENSSSCG00000037733,present
ENSSSCG00000037734,present
ENSSSCG00000037735,absent
ENSSSCG00000037738,present
ENSSSCG00000037739,present
ENSSSCG00000037744,present
ENSSSCG00000037745,present
ENSSSCG00000037746,present
ENSSSCG00000037749,present
ENSSSCG00000037751,absent
ENSSSCG00000037753,absent
ENSSSCG00000037754,present
ENSSSCG00000037755,present
ENSSSCG00000037756,absent
ENSSSCG00000037757,present
ENSSSCG00000037762,absent
ENSSSCG00000037764,absent
ENSSSCG00000037766,present
ENSSSCG00000037767,present
ENSSSCG00000037771,present
ENSSSCG00000037772,present
ENSSSCG00000037773,present
ENSSSCG00000037774,present
ENSSSCG00000037775,present
ENSSSCG00000037777,present
ENSSSCG00000037779,present
ENSSSCG00000037781,present
ENSSSCG00000037782,present
ENSSSCG00000037784,absent
ENSSSCG00000037789,absent
ENSSSCG00000037791,present
ENSSSCG00000037792,present
ENSSSCG00000037793,present
ENSSSCG00000037794,present
ENSSSCG00000037798,absent
ENSSSCG00000037803,present
ENSSSCG00000037806,absent
ENSSSCG00000037808,present
ENSSSCG00000037811,present
ENSSSCG00000037812,absent
ENSSSCG00000037815,present
ENSSSCG00000037816,present
ENSSSCG00000037821,present
ENSSSCG00000037822,absent
ENSSSCG00000037823,absent
ENSSSCG00000037826,present
ENSSSCG00000037830,absent
ENSSSCG00000037831,absent
ENSSSCG00000037832,present
ENSSSCG00000037833,absent
ENSSSCG00000037835,absent
ENSSSCG00000037836,absent
ENSSSCG00000037841,present
ENSSSCG00000037843,present
ENSSSCG00000037845,present
ENSSSCG00000037846,absent
ENSSSCG00000037847,present
ENSSSCG00000037848,absent
ENSSSCG00000037850,absent
ENSSSCG00000037854,present
ENSSSCG00000037856,absent
ENSSSCG00000037859,absent
ENSSSCG00000037862,absent
ENSSSCG00000037865,absent
ENSSSCG00000037866,absent
ENSSSCG00000037867,absent
ENSSSCG00000037868,absent
ENSSSCG00000037869,present
ENSSSCG00000037870,absent
ENSSSCG00000037875,present
ENSSSCG00000037876,present
ENSSSCG00000037878,absent
ENSSSCG00000037879,absent
ENSSSCG00000037880,present
ENSSSCG00000037882,absent
ENSSSCG00000037885,absent
ENSSSCG00000037890,present
ENSSSCG00000037892,absent
ENSSSCG00000037898,present
ENSSSCG00000037900,present
ENSSSCG00000037905,present
ENSSSCG00000037910,present
ENSSSCG00000037912,present
ENSSSCG00000037913,present
ENSSSCG00000037914,present
ENSSSCG00000037916,absent
ENSSSCG00000037918,present
ENSSSCG00000037919,absent
ENSSSCG00000037920,present
ENSSSCG00000037923,present
ENSSSCG00000037925,absent
ENSSSCG00000037928,present
ENSSSCG00000037929,present
ENSSSCG00000037932,present
ENSSSCG00000037935,present
ENSSSCG00000037938,absent
ENSSSCG00000037942,absent
ENSSSCG00000037943,present
ENSSSCG00000037944,present
ENSSSCG00000037948,absent
ENSSSCG00000037950,present
ENSSSCG00000037951,present
ENSSSCG00000037952,absent
ENSSSCG00000037954,absent
ENSSSCG00000037957,absent
ENSSSCG00000037958,present
ENSSSCG00000037959,absent
ENSSSCG00000037962,absent
ENSSSCG00000037963,present
ENSSSCG00000037970,absent
ENSSSCG00000037973,present
ENSSSCG00000037975,absent
ENSSSCG00000037977,present
ENSSSCG00000037979,present
ENSSSCG00000037981,absent
ENSSSCG00000037982,present
ENSSSCG00000037985,present
ENSSSCG00000037986,absent
ENSSSCG00000037987,absent
ENSSSCG00000037988,absent
ENSSSCG00000037989,absent
ENSSSCG00000037991,absent
ENSSSCG00000037993,absent
ENSSSCG00000037995,absent
ENSSSCG00000037996,present
ENSSSCG00000037997,present
ENSSSCG00000037998,absent
ENSSSCG00000037999,present
