Gene ID,Majority detection flag
ENSSSCG00000015911,present
ENSSSCG00000015913,absent
ENSSSCG00000015914,present
ENSSSCG00000015917,absent
ENSSSCG00000015923,present
ENSSSCG00000015924,present
ENSSSCG00000015925,absent
ENSSSCG00000015926,absent
ENSSSCG00000015930,present
ENSSSCG00000015931,present
ENSSSCG00000015933,present
ENSSSCG00000015935,present
ENSSSCG00000015936,present
ENSSSCG00000015937,present
ENSSSCG00000015938,present
ENSSSCG00000015940,present
ENSSSCG00000015943,present
ENSSSCG00000015944,present
ENSSSCG00000015945,present
ENSSSCG00000015947,present
ENSSSCG00000015948,present
ENSSSCG00000015949,present
ENSSSCG00000015951,present
ENSSSCG00000015952,present
ENSSSCG00000015953,absent
ENSSSCG00000015954,absent
ENSSSCG00000015955,present
ENSSSCG00000015958,present
ENSSSCG00000015959,present
ENSSSCG00000015960,present
ENSSSCG00000015961,absent
ENSSSCG00000015962,present
ENSSSCG00000015963,present
ENSSSCG00000015965,present
ENSSSCG00000015969,absent
ENSSSCG00000015973,present
ENSSSCG00000015976,present
ENSSSCG00000015979,absent
ENSSSCG00000015980,absent
ENSSSCG00000015981,absent
ENSSSCG00000015982,absent
ENSSSCG00000015984,absent
ENSSSCG00000015985,absent
ENSSSCG00000015986,absent
ENSSSCG00000015987,present
ENSSSCG00000015988,present
ENSSSCG00000015996,present
ENSSSCG00000015998,absent
ENSSSCG00000015999,present
ENSSSCG00000016002,present
ENSSSCG00000016005,present
ENSSSCG00000016008,present
ENSSSCG00000016009,present
ENSSSCG00000016010,present
ENSSSCG00000016011,absent
ENSSSCG00000016017,present
ENSSSCG00000016018,present
ENSSSCG00000016019,present
ENSSSCG00000016020,present
ENSSSCG00000016022,present
ENSSSCG00000016026,present
ENSSSCG00000016027,present
ENSSSCG00000016030,absent
ENSSSCG00000016031,present
ENSSSCG00000016032,absent
ENSSSCG00000016033,present
ENSSSCG00000016034,present
ENSSSCG00000016035,present
ENSSSCG00000016036,present
ENSSSCG00000016041,present
ENSSSCG00000016042,present
ENSSSCG00000016043,present
ENSSSCG00000016044,present
ENSSSCG00000016045,present
ENSSSCG00000016047,absent
ENSSSCG00000016049,present
ENSSSCG00000016050,present
ENSSSCG00000016052,present
ENSSSCG00000016053,present
ENSSSCG00000016055,present
ENSSSCG00000016056,present
ENSSSCG00000016057,present
ENSSSCG00000016059,present
ENSSSCG00000016061,present
ENSSSCG00000016062,present
ENSSSCG00000016064,present
ENSSSCG00000016067,present
ENSSSCG00000016069,present
ENSSSCG00000016070,present
ENSSSCG00000016073,present
ENSSSCG00000016074,present
ENSSSCG00000016075,present
ENSSSCG00000016076,present
ENSSSCG00000016077,present
ENSSSCG00000016078,present
ENSSSCG00000016079,present
ENSSSCG00000016082,absent
ENSSSCG00000016083,present
ENSSSCG00000016085,present
ENSSSCG00000016086,present
ENSSSCG00000016087,present
ENSSSCG00000016090,present
ENSSSCG00000016091,present
ENSSSCG00000016092,present
ENSSSCG00000016093,absent
ENSSSCG00000016094,present
ENSSSCG00000016095,present
ENSSSCG00000016096,present
ENSSSCG00000016098,present
ENSSSCG00000016100,present
ENSSSCG00000016101,present
ENSSSCG00000016104,present
ENSSSCG00000016105,absent
ENSSSCG00000016107,present
ENSSSCG00000016109,present
ENSSSCG00000016110,absent
ENSSSCG00000016111,present
ENSSSCG00000016113,present
ENSSSCG00000016114,present
ENSSSCG00000016115,absent
ENSSSCG00000016116,present
ENSSSCG00000016117,present
ENSSSCG00000016118,present
ENSSSCG00000016119,present
ENSSSCG00000016122,absent
ENSSSCG00000016123,present
ENSSSCG00000016125,present
ENSSSCG00000016127,present
ENSSSCG00000016128,present
ENSSSCG00000016129,present
ENSSSCG00000016130,present
ENSSSCG00000016131,present
ENSSSCG00000016133,absent
ENSSSCG00000016134,present
ENSSSCG00000016135,absent
ENSSSCG00000016138,present
ENSSSCG00000016140,present
ENSSSCG00000016141,present
ENSSSCG00000016147,present
ENSSSCG00000016148,absent
ENSSSCG00000016151,present
ENSSSCG00000016153,absent
ENSSSCG00000016156,present
ENSSSCG00000016157,absent
ENSSSCG00000016158,present
ENSSSCG00000016159,absent
ENSSSCG00000016160,present
ENSSSCG00000016164,present
ENSSSCG00000016166,present
ENSSSCG00000016168,absent
ENSSSCG00000016170,present
ENSSSCG00000016173,present
ENSSSCG00000016174,present
ENSSSCG00000016175,present
ENSSSCG00000016176,absent
ENSSSCG00000016177,present
ENSSSCG00000016179,absent
ENSSSCG00000016182,absent
ENSSSCG00000016183,absent
ENSSSCG00000016184,absent
ENSSSCG00000016185,present
ENSSSCG00000016186,present
ENSSSCG00000016187,absent
ENSSSCG00000016189,present
ENSSSCG00000016191,present
ENSSSCG00000016192,present
ENSSSCG00000016193,present
ENSSSCG00000016194,present
ENSSSCG00000016196,absent
ENSSSCG00000016199,present
ENSSSCG00000016200,absent
ENSSSCG00000016201,present
ENSSSCG00000016202,present
ENSSSCG00000016203,absent
ENSSSCG00000016204,absent
ENSSSCG00000016205,present
ENSSSCG00000016206,present
ENSSSCG00000016207,present
ENSSSCG00000016208,present
ENSSSCG00000016210,present
ENSSSCG00000016211,present
ENSSSCG00000016212,present
ENSSSCG00000016213,present
ENSSSCG00000016214,present
ENSSSCG00000016215,absent
ENSSSCG00000016216,present
ENSSSCG00000016217,present
ENSSSCG00000016218,absent
ENSSSCG00000016219,absent
ENSSSCG00000016220,present
ENSSSCG00000016223,present
ENSSSCG00000016224,absent
ENSSSCG00000016226,present
ENSSSCG00000016230,present
ENSSSCG00000016232,present
ENSSSCG00000016233,present
ENSSSCG00000016234,present
ENSSSCG00000016237,present
ENSSSCG00000016239,present
ENSSSCG00000016241,absent
ENSSSCG00000016243,present
ENSSSCG00000016244,absent
ENSSSCG00000016245,absent
ENSSSCG00000016247,absent
ENSSSCG00000016248,present
ENSSSCG00000016254,absent
ENSSSCG00000016255,absent
ENSSSCG00000016256,present
ENSSSCG00000016258,absent
ENSSSCG00000016259,absent
ENSSSCG00000016260,present
ENSSSCG00000016261,present
ENSSSCG00000016263,present
ENSSSCG00000016266,present
ENSSSCG00000016267,present
ENSSSCG00000016269,absent
ENSSSCG00000016270,present
ENSSSCG00000016272,present
ENSSSCG00000016273,present
ENSSSCG00000016275,present
ENSSSCG00000016277,absent
ENSSSCG00000016278,absent
ENSSSCG00000016279,present
ENSSSCG00000016284,absent
ENSSSCG00000016285,absent
ENSSSCG00000016286,absent
ENSSSCG00000016287,absent
ENSSSCG00000016288,absent
ENSSSCG00000016290,present
ENSSSCG00000016291,present
ENSSSCG00000016294,absent
ENSSSCG00000016295,present
ENSSSCG00000016297,absent
ENSSSCG00000016298,present
ENSSSCG00000016300,present
ENSSSCG00000016301,absent
ENSSSCG00000016305,absent
ENSSSCG00000016306,present
ENSSSCG00000016313,absent
ENSSSCG00000016314,absent
ENSSSCG00000016315,absent
ENSSSCG00000016317,present
ENSSSCG00000016318,absent
ENSSSCG00000016319,absent
ENSSSCG00000016321,absent
ENSSSCG00000016322,present
ENSSSCG00000016323,present
ENSSSCG00000016328,absent
ENSSSCG00000016330,present
ENSSSCG00000016331,present
ENSSSCG00000016332,absent
ENSSSCG00000016334,present
ENSSSCG00000016335,absent
ENSSSCG00000016337,absent
ENSSSCG00000016338,present
ENSSSCG00000016339,present
ENSSSCG00000016340,present
ENSSSCG00000016342,present
ENSSSCG00000016346,present
ENSSSCG00000016349,present
ENSSSCG00000016364,present
ENSSSCG00000016365,absent
ENSSSCG00000016367,present
ENSSSCG00000016368,present
ENSSSCG00000016370,present
ENSSSCG00000016372,present
ENSSSCG00000016374,absent
ENSSSCG00000016376,present
ENSSSCG00000016378,present
ENSSSCG00000016379,present
ENSSSCG00000016381,present
ENSSSCG00000016384,absent
ENSSSCG00000016385,present
ENSSSCG00000016388,absent
ENSSSCG00000016391,absent
ENSSSCG00000016392,absent
ENSSSCG00000016393,absent
ENSSSCG00000016395,present
ENSSSCG00000016397,absent
ENSSSCG00000016399,present
ENSSSCG00000016400,absent
ENSSSCG00000016401,absent
ENSSSCG00000016402,absent
ENSSSCG00000016403,absent
ENSSSCG00000016406,present
ENSSSCG00000016409,present
ENSSSCG00000016410,absent
ENSSSCG00000016411,present
ENSSSCG00000016412,present
ENSSSCG00000016414,absent
ENSSSCG00000016416,absent
ENSSSCG00000016420,present
ENSSSCG00000016423,absent
ENSSSCG00000016426,present
ENSSSCG00000016428,absent
ENSSSCG00000016430,present
ENSSSCG00000016431,present
ENSSSCG00000016432,present
ENSSSCG00000016433,absent
ENSSSCG00000016434,present
ENSSSCG00000016435,present
ENSSSCG00000016436,present
ENSSSCG00000016437,absent
ENSSSCG00000016438,present
ENSSSCG00000016441,present
ENSSSCG00000016442,absent
ENSSSCG00000016443,present
ENSSSCG00000016444,present
ENSSSCG00000016448,present
ENSSSCG00000016449,absent
ENSSSCG00000016450,present
ENSSSCG00000016451,absent
ENSSSCG00000016452,present
ENSSSCG00000016453,present
ENSSSCG00000016454,absent
ENSSSCG00000016455,absent
ENSSSCG00000016457,absent
ENSSSCG00000016458,absent
ENSSSCG00000016459,absent
ENSSSCG00000016461,present
ENSSSCG00000016464,present
ENSSSCG00000016467,absent
ENSSSCG00000016469,absent
ENSSSCG00000016472,absent
ENSSSCG00000016473,present
ENSSSCG00000016475,present
ENSSSCG00000016478,absent
ENSSSCG00000016479,absent
ENSSSCG00000016484,absent
ENSSSCG00000016485,absent
ENSSSCG00000016486,absent
ENSSSCG00000016487,present
ENSSSCG00000016488,present
ENSSSCG00000016489,present
ENSSSCG00000016491,present
ENSSSCG00000016492,present
ENSSSCG00000016493,absent
ENSSSCG00000016494,present
ENSSSCG00000016496,present
ENSSSCG00000016497,present
ENSSSCG00000016498,present
ENSSSCG00000016501,present
ENSSSCG00000016502,present
ENSSSCG00000016504,absent
ENSSSCG00000016506,absent
ENSSSCG00000016509,present
ENSSSCG00000016510,present
ENSSSCG00000016511,present
ENSSSCG00000016512,present
ENSSSCG00000016513,present
ENSSSCG00000016516,absent
ENSSSCG00000016517,absent
ENSSSCG00000016518,present
ENSSSCG00000016519,absent
ENSSSCG00000016520,present
ENSSSCG00000016521,present
ENSSSCG00000016522,present
ENSSSCG00000016527,present
ENSSSCG00000016532,present
ENSSSCG00000016533,absent
ENSSSCG00000016535,present
ENSSSCG00000016538,absent
ENSSSCG00000016540,absent
ENSSSCG00000016541,present
ENSSSCG00000016542,present
ENSSSCG00000016543,present
ENSSSCG00000016545,present
ENSSSCG00000016548,present
ENSSSCG00000016549,present
ENSSSCG00000016550,absent
ENSSSCG00000016551,absent
ENSSSCG00000016553,present
ENSSSCG00000016554,present
ENSSSCG00000016555,absent
ENSSSCG00000016556,present
ENSSSCG00000016557,absent
ENSSSCG00000016559,absent
ENSSSCG00000016562,absent
ENSSSCG00000016563,present
ENSSSCG00000016564,present
ENSSSCG00000016565,present
ENSSSCG00000016566,present
ENSSSCG00000016567,present
ENSSSCG00000016568,present
ENSSSCG00000016569,present
ENSSSCG00000016570,present
ENSSSCG00000016571,present
ENSSSCG00000016572,present
ENSSSCG00000016573,present
ENSSSCG00000016574,absent
ENSSSCG00000016577,present
ENSSSCG00000016578,present
ENSSSCG00000016579,present
ENSSSCG00000016580,absent
ENSSSCG00000016581,present
ENSSSCG00000016582,absent
ENSSSCG00000016583,absent
ENSSSCG00000016585,present
ENSSSCG00000016589,absent
ENSSSCG00000016590,present
ENSSSCG00000016591,absent
ENSSSCG00000016592,absent
ENSSSCG00000016593,present
ENSSSCG00000016597,present
ENSSSCG00000016599,present
ENSSSCG00000016600,absent
ENSSSCG00000016601,absent
ENSSSCG00000016602,absent
ENSSSCG00000016603,absent
ENSSSCG00000016604,present
ENSSSCG00000016605,absent
ENSSSCG00000016606,absent
ENSSSCG00000016608,absent
ENSSSCG00000016609,present
ENSSSCG00000016611,present
ENSSSCG00000016613,present
ENSSSCG00000016614,present
ENSSSCG00000016616,present
ENSSSCG00000016617,absent
ENSSSCG00000016618,present
ENSSSCG00000016619,present
ENSSSCG00000016620,present
ENSSSCG00000016621,absent
ENSSSCG00000016623,absent
ENSSSCG00000016625,present
ENSSSCG00000016626,absent
ENSSSCG00000016627,absent
ENSSSCG00000016628,absent
ENSSSCG00000016629,present
ENSSSCG00000016634,present
ENSSSCG00000016635,present
ENSSSCG00000016639,present
ENSSSCG00000016640,absent
ENSSSCG00000016642,present
ENSSSCG00000016643,present
ENSSSCG00000016646,present
ENSSSCG00000016649,absent
ENSSSCG00000016650,present
ENSSSCG00000016651,present
ENSSSCG00000016652,present
ENSSSCG00000016653,present
ENSSSCG00000016655,present
ENSSSCG00000016657,present
ENSSSCG00000016658,present
ENSSSCG00000016659,present
ENSSSCG00000016661,present
ENSSSCG00000016662,absent
ENSSSCG00000016663,absent
ENSSSCG00000016664,present
ENSSSCG00000016665,present
ENSSSCG00000016668,present
ENSSSCG00000016671,absent
ENSSSCG00000016672,present
ENSSSCG00000016673,absent
ENSSSCG00000016674,absent
ENSSSCG00000016676,present
ENSSSCG00000016677,present
ENSSSCG00000016678,present
ENSSSCG00000016679,present
ENSSSCG00000016682,present
ENSSSCG00000016684,present
ENSSSCG00000016685,present
ENSSSCG00000016686,absent
ENSSSCG00000016687,present
ENSSSCG00000016688,present
ENSSSCG00000016689,present
ENSSSCG00000016690,present
ENSSSCG00000016691,present
ENSSSCG00000016692,present
ENSSSCG00000016695,present
ENSSSCG00000016696,absent
ENSSSCG00000016698,absent
ENSSSCG00000016701,absent
ENSSSCG00000016703,present
ENSSSCG00000016704,absent
ENSSSCG00000016705,absent
ENSSSCG00000016706,absent
ENSSSCG00000016707,absent
ENSSSCG00000016708,present
ENSSSCG00000016711,present
ENSSSCG00000016714,present
ENSSSCG00000016715,present
ENSSSCG00000016716,present
ENSSSCG00000016717,present
ENSSSCG00000016718,absent
ENSSSCG00000016719,absent
ENSSSCG00000016720,present
ENSSSCG00000016721,present
ENSSSCG00000016722,present
ENSSSCG00000016724,present
ENSSSCG00000016725,present
ENSSSCG00000016726,absent
ENSSSCG00000016728,absent
ENSSSCG00000016731,absent
ENSSSCG00000016732,present
ENSSSCG00000016733,absent
ENSSSCG00000016734,present
ENSSSCG00000016737,present
ENSSSCG00000016738,present
ENSSSCG00000016742,absent
ENSSSCG00000016743,present
ENSSSCG00000016744,present
ENSSSCG00000016745,present
ENSSSCG00000016746,absent
ENSSSCG00000016747,present
ENSSSCG00000016750,present
ENSSSCG00000016751,absent
ENSSSCG00000016753,present
ENSSSCG00000016754,present
ENSSSCG00000016755,present
ENSSSCG00000016756,present
ENSSSCG00000016758,present
ENSSSCG00000016760,present
ENSSSCG00000016763,absent
ENSSSCG00000016768,present
ENSSSCG00000016769,present
ENSSSCG00000016772,present
ENSSSCG00000016773,present
ENSSSCG00000016775,present
ENSSSCG00000016778,present
ENSSSCG00000016780,present
ENSSSCG00000016781,present
ENSSSCG00000016782,present
ENSSSCG00000016784,present
ENSSSCG00000016789,absent
ENSSSCG00000016791,absent
ENSSSCG00000016792,present
ENSSSCG00000016793,present
ENSSSCG00000016794,present
ENSSSCG00000016796,absent
ENSSSCG00000016799,absent
ENSSSCG00000016800,absent
ENSSSCG00000016802,absent
ENSSSCG00000016808,present
ENSSSCG00000016809,present
ENSSSCG00000016810,present
ENSSSCG00000016816,present
ENSSSCG00000016817,present
ENSSSCG00000016821,present
ENSSSCG00000016823,present
ENSSSCG00000016824,present
ENSSSCG00000016826,present
ENSSSCG00000016827,present
ENSSSCG00000016828,present
ENSSSCG00000016829,absent
ENSSSCG00000016830,absent
ENSSSCG00000016831,present
ENSSSCG00000016832,present
ENSSSCG00000016834,present
ENSSSCG00000016835,present
ENSSSCG00000016836,present
ENSSSCG00000016837,present
ENSSSCG00000016838,present
ENSSSCG00000016840,absent
ENSSSCG00000016841,present
ENSSSCG00000016842,present
ENSSSCG00000016843,present
ENSSSCG00000016845,present
ENSSSCG00000016846,present
ENSSSCG00000016848,absent
ENSSSCG00000016850,present
ENSSSCG00000016851,present
ENSSSCG00000016853,present
ENSSSCG00000016855,present
ENSSSCG00000016856,absent
ENSSSCG00000016857,present
ENSSSCG00000016859,present
ENSSSCG00000016861,absent
ENSSSCG00000016863,present
ENSSSCG00000016865,present
ENSSSCG00000016866,present
ENSSSCG00000016867,present
ENSSSCG00000016868,absent
ENSSSCG00000016869,absent
ENSSSCG00000016871,absent
ENSSSCG00000016872,present
ENSSSCG00000016873,present
ENSSSCG00000016874,present
ENSSSCG00000016876,present
ENSSSCG00000016877,present
ENSSSCG00000016878,present
ENSSSCG00000016881,absent
ENSSSCG00000016882,present
ENSSSCG00000016883,absent
ENSSSCG00000016884,present
ENSSSCG00000016885,present
ENSSSCG00000016887,present
ENSSSCG00000016888,present
ENSSSCG00000016892,absent
ENSSSCG00000016893,present
ENSSSCG00000016894,present
ENSSSCG00000016898,present
ENSSSCG00000016900,absent
ENSSSCG00000016901,present
ENSSSCG00000016902,absent
ENSSSCG00000016903,present
ENSSSCG00000016907,present
ENSSSCG00000016911,present
ENSSSCG00000016912,present
ENSSSCG00000016913,absent
ENSSSCG00000016915,absent
ENSSSCG00000016916,present
ENSSSCG00000016917,present
ENSSSCG00000016918,present
ENSSSCG00000016919,present
ENSSSCG00000016920,present
ENSSSCG00000016922,present
ENSSSCG00000016923,absent
ENSSSCG00000016925,present
ENSSSCG00000016928,present
ENSSSCG00000016929,present
ENSSSCG00000016934,present
ENSSSCG00000016938,present
ENSSSCG00000016941,present
ENSSSCG00000016942,present
ENSSSCG00000016943,present
ENSSSCG00000016945,present
ENSSSCG00000016946,present
ENSSSCG00000016948,present
ENSSSCG00000016949,present
ENSSSCG00000016954,present
ENSSSCG00000016956,present
ENSSSCG00000016957,present
ENSSSCG00000016958,present
ENSSSCG00000016959,present
ENSSSCG00000016960,present
ENSSSCG00000016961,present
ENSSSCG00000016963,present
ENSSSCG00000016968,present
ENSSSCG00000016969,present
ENSSSCG00000016970,present
ENSSSCG00000016971,present
ENSSSCG00000016972,absent
ENSSSCG00000016974,present
ENSSSCG00000016975,present
ENSSSCG00000016976,present
ENSSSCG00000016977,present
ENSSSCG00000016979,absent
ENSSSCG00000016981,present
ENSSSCG00000016982,present
ENSSSCG00000016983,absent
ENSSSCG00000016985,present
ENSSSCG00000016986,present
ENSSSCG00000016988,present
ENSSSCG00000016989,present
ENSSSCG00000016990,present
ENSSSCG00000016991,present
ENSSSCG00000016992,present
ENSSSCG00000016995,absent
ENSSSCG00000016997,absent
ENSSSCG00000016998,present
ENSSSCG00000016999,absent
ENSSSCG00000017000,present
ENSSSCG00000017003,present
ENSSSCG00000017005,absent
ENSSSCG00000017006,present
ENSSSCG00000017008,present
ENSSSCG00000017009,absent
ENSSSCG00000017010,present
ENSSSCG00000017012,present
ENSSSCG00000017013,absent
ENSSSCG00000017014,present
ENSSSCG00000017015,present
ENSSSCG00000017018,absent
ENSSSCG00000017022,present
ENSSSCG00000017024,present
ENSSSCG00000017025,absent
ENSSSCG00000017027,absent
ENSSSCG00000017032,present
ENSSSCG00000017033,present
ENSSSCG00000017036,absent
ENSSSCG00000017037,absent
ENSSSCG00000017038,present
ENSSSCG00000017041,absent
ENSSSCG00000017042,present
ENSSSCG00000017043,present
ENSSSCG00000017044,absent
ENSSSCG00000017046,present
ENSSSCG00000017047,present
ENSSSCG00000017051,absent
ENSSSCG00000017052,present
ENSSSCG00000017053,absent
ENSSSCG00000017054,present
ENSSSCG00000017055,present
ENSSSCG00000017057,absent
ENSSSCG00000017058,present
ENSSSCG00000017061,absent
ENSSSCG00000017062,absent
ENSSSCG00000017063,present
ENSSSCG00000017065,present
ENSSSCG00000017066,present
ENSSSCG00000017067,present
ENSSSCG00000017068,present
ENSSSCG00000017069,present
ENSSSCG00000017072,present
ENSSSCG00000017073,present
ENSSSCG00000017076,absent
ENSSSCG00000017077,absent
ENSSSCG00000017078,absent
ENSSSCG00000017082,present
ENSSSCG00000017084,absent
ENSSSCG00000017086,absent
ENSSSCG00000017087,present
ENSSSCG00000017089,present
ENSSSCG00000017091,present
ENSSSCG00000017094,present
ENSSSCG00000017095,present
ENSSSCG00000017098,present
ENSSSCG00000017099,present
ENSSSCG00000017100,present
ENSSSCG00000017101,present
ENSSSCG00000017102,present
ENSSSCG00000017103,present
ENSSSCG00000017104,present
ENSSSCG00000017106,present
ENSSSCG00000017109,absent
ENSSSCG00000017112,absent
ENSSSCG00000017114,present
ENSSSCG00000017116,present
ENSSSCG00000017117,absent
ENSSSCG00000017118,absent
ENSSSCG00000017119,present
ENSSSCG00000017120,absent
ENSSSCG00000017121,absent
ENSSSCG00000017125,present
ENSSSCG00000017126,present
ENSSSCG00000017127,present
ENSSSCG00000017128,present
ENSSSCG00000017131,present
ENSSSCG00000017133,present
ENSSSCG00000017134,present
ENSSSCG00000017135,absent
ENSSSCG00000017136,present
ENSSSCG00000017137,present
ENSSSCG00000017139,present
ENSSSCG00000017140,present
ENSSSCG00000017141,absent
ENSSSCG00000017142,present
ENSSSCG00000017143,present
ENSSSCG00000017144,absent
ENSSSCG00000017146,present
ENSSSCG00000017152,present
ENSSSCG00000017154,absent
ENSSSCG00000017155,present
ENSSSCG00000017156,present
ENSSSCG00000017158,absent
ENSSSCG00000017159,present
ENSSSCG00000017160,present
ENSSSCG00000017163,absent
ENSSSCG00000017164,present
ENSSSCG00000017165,present
ENSSSCG00000017167,present
ENSSSCG00000017168,present
ENSSSCG00000017169,present
ENSSSCG00000017170,absent
ENSSSCG00000017172,absent
ENSSSCG00000017176,absent
ENSSSCG00000017177,present
ENSSSCG00000017178,absent
ENSSSCG00000017181,present
ENSSSCG00000017184,present
ENSSSCG00000017186,present
ENSSSCG00000017187,absent
ENSSSCG00000017188,absent
ENSSSCG00000017189,absent
ENSSSCG00000017190,present
ENSSSCG00000017191,present
ENSSSCG00000017192,absent
ENSSSCG00000017193,absent
ENSSSCG00000017194,absent
ENSSSCG00000017195,present
ENSSSCG00000017196,present
ENSSSCG00000017197,present
ENSSSCG00000017198,present
ENSSSCG00000017199,present
ENSSSCG00000017200,present
ENSSSCG00000017201,present
ENSSSCG00000017202,present
ENSSSCG00000017203,present
ENSSSCG00000017204,present
ENSSSCG00000017205,present
ENSSSCG00000017206,present
ENSSSCG00000017207,present
ENSSSCG00000017208,present
ENSSSCG00000017209,present
ENSSSCG00000017211,present
ENSSSCG00000017212,present
ENSSSCG00000017213,present
ENSSSCG00000017214,present
ENSSSCG00000017215,absent
ENSSSCG00000017216,absent
ENSSSCG00000017218,present
ENSSSCG00000017219,present
ENSSSCG00000017220,absent
ENSSSCG00000017222,absent
ENSSSCG00000017223,absent
ENSSSCG00000017226,present
ENSSSCG00000017227,present
ENSSSCG00000017230,absent
ENSSSCG00000017231,present
ENSSSCG00000017232,present
ENSSSCG00000017233,present
ENSSSCG00000017235,absent
ENSSSCG00000017236,absent
ENSSSCG00000017237,absent
ENSSSCG00000017238,present
ENSSSCG00000017239,present
ENSSSCG00000017245,present
ENSSSCG00000017246,present
ENSSSCG00000017248,present
ENSSSCG00000017249,absent
ENSSSCG00000017251,present
ENSSSCG00000017254,present
ENSSSCG00000017255,present
ENSSSCG00000017256,present
ENSSSCG00000017257,present
ENSSSCG00000017258,present
ENSSSCG00000017259,present
ENSSSCG00000017260,present
ENSSSCG00000017261,absent
ENSSSCG00000017262,present
ENSSSCG00000017264,present
ENSSSCG00000017265,present
ENSSSCG00000017268,present
ENSSSCG00000017271,absent
ENSSSCG00000017272,present
ENSSSCG00000017273,present
ENSSSCG00000017274,present
ENSSSCG00000017277,present
ENSSSCG00000017278,present
ENSSSCG00000017282,absent
ENSSSCG00000017283,absent
ENSSSCG00000017285,absent
ENSSSCG00000017287,present
ENSSSCG00000017288,present
ENSSSCG00000017289,present
ENSSSCG00000017290,present
ENSSSCG00000017294,present
ENSSSCG00000017295,absent
ENSSSCG00000017296,present
ENSSSCG00000017297,present
ENSSSCG00000017298,present
ENSSSCG00000017299,absent
ENSSSCG00000017300,present
ENSSSCG00000017301,present
ENSSSCG00000017304,absent
ENSSSCG00000017305,absent
ENSSSCG00000017306,present
ENSSSCG00000017307,absent
ENSSSCG00000017308,present
ENSSSCG00000017310,present
ENSSSCG00000017311,present
ENSSSCG00000017313,absent
ENSSSCG00000017314,absent
ENSSSCG00000017316,present
ENSSSCG00000017317,absent
ENSSSCG00000017320,absent
ENSSSCG00000017321,absent
ENSSSCG00000017324,absent
ENSSSCG00000017325,present
ENSSSCG00000017328,present
ENSSSCG00000017330,present
ENSSSCG00000017331,absent
ENSSSCG00000017332,absent
ENSSSCG00000017333,present
ENSSSCG00000017335,present
ENSSSCG00000017336,present
ENSSSCG00000017337,present
ENSSSCG00000017338,present
ENSSSCG00000017339,present
ENSSSCG00000017340,present
ENSSSCG00000017342,absent
ENSSSCG00000017343,absent
ENSSSCG00000017344,absent
ENSSSCG00000017345,absent
ENSSSCG00000017346,present
ENSSSCG00000017347,absent
ENSSSCG00000017349,absent
ENSSSCG00000017351,absent
ENSSSCG00000017352,present
ENSSSCG00000017355,present
ENSSSCG00000017356,absent
ENSSSCG00000017357,present
ENSSSCG00000017358,absent
ENSSSCG00000017359,present
ENSSSCG00000017360,present
ENSSSCG00000017362,present
ENSSSCG00000017364,absent
ENSSSCG00000017365,present
ENSSSCG00000017366,present
ENSSSCG00000017367,absent
ENSSSCG00000017368,absent
ENSSSCG00000017371,present
ENSSSCG00000017372,absent
ENSSSCG00000017373,present
ENSSSCG00000017376,present
ENSSSCG00000017377,absent
ENSSSCG00000017378,present
ENSSSCG00000017379,absent
ENSSSCG00000017380,present
ENSSSCG00000017382,present
ENSSSCG00000017383,absent
ENSSSCG00000017384,absent
ENSSSCG00000017385,present
ENSSSCG00000017386,present
ENSSSCG00000017389,present
ENSSSCG00000017391,absent
ENSSSCG00000017392,absent
ENSSSCG00000017393,present
ENSSSCG00000017395,present
ENSSSCG00000017396,absent
ENSSSCG00000017397,present
ENSSSCG00000017398,present
ENSSSCG00000017401,present
ENSSSCG00000017402,present
ENSSSCG00000017403,present
ENSSSCG00000017406,present
ENSSSCG00000017407,present
ENSSSCG00000017410,absent
ENSSSCG00000017411,absent
ENSSSCG00000017413,absent
ENSSSCG00000017414,present
ENSSSCG00000017415,present
ENSSSCG00000017416,present
ENSSSCG00000017417,absent
ENSSSCG00000017418,present
ENSSSCG00000017419,present
ENSSSCG00000017420,present
ENSSSCG00000017421,present
ENSSSCG00000017422,present
ENSSSCG00000017427,absent
ENSSSCG00000017428,present
ENSSSCG00000017429,present
ENSSSCG00000017430,present
ENSSSCG00000017433,absent
ENSSSCG00000017437,absent
ENSSSCG00000017438,absent
ENSSSCG00000017439,absent
ENSSSCG00000017441,absent
ENSSSCG00000017444,absent
ENSSSCG00000017445,absent
ENSSSCG00000017446,present
ENSSSCG00000017448,present
ENSSSCG00000017451,absent
ENSSSCG00000017458,absent
ENSSSCG00000017459,absent
ENSSSCG00000017460,absent
ENSSSCG00000017461,absent
ENSSSCG00000017462,absent
ENSSSCG00000017463,absent
ENSSSCG00000017464,absent
ENSSSCG00000017465,absent
ENSSSCG00000017466,absent
ENSSSCG00000017470,absent
ENSSSCG00000017471,absent
ENSSSCG00000017472,present
ENSSSCG00000017473,present
ENSSSCG00000017474,absent
ENSSSCG00000017475,present
ENSSSCG00000017476,present
ENSSSCG00000017477,present
ENSSSCG00000017478,present
ENSSSCG00000017479,present
ENSSSCG00000017484,absent
ENSSSCG00000017488,absent
ENSSSCG00000017489,present
ENSSSCG00000017490,absent
ENSSSCG00000017492,present
ENSSSCG00000017493,absent
ENSSSCG00000017494,absent
ENSSSCG00000017495,absent
ENSSSCG00000017496,present
ENSSSCG00000017497,present
ENSSSCG00000017498,present
ENSSSCG00000017499,present
