Gene ID,Majority detection flag
ENSG00000101076,present
ENSG00000101079,present
ENSG00000101082,present
ENSG00000101084,present
ENSG00000101096,present
ENSG00000101098,present
ENSG00000101104,present
ENSG00000101109,present
ENSG00000101115,present
ENSG00000101126,present
ENSG00000101132,present
ENSG00000101134,present
ENSG00000101138,present
ENSG00000101144,present
ENSG00000101146,present
ENSG00000101150,present
ENSG00000101152,present
ENSG00000101158,present
ENSG00000101160,present
ENSG00000101161,present
ENSG00000101162,present
ENSG00000101166,present
ENSG00000101180,absent
ENSG00000101181,present
ENSG00000101182,present
ENSG00000101187,present
ENSG00000101188,absent
ENSG00000101189,present
ENSG00000101190,present
ENSG00000101191,present
ENSG00000101193,present
ENSG00000101194,present
ENSG00000101197,absent
ENSG00000101198,present
ENSG00000101199,present
ENSG00000101200,absent
ENSG00000101203,absent
ENSG00000101204,absent
ENSG00000101210,present
ENSG00000101213,present
ENSG00000101216,present
ENSG00000101220,present
ENSG00000101222,present
ENSG00000101224,present
ENSG00000101230,present
ENSG00000101236,present
ENSG00000101246,present
ENSG00000101247,present
ENSG00000101251,present
ENSG00000101255,present
ENSG00000101265,present
ENSG00000101266,present
ENSG00000101276,present
ENSG00000101278,present
ENSG00000101280,present
ENSG00000101282,absent
ENSG00000101290,present
ENSG00000101292,absent
ENSG00000101294,present
ENSG00000101298,present
ENSG00000101306,present
ENSG00000101307,present
ENSG00000101310,present
ENSG00000101311,present
ENSG00000101323,absent
ENSG00000101327,absent
ENSG00000101331,present
ENSG00000101333,present
ENSG00000101335,present
ENSG00000101336,present
ENSG00000101337,present
ENSG00000101342,present
ENSG00000101343,present
ENSG00000101346,present
ENSG00000101347,present
ENSG00000101349,absent
ENSG00000101350,present
ENSG00000101353,present
ENSG00000101361,present
ENSG00000101363,present
ENSG00000101365,present
ENSG00000101367,present
ENSG00000101384,present
ENSG00000101391,present
ENSG00000101400,present
ENSG00000101405,absent
ENSG00000101407,present
ENSG00000101412,present
ENSG00000101413,present
ENSG00000101417,present
ENSG00000101421,present
ENSG00000101425,present
ENSG00000101435,absent
ENSG00000101438,absent
ENSG00000101439,present
ENSG00000101440,present
ENSG00000101441,absent
ENSG00000101442,present
ENSG00000101443,present
ENSG00000101444,present
ENSG00000101445,present
ENSG00000101446,absent
ENSG00000101447,present
ENSG00000101448,present
ENSG00000101452,present
ENSG00000101457,present
ENSG00000101460,present
ENSG00000101463,present
ENSG00000101464,present
ENSG00000101470,present
ENSG00000101473,present
ENSG00000101474,present
ENSG00000101489,present
ENSG00000101493,present
ENSG00000101542,present
ENSG00000101544,present
ENSG00000101546,present
ENSG00000101557,present
ENSG00000101558,present
ENSG00000101574,present
ENSG00000101577,present
ENSG00000101596,present
ENSG00000101605,present
ENSG00000101608,present
ENSG00000101624,present
ENSG00000101638,present
ENSG00000101639,present
ENSG00000101654,present
ENSG00000101665,present
ENSG00000101670,present
ENSG00000101680,present
ENSG00000101695,present
ENSG00000101745,present
ENSG00000101746,present
ENSG00000101751,present
ENSG00000101752,present
ENSG00000101773,present
ENSG00000101782,present
ENSG00000101811,present
ENSG00000101812,present
ENSG00000101825,present
ENSG00000101842,present
ENSG00000101843,present
ENSG00000101844,present
ENSG00000101846,present
ENSG00000101849,present
ENSG00000101850,present
ENSG00000101856,present
ENSG00000101868,present
ENSG00000101871,present
ENSG00000101882,present
ENSG00000101883,absent
ENSG00000101888,present
ENSG00000101890,absent
ENSG00000101892,absent
ENSG00000101898,present
ENSG00000101901,present
ENSG00000101911,present
ENSG00000101916,present
ENSG00000101928,present
ENSG00000101935,present
ENSG00000101938,present
ENSG00000101940,present
ENSG00000101945,present
ENSG00000101951,present
ENSG00000101955,present
ENSG00000101958,absent
ENSG00000101966,present
ENSG00000101972,present
ENSG00000101974,present
ENSG00000101977,present
ENSG00000101981,absent
ENSG00000101986,present
ENSG00000101997,present
ENSG00000102001,present
ENSG00000102003,present
ENSG00000102007,present
ENSG00000102010,present
ENSG00000102021,absent
ENSG00000102024,present
ENSG00000102030,present
ENSG00000102032,present
ENSG00000102034,present
ENSG00000102038,present
ENSG00000102043,present
ENSG00000102048,present
ENSG00000102053,present
ENSG00000102054,present
ENSG00000102055,absent
ENSG00000102057,present
ENSG00000102076,absent
ENSG00000102078,present
ENSG00000102081,present
ENSG00000102096,present
ENSG00000102098,present
ENSG00000102100,present
ENSG00000102103,present
ENSG00000102104,absent
ENSG00000102109,present
ENSG00000102119,present
ENSG00000102125,present
ENSG00000102128,absent
ENSG00000102144,present
ENSG00000102145,present
ENSG00000102158,present
ENSG00000102172,present
ENSG00000102174,present
ENSG00000102178,present
ENSG00000102181,present
ENSG00000102189,present
ENSG00000102195,absent
ENSG00000102218,present
ENSG00000102221,present
ENSG00000102225,present
ENSG00000102226,present
ENSG00000102230,present
ENSG00000102239,absent
ENSG00000102241,present
ENSG00000102243,absent
ENSG00000102245,present
ENSG00000102265,present
ENSG00000102271,present
ENSG00000102287,present
ENSG00000102290,present
ENSG00000102302,present
ENSG00000102309,present
ENSG00000102312,present
ENSG00000102313,absent
ENSG00000102316,present
ENSG00000102317,present
ENSG00000102349,present
ENSG00000102359,present
ENSG00000102362,present
ENSG00000102383,present
ENSG00000102384,present
ENSG00000102385,present
ENSG00000102387,present
ENSG00000102390,present
ENSG00000102393,present
ENSG00000102401,present
ENSG00000102409,present
ENSG00000102445,present
ENSG00000102452,present
ENSG00000102466,present
ENSG00000102468,present
ENSG00000102471,present
ENSG00000102524,present
ENSG00000102531,present
ENSG00000102539,absent
ENSG00000102543,present
ENSG00000102547,present
ENSG00000102554,present
ENSG00000102572,present
ENSG00000102575,present
ENSG00000102580,present
ENSG00000102595,present
ENSG00000102606,present
ENSG00000102678,present
ENSG00000102683,present
ENSG00000102699,present
ENSG00000102710,present
ENSG00000102738,present
ENSG00000102743,present
ENSG00000102753,present
ENSG00000102755,present
ENSG00000102760,present
ENSG00000102763,present
ENSG00000102780,present
ENSG00000102781,present
ENSG00000102786,present
ENSG00000102794,absent
ENSG00000102796,present
ENSG00000102802,present
ENSG00000102804,present
ENSG00000102805,present
ENSG00000102837,present
ENSG00000102854,present
ENSG00000102858,present
ENSG00000102870,present
ENSG00000102871,present
ENSG00000102878,present
ENSG00000102879,present
ENSG00000102882,present
ENSG00000102886,present
ENSG00000102890,present
ENSG00000102891,absent
ENSG00000102893,present
ENSG00000102897,present
ENSG00000102898,present
ENSG00000102900,present
ENSG00000102901,present
ENSG00000102904,present
ENSG00000102908,present
ENSG00000102910,present
ENSG00000102921,present
ENSG00000102924,present
ENSG00000102931,present
ENSG00000102934,present
ENSG00000102935,present
ENSG00000102962,present
ENSG00000102967,present
ENSG00000102970,present
ENSG00000102974,present
ENSG00000102977,present
ENSG00000102978,present
ENSG00000102981,present
ENSG00000102984,present
ENSG00000102996,present
ENSG00000103005,present
ENSG00000103018,present
ENSG00000103021,present
ENSG00000103023,absent
ENSG00000103024,present
ENSG00000103034,present
ENSG00000103035,present
ENSG00000103037,present
ENSG00000103042,present
ENSG00000103043,present
ENSG00000103044,present
ENSG00000103047,present
ENSG00000103051,present
ENSG00000103056,present
ENSG00000103061,present
ENSG00000103064,present
ENSG00000103066,present
ENSG00000103067,present
ENSG00000103089,present
ENSG00000103091,present
ENSG00000103111,present
ENSG00000103121,present
ENSG00000103126,present
ENSG00000103145,present
ENSG00000103148,present
ENSG00000103150,present
ENSG00000103152,present
ENSG00000103154,present
ENSG00000103160,present
ENSG00000103168,present
ENSG00000103174,present
ENSG00000103175,present
ENSG00000103184,present
ENSG00000103187,present
ENSG00000103194,present
ENSG00000103196,present
ENSG00000103197,present
ENSG00000103199,present
ENSG00000103200,absent
ENSG00000103202,present
ENSG00000103222,present
ENSG00000103226,present
ENSG00000103227,present
ENSG00000103241,present
ENSG00000103245,present
ENSG00000103248,present
ENSG00000103249,present
ENSG00000103253,present
ENSG00000103254,present
ENSG00000103257,present
ENSG00000103260,present
ENSG00000103264,present
ENSG00000103266,present
ENSG00000103269,present
ENSG00000103274,present
ENSG00000103275,present
ENSG00000103310,absent
ENSG00000103313,present
ENSG00000103316,present
ENSG00000103319,present
ENSG00000103326,present
ENSG00000103335,present
ENSG00000103342,present
ENSG00000103343,present
ENSG00000103351,present
ENSG00000103353,present
ENSG00000103355,absent
ENSG00000103356,present
ENSG00000103363,present
ENSG00000103365,present
ENSG00000103375,present
ENSG00000103381,present
ENSG00000103404,present
ENSG00000103415,present
ENSG00000103423,present
ENSG00000103426,absent
ENSG00000103429,present
ENSG00000103449,present
ENSG00000103460,present
ENSG00000103472,present
ENSG00000103479,present
ENSG00000103485,present
ENSG00000103489,present
ENSG00000103490,present
ENSG00000103494,present
ENSG00000103495,present
ENSG00000103496,present
ENSG00000103502,present
ENSG00000103507,present
ENSG00000103510,present
ENSG00000103512,present
ENSG00000103522,present
ENSG00000103528,present
ENSG00000103534,present
ENSG00000103540,present
ENSG00000103544,present
ENSG00000103546,present
ENSG00000103549,present
ENSG00000103550,present
ENSG00000103569,present
ENSG00000103591,present
ENSG00000103599,present
ENSG00000103642,present
ENSG00000103647,present
ENSG00000103653,present
ENSG00000103657,present
ENSG00000103671,present
ENSG00000103707,present
ENSG00000103710,present
ENSG00000103723,present
ENSG00000103740,present
ENSG00000103742,present
ENSG00000103769,present
ENSG00000103811,present
ENSG00000103832,absent
ENSG00000103852,present
ENSG00000103855,present
ENSG00000103876,present
ENSG00000103888,present
ENSG00000103932,present
ENSG00000103942,present
ENSG00000103966,present
ENSG00000103978,present
ENSG00000103994,present
ENSG00000103995,present
ENSG00000104043,present
ENSG00000104044,present
ENSG00000104047,present
ENSG00000104055,absent
ENSG00000104059,present
ENSG00000104064,present
ENSG00000104067,present
ENSG00000104081,present
ENSG00000104093,present
ENSG00000104112,present
ENSG00000104129,present
ENSG00000104131,present
ENSG00000104133,present
ENSG00000104140,present
ENSG00000104142,present
ENSG00000104147,present
ENSG00000104154,present
ENSG00000104164,present
ENSG00000104177,present
ENSG00000104205,present
ENSG00000104213,present
ENSG00000104218,present
ENSG00000104219,present
ENSG00000104221,present
ENSG00000104228,present
ENSG00000104231,present
ENSG00000104237,present
ENSG00000104267,present
ENSG00000104290,present
ENSG00000104299,present
ENSG00000104312,present
ENSG00000104313,present
ENSG00000104320,present
ENSG00000104321,present
ENSG00000104324,present
ENSG00000104325,present
ENSG00000104327,present
ENSG00000104331,present
ENSG00000104332,present
ENSG00000104341,present
ENSG00000104343,present
ENSG00000104356,present
ENSG00000104361,present
ENSG00000104365,present
ENSG00000104368,present
ENSG00000104369,present
ENSG00000104371,absent
ENSG00000104375,present
ENSG00000104381,present
ENSG00000104388,present
ENSG00000104408,present
ENSG00000104412,present
ENSG00000104413,present
ENSG00000104415,present
ENSG00000104419,present
ENSG00000104427,present
ENSG00000104432,present
ENSG00000104435,present
ENSG00000104442,present
ENSG00000104447,present
ENSG00000104450,present
ENSG00000104472,present
ENSG00000104490,present
ENSG00000104497,present
ENSG00000104499,absent
ENSG00000104517,present
ENSG00000104518,present
ENSG00000104522,present
ENSG00000104524,present
ENSG00000104529,present
ENSG00000104537,present
ENSG00000104549,present
ENSG00000104611,present
ENSG00000104613,present
ENSG00000104626,present
ENSG00000104635,present
ENSG00000104643,present
ENSG00000104660,present
ENSG00000104671,present
ENSG00000104679,present
ENSG00000104687,present
ENSG00000104689,present
ENSG00000104691,present
ENSG00000104695,present
ENSG00000104714,present
ENSG00000104722,present
ENSG00000104723,present
ENSG00000104728,present
ENSG00000104731,present
ENSG00000104738,present
ENSG00000104755,absent
ENSG00000104756,present
ENSG00000104760,present
ENSG00000104763,present
ENSG00000104765,present
ENSG00000104774,present
ENSG00000104783,present
ENSG00000104804,present
ENSG00000104805,present
ENSG00000104808,present
ENSG00000104812,present
ENSG00000104814,present
ENSG00000104818,absent
ENSG00000104823,present
ENSG00000104824,present
ENSG00000104825,present
ENSG00000104826,absent
ENSG00000104827,absent
ENSG00000104833,present
ENSG00000104835,present
ENSG00000104848,absent
ENSG00000104852,present
ENSG00000104853,present
ENSG00000104856,present
ENSG00000104859,present
ENSG00000104863,present
ENSG00000104866,present
ENSG00000104870,present
ENSG00000104872,present
ENSG00000104879,present
ENSG00000104880,present
ENSG00000104881,present
ENSG00000104883,present
ENSG00000104884,present
ENSG00000104885,present
ENSG00000104886,present
ENSG00000104888,present
ENSG00000104889,present
ENSG00000104892,absent
ENSG00000104894,present
ENSG00000104897,present
ENSG00000104899,present
ENSG00000104901,present
ENSG00000104903,present
ENSG00000104904,present
ENSG00000104907,present
ENSG00000104915,present
ENSG00000104918,absent
ENSG00000104921,present
ENSG00000104936,present
ENSG00000104938,present
ENSG00000104941,absent
ENSG00000104946,present
ENSG00000104951,present
ENSG00000104953,present
ENSG00000104957,present
ENSG00000104960,present
ENSG00000104964,present
ENSG00000104967,present
ENSG00000104969,present
ENSG00000104970,absent
ENSG00000104972,present
ENSG00000104973,present
ENSG00000104974,present
ENSG00000104976,present
ENSG00000104979,present
ENSG00000104980,present
ENSG00000104983,present
ENSG00000104998,present
ENSG00000105011,present
ENSG00000105048,present
ENSG00000105053,present
ENSG00000105058,present
ENSG00000105063,present
ENSG00000105072,present
ENSG00000105085,present
ENSG00000105088,present
ENSG00000105122,present
ENSG00000105127,present
ENSG00000105131,present
ENSG00000105135,present
ENSG00000105136,present
ENSG00000105137,present
ENSG00000105141,absent
ENSG00000105143,absent
ENSG00000105146,present
ENSG00000105171,present
ENSG00000105173,present
ENSG00000105176,present
ENSG00000105185,present
ENSG00000105186,present
ENSG00000105193,present
ENSG00000105197,present
ENSG00000105198,absent
ENSG00000105202,present
ENSG00000105204,present
ENSG00000105205,present
ENSG00000105219,present
ENSG00000105220,present
ENSG00000105221,present
ENSG00000105223,present
ENSG00000105227,present
ENSG00000105229,present
ENSG00000105245,present
ENSG00000105246,present
ENSG00000105248,present
ENSG00000105251,present
ENSG00000105254,present
ENSG00000105255,present
ENSG00000105258,present
ENSG00000105261,absent
ENSG00000105270,present
ENSG00000105278,present
ENSG00000105281,present
ENSG00000105287,present
ENSG00000105289,present
ENSG00000105290,present
ENSG00000105298,present
ENSG00000105321,present
ENSG00000105323,present
ENSG00000105325,present
ENSG00000105327,present
ENSG00000105329,present
ENSG00000105339,present
ENSG00000105341,present
ENSG00000105352,present
ENSG00000105355,present
ENSG00000105357,present
ENSG00000105364,present
ENSG00000105366,present
ENSG00000105369,present
ENSG00000105370,absent
ENSG00000105371,present
ENSG00000105372,present
ENSG00000105373,present
ENSG00000105374,present
ENSG00000105376,present
ENSG00000105379,present
ENSG00000105383,present
ENSG00000105388,present
ENSG00000105392,present
ENSG00000105393,present
ENSG00000105397,present
ENSG00000105398,absent
ENSG00000105401,present
ENSG00000105402,present
ENSG00000105404,present
ENSG00000105409,present
ENSG00000105419,present
ENSG00000105426,present
ENSG00000105427,present
ENSG00000105428,absent
ENSG00000105429,present
ENSG00000105438,present
ENSG00000105443,present
ENSG00000105447,present
ENSG00000105464,absent
ENSG00000105467,absent
ENSG00000105472,present
ENSG00000105479,present
ENSG00000105483,present
ENSG00000105486,present
ENSG00000105492,present
ENSG00000105497,present
ENSG00000105499,present
ENSG00000105501,present
ENSG00000105507,absent
ENSG00000105509,present
ENSG00000105514,present
ENSG00000105516,present
ENSG00000105518,present
ENSG00000105519,present
ENSG00000105520,present
ENSG00000105523,present
ENSG00000105538,present
ENSG00000105549,absent
ENSG00000105550,absent
ENSG00000105552,present
ENSG00000105556,present
ENSG00000105559,present
ENSG00000105568,present
ENSG00000105576,present
ENSG00000105583,present
ENSG00000105605,absent
ENSG00000105607,present
ENSG00000105609,present
ENSG00000105610,absent
ENSG00000105612,present
ENSG00000105613,present
ENSG00000105617,present
ENSG00000105618,present
ENSG00000105619,present
ENSG00000105639,present
ENSG00000105640,present
ENSG00000105641,absent
ENSG00000105642,absent
ENSG00000105643,present
ENSG00000105647,present
ENSG00000105649,present
ENSG00000105650,present
ENSG00000105655,present
ENSG00000105656,present
ENSG00000105662,present
ENSG00000105664,present
ENSG00000105668,absent
ENSG00000105669,present
ENSG00000105671,present
ENSG00000105672,present
ENSG00000105675,absent
ENSG00000105676,present
ENSG00000105677,present
ENSG00000105679,absent
ENSG00000105694,absent
ENSG00000105695,present
ENSG00000105696,present
ENSG00000105697,present
ENSG00000105698,present
ENSG00000105699,present
ENSG00000105700,present
ENSG00000105701,present
ENSG00000105705,present
ENSG00000105707,present
ENSG00000105708,present
ENSG00000105711,present
ENSG00000105717,present
ENSG00000105722,present
ENSG00000105723,present
ENSG00000105726,present
ENSG00000105732,present
ENSG00000105737,present
ENSG00000105738,present
ENSG00000105750,present
ENSG00000105755,present
ENSG00000105767,present
ENSG00000105771,present
ENSG00000105778,present
ENSG00000105784,present
ENSG00000105792,present
ENSG00000105793,present
ENSG00000105808,present
ENSG00000105810,present
ENSG00000105819,present
ENSG00000105821,present
ENSG00000105825,present
ENSG00000105829,present
ENSG00000105835,present
ENSG00000105849,present
ENSG00000105851,present
ENSG00000105852,present
ENSG00000105854,present
ENSG00000105855,present
ENSG00000105856,present
ENSG00000105865,present
ENSG00000105866,present
ENSG00000105875,present
ENSG00000105877,present
ENSG00000105879,present
ENSG00000105880,present
ENSG00000105887,present
ENSG00000105889,present
ENSG00000105894,present
ENSG00000105926,present
ENSG00000105928,present
ENSG00000105929,absent
ENSG00000105939,present
ENSG00000105948,present
ENSG00000105953,present
ENSG00000105954,absent
ENSG00000105963,present
ENSG00000105967,present
ENSG00000105968,present
ENSG00000105971,present
ENSG00000105974,present
ENSG00000105976,present
ENSG00000105982,present
ENSG00000105983,present
ENSG00000105988,absent
ENSG00000105989,present
ENSG00000105991,present
ENSG00000105993,present
ENSG00000105996,present
ENSG00000105997,present
ENSG00000106003,present
ENSG00000106004,present
ENSG00000106006,present
ENSG00000106009,present
ENSG00000106012,present
ENSG00000106013,present
ENSG00000106018,present
ENSG00000106025,present
ENSG00000106028,present
ENSG00000106031,present
ENSG00000106034,present
ENSG00000106038,absent
ENSG00000106049,present
ENSG00000106052,present
ENSG00000106066,present
ENSG00000106069,present
ENSG00000106070,present
ENSG00000106077,present
ENSG00000106078,present
ENSG00000106080,present
ENSG00000106086,present
ENSG00000106089,present
ENSG00000106100,present
ENSG00000106105,present
ENSG00000106113,present
ENSG00000106123,present
ENSG00000106125,present
ENSG00000106128,present
ENSG00000106133,present
ENSG00000106144,present
ENSG00000106153,present
ENSG00000106178,present
ENSG00000106211,present
ENSG00000106236,present
ENSG00000106244,present
ENSG00000106245,present
ENSG00000106246,present
ENSG00000106258,present
ENSG00000106261,present
ENSG00000106263,present
ENSG00000106266,present
ENSG00000106268,present
ENSG00000106278,present
ENSG00000106290,present
ENSG00000106299,present
ENSG00000106302,present
ENSG00000106304,absent
ENSG00000106305,present
ENSG00000106327,present
ENSG00000106328,present
ENSG00000106330,present
ENSG00000106331,absent
ENSG00000106333,present
ENSG00000106336,present
ENSG00000106341,absent
ENSG00000106344,present
ENSG00000106346,present
ENSG00000106348,present
ENSG00000106351,present
ENSG00000106355,present
ENSG00000106366,present
ENSG00000106367,present
ENSG00000106384,absent
ENSG00000106392,present
ENSG00000106397,present
ENSG00000106399,present
ENSG00000106400,present
ENSG00000106404,present
ENSG00000106410,absent
ENSG00000106415,present
ENSG00000106436,absent
ENSG00000106443,present
ENSG00000106459,present
ENSG00000106460,present
ENSG00000106462,present
ENSG00000106477,present
ENSG00000106479,present
ENSG00000106483,present
ENSG00000106484,present
ENSG00000106511,present
ENSG00000106524,present
ENSG00000106526,present
ENSG00000106536,absent
ENSG00000106537,present
ENSG00000106538,present
ENSG00000106540,absent
ENSG00000106541,present
ENSG00000106546,present
ENSG00000106554,present
ENSG00000106560,present
ENSG00000106565,present
ENSG00000106571,present
ENSG00000106588,present
ENSG00000106591,present
ENSG00000106603,present
ENSG00000106605,present
ENSG00000106608,present
ENSG00000106609,present
ENSG00000106610,present
ENSG00000106615,present
ENSG00000106617,present
ENSG00000106624,present
ENSG00000106628,present
ENSG00000106631,present
ENSG00000106633,present
ENSG00000106635,present
ENSG00000106636,present
ENSG00000106638,present
ENSG00000106648,absent
ENSG00000106665,present
ENSG00000106682,present
ENSG00000106683,present
ENSG00000106686,present
ENSG00000106688,present
ENSG00000106689,absent
ENSG00000106692,present
ENSG00000106701,present
ENSG00000106714,present
ENSG00000106723,present
ENSG00000106733,present
ENSG00000106771,present
ENSG00000106772,present
ENSG00000106780,present
ENSG00000106785,present
ENSG00000106789,present
ENSG00000106799,present
ENSG00000106803,present
ENSG00000106804,present
ENSG00000106809,present
ENSG00000106819,present
ENSG00000106823,present
ENSG00000106829,present
ENSG00000106852,present
ENSG00000106853,present
ENSG00000106868,present
ENSG00000106927,present
ENSG00000106948,present
ENSG00000106952,present
ENSG00000106976,present
ENSG00000106991,present
ENSG00000106992,present
ENSG00000106993,present
ENSG00000107014,present
ENSG00000107018,present
ENSG00000107020,present
ENSG00000107021,present
ENSG00000107036,present
ENSG00000107077,present
ENSG00000107099,present
ENSG00000107104,present
ENSG00000107105,present
ENSG00000107130,present
ENSG00000107140,present
ENSG00000107147,present
ENSG00000107159,present
ENSG00000107164,present
ENSG00000107165,present
ENSG00000107175,present
ENSG00000107185,present
ENSG00000107186,present
ENSG00000107187,absent
ENSG00000107201,present
ENSG00000107223,present
ENSG00000107242,present
ENSG00000107249,present
ENSG00000107262,present
ENSG00000107263,present
ENSG00000107281,present
ENSG00000107282,present
ENSG00000107290,present
ENSG00000107295,present
ENSG00000107317,present
ENSG00000107331,present
ENSG00000107338,present
ENSG00000107341,present
ENSG00000107362,present
ENSG00000107371,present
ENSG00000107372,present
ENSG00000107404,present
ENSG00000107438,present
ENSG00000107443,present
ENSG00000107447,absent
ENSG00000107485,present
ENSG00000107518,present
ENSG00000107521,present
ENSG00000107537,present
ENSG00000107551,present
ENSG00000107554,present
ENSG00000107560,present
ENSG00000107562,present
ENSG00000107566,present
ENSG00000107581,present
ENSG00000107593,present
ENSG00000107611,present
ENSG00000107614,present
ENSG00000107625,present
ENSG00000107643,present
ENSG00000107651,present
ENSG00000107669,present
ENSG00000107672,present
ENSG00000107679,present
ENSG00000107719,present
ENSG00000107731,present
ENSG00000107736,present
ENSG00000107738,present
ENSG00000107742,present
ENSG00000107745,present
ENSG00000107758,present
ENSG00000107771,present
ENSG00000107779,present
ENSG00000107789,present
ENSG00000107796,present
ENSG00000107798,present
ENSG00000107807,absent
ENSG00000107815,present
ENSG00000107816,present
ENSG00000107819,present
ENSG00000107821,present
ENSG00000107829,present
ENSG00000107831,present
ENSG00000107833,present
ENSG00000107854,present
ENSG00000107859,absent
ENSG00000107862,present
ENSG00000107863,present
ENSG00000107864,present
ENSG00000107872,present
ENSG00000107874,present
ENSG00000107882,present
ENSG00000107890,present
ENSG00000107897,present
ENSG00000107902,present
ENSG00000107929,present
ENSG00000107937,present
ENSG00000107938,present
ENSG00000107949,present
ENSG00000107951,present
ENSG00000107954,present
ENSG00000107957,present
ENSG00000107959,present
ENSG00000107960,present
ENSG00000107968,present
ENSG00000107984,present
ENSG00000108001,present
ENSG00000108010,present
ENSG00000108018,present
ENSG00000108021,present
ENSG00000108039,present
ENSG00000108055,present
ENSG00000108061,present
ENSG00000108064,present
ENSG00000108091,present
ENSG00000108094,present
ENSG00000108100,present
ENSG00000108106,present
ENSG00000108107,present
ENSG00000108175,present
ENSG00000108176,present
ENSG00000108179,present
ENSG00000108187,present
ENSG00000108219,present
ENSG00000108231,present
ENSG00000108239,present
ENSG00000108242,absent
ENSG00000108244,present
ENSG00000108255,absent
ENSG00000108256,present
ENSG00000108262,present
ENSG00000108298,present
ENSG00000108306,present
ENSG00000108309,present
ENSG00000108312,present
ENSG00000108342,present
ENSG00000108344,present
ENSG00000108349,present
ENSG00000108352,present
ENSG00000108370,present
ENSG00000108375,present
ENSG00000108379,present
ENSG00000108381,present
ENSG00000108384,present
ENSG00000108387,present
ENSG00000108389,present
ENSG00000108395,present
ENSG00000108405,present
ENSG00000108406,present
ENSG00000108417,absent
ENSG00000108423,present
ENSG00000108424,present
ENSG00000108433,present
ENSG00000108439,present
ENSG00000108442,absent
ENSG00000108443,present
ENSG00000108448,present
ENSG00000108452,present
ENSG00000108465,present
ENSG00000108468,present
ENSG00000108469,present
ENSG00000108474,present
ENSG00000108479,present
ENSG00000108506,present
ENSG00000108509,present
ENSG00000108510,present
ENSG00000108511,present
ENSG00000108515,present
ENSG00000108516,absent
ENSG00000108518,present
ENSG00000108523,present
ENSG00000108528,present
ENSG00000108551,present
ENSG00000108556,present
ENSG00000108557,present
ENSG00000108559,present
ENSG00000108561,present
ENSG00000108576,present
ENSG00000108578,present
ENSG00000108582,present
ENSG00000108587,present
ENSG00000108588,present
ENSG00000108590,present
ENSG00000108591,present
ENSG00000108592,present
ENSG00000108599,present
ENSG00000108602,present
ENSG00000108604,present
ENSG00000108622,present
ENSG00000108639,present
ENSG00000108641,present
ENSG00000108651,present
ENSG00000108654,present
ENSG00000108666,present
ENSG00000108669,present
ENSG00000108671,present
ENSG00000108679,present
ENSG00000108684,present
ENSG00000108688,present
ENSG00000108691,present
ENSG00000108700,present
ENSG00000108702,present
ENSG00000108733,present
ENSG00000108759,absent
ENSG00000108771,present
ENSG00000108773,present
ENSG00000108774,present
ENSG00000108784,present
ENSG00000108785,present
ENSG00000108786,present
ENSG00000108788,present
ENSG00000108797,present
ENSG00000108798,present
ENSG00000108799,present
ENSG00000108813,present
ENSG00000108819,present
ENSG00000108821,present
ENSG00000108823,present
ENSG00000108825,present
ENSG00000108826,present
ENSG00000108828,present
ENSG00000108829,present
ENSG00000108830,present
ENSG00000108839,present
ENSG00000108840,present
ENSG00000108846,present
ENSG00000108848,present
ENSG00000108849,absent
ENSG00000108852,present
ENSG00000108854,present
ENSG00000108861,present
ENSG00000108878,absent
ENSG00000108883,present
ENSG00000108924,present
ENSG00000108932,present
ENSG00000108946,present
ENSG00000108947,present
ENSG00000108950,present
ENSG00000108953,present
ENSG00000108958,absent
ENSG00000108960,present
ENSG00000108961,present
ENSG00000108963,present
ENSG00000108984,present
ENSG00000109016,present
ENSG00000109046,present
ENSG00000109047,present
ENSG00000109061,absent
ENSG00000109062,present
ENSG00000109063,present
ENSG00000109065,present
ENSG00000109066,present
ENSG00000109072,present
ENSG00000109079,present
ENSG00000109083,present
ENSG00000109084,present
ENSG00000109089,present
ENSG00000109099,present
ENSG00000109101,absent
ENSG00000109103,present
ENSG00000109107,present
ENSG00000109111,present
ENSG00000109113,present
ENSG00000109118,present
ENSG00000109132,absent
ENSG00000109133,present
ENSG00000109158,absent
ENSG00000109163,present
ENSG00000109171,present
ENSG00000109180,present
ENSG00000109181,absent
ENSG00000109182,present
ENSG00000109184,present
ENSG00000109189,present
ENSG00000109193,present
ENSG00000109205,present
ENSG00000109208,absent
ENSG00000109220,present
ENSG00000109255,present
ENSG00000109265,present
ENSG00000109270,present
ENSG00000109272,absent
ENSG00000109320,present
ENSG00000109321,present
ENSG00000109323,present
ENSG00000109332,present
ENSG00000109339,present
ENSG00000109381,present
ENSG00000109390,present
ENSG00000109424,absent
ENSG00000109436,present
ENSG00000109445,present
ENSG00000109452,present
ENSG00000109458,present
ENSG00000109466,present
ENSG00000109471,absent
ENSG00000109472,present
ENSG00000109475,present
ENSG00000109501,present
ENSG00000109511,present
ENSG00000109519,present
ENSG00000109534,present
ENSG00000109536,present
ENSG00000109572,present
ENSG00000109576,present
ENSG00000109586,present
ENSG00000109606,present
ENSG00000109610,present
ENSG00000109618,present
ENSG00000109625,present
ENSG00000109654,present
ENSG00000109667,present
ENSG00000109670,present
ENSG00000109674,present
ENSG00000109680,present
ENSG00000109684,present
ENSG00000109685,present
ENSG00000109686,present
ENSG00000109689,present
