Library ID,Anatomical entity name,Read count
SRX1569849,adult mammalian kidney,22106736.839418944
SRX1569854,multicellular organism,26687997.04835308
SRX1569845,heart,19780920.262731843
SRX1569853,ovary,17124876.29787884
SRX1569850,psoas major muscle,19711289.01789101
SRX1569851,longissimus thoracis muscle,24666751.38217487
SRX1569848,lung,19989405.212277032
SRX1569847,spleen,19923565.14909781
SRX1569846,liver,29077446.397379972
SRX1569852,subcutaneous adipose tissue,23166471.05118105
